profile,scenario_id,objective_ry_offset,a_true,rep,budget,algorithm,estimate,abs_error,normalized_abs_error,k_max_budget,time_to_budget_seconds
realistic,3,0.48,0.530324472540106,6,3846,BAE,0.5296310946232118,0.0006933779168941667,0.0013074597775453965,9,14.037300079577367
realistic,3,0.48,0.530324472540106,6,7595,CABIQAE_latentt,0.5253804937446442,0.004943978795461712,0.009322554495328936,7,1.1973853593006916
realistic,3,0.48,0.530324472540106,6,7595,BIQAE,0.506641470521269,0.023683002018836996,0.044657569554356104,21,0.8648504297415355
realistic,3,0.48,0.530324472540106,6,7595,BAE,0.532749489512774,0.0024250169726680593,0.004572704256043297,11,27.72056528975302
realistic,3,0.48,0.530324472540106,7,128,CABIQAE_latentt,0.47604340279593005,0.0542810697441759,0.10235445006749312,1,0.018716623104725452
realistic,3,0.48,0.530324472540106,7,128,BIQAE,0.4925134966459197,0.03781097589418625,0.07129781454942527,1,0.015738595942777708
realistic,3,0.48,0.530324472540106,7,128,BAE,0.5003372105219186,0.029987262018187355,0.05654512203549038,1,0.4400867853328453
realistic,3,0.48,0.530324472540106,7,253,CABIQAE_latentt,0.47604340279593005,0.0542810697441759,0.10235445006749312,1,0.0369945753554339
realistic,3,0.48,0.530324472540106,7,253,BIQAE,0.4925134966459197,0.03781097589418625,0.07129781454942527,1,0.031108318543146562
realistic,3,0.48,0.530324472540106,7,253,BAE,0.5003372105219186,0.029987262018187355,0.05654512203549038,1,0.869859036634452
realistic,3,0.48,0.530324472540106,7,499,CABIQAE_latentt,0.47604340279593005,0.0542810697441759,0.10235445006749312,1,0.07296558538482813
realistic,3,0.48,0.530324472540106,7,499,BIQAE,0.4925134966459197,0.03781097589418625,0.07129781454942527,1,0.06135593262067247
realistic,3,0.48,0.530324472540106,7,499,BAE,0.5040946471102801,0.02622982542982588,0.04945995666425189,3,1.715650827196014
realistic,3,0.48,0.530324472540106,7,986,CABIQAE_latentt,0.5022805049493219,0.02804396759078409,0.05288077213646455,3,0.14417648735358823
realistic,3,0.48,0.530324472540106,7,986,BIQAE,0.5238828741027665,0.006441598437339491,0.012146523064428906,5,0.12123637187170952
realistic,3,0.48,0.530324472540106,7,986,BAE,0.5040946471102801,0.02622982542982588,0.04945995666425189,3,3.3900435182670736
realistic,3,0.48,0.530324472540106,7,1947,CABIQAE_latentt,0.5233269185126743,0.0069975540274316295,0.013194854074742773,7,0.2846973842570348
realistic,3,0.48,0.530324472540106,7,1947,BIQAE,0.5238828741027665,0.006441598437339491,0.012146523064428906,5,0.2393987992233453
realistic,3,0.48,0.530324472540106,7,1947,BAE,0.5040946471102801,0.02622982542982588,0.04945995666425189,3,6.694132586273826
realistic,3,0.48,0.530324472540106,7,3846,CABIQAE_latentt,0.5271693763439655,0.0031550961961404056,0.00594936941346187,7,0.5623760348497975
realistic,3,0.48,0.530324472540106,7,3846,BIQAE,0.5067341637519409,0.023590308788165038,0.04448278367236959,15,0.47289562496814896
realistic,3,0.48,0.530324472540106,7,3846,BAE,0.5264952077945784,0.003829264745527583,0.007220607276874242,13,13.223232628047835
realistic,3,0.48,0.530324472540106,7,7595,CABIQAE_latentt,0.5306676529665633,0.0003431804264573124,0.000647114067381379,7,1.1105683787530451
realistic,3,0.48,0.530324472540106,7,7595,BIQAE,0.5067341637519409,0.023590308788165038,0.04448278367236959,15,0.9338643451984117
realistic,3,0.48,0.530324472540106,7,7595,BAE,0.5246361296902493,0.005688342849856642,0.010726155673357992,13,26.112961989085623
realistic,3,0.48,0.530324472540106,7,15000,CABIQAE_latentt,0.5339509228871495,0.003626450347043564,0.006838172731637069,7,2.1933542700850137
realistic,3,0.48,0.530324472540106,7,15000,BIQAE,0.500040154313211,0.030284318226894924,0.05710526252322754,53,1.8443667120442628
realistic,3,0.48,0.530324472540106,7,15000,BAE,0.5297871249312522,0.000537347608853711,0.0010132430930067514,15,51.57267015619281
realistic,3,0.48,0.530324472540106,8,128,CABIQAE_latentt,0.5718689427809875,0.04154447024088159,0.07833783351896849,1,0.021373079775759342
realistic,3,0.48,0.530324472540106,8,128,BIQAE,0.5000000000000001,0.03032447254010584,0.057180979023766516,1,0.014542272223884031
realistic,3,0.48,0.530324472540106,8,128,BAE,0.4273464899278795,0.10297798261222646,0.19417920149713386,1,0.4974839410429083
realistic,3,0.48,0.530324472540106,8,253,CABIQAE_latentt,0.5718689427809875,0.04154447024088159,0.07833783351896849,1,0.042245227994274326
realistic,3,0.48,0.530324472540106,8,253,BIQAE,0.5000000000000001,0.03032447254010584,0.057180979023766516,1,0.028743709942520783
realistic,3,0.48,0.530324472540106,8,253,BAE,0.4273464899278795,0.10297798261222646,0.19417920149713386,1,0.9833081022176233
realistic,3,0.48,0.530324472540106,8,499,CABIQAE_latentt,0.5718689427809875,0.04154447024088159,0.07833783351896849,1,0.08332161568831181
realistic,3,0.48,0.530324472540106,8,499,BIQAE,0.5000000000000001,0.03032447254010584,0.057180979023766516,1,0.056692139372797906
realistic,3,0.48,0.530324472540106,8,499,BAE,0.4273464899278795,0.10297798261222646,0.19417920149713386,1,1.9394100514094625
realistic,3,0.48,0.530324472540106,8,986,CABIQAE_latentt,0.5625476486594939,0.032223176119387964,0.0607612467232522,3,0.1646395051476462
realistic,3,0.48,0.530324472540106,8,986,BIQAE,0.5058870855175374,0.02443738702256859,0.04608006661567085,5,0.1120209407246067
realistic,3,0.48,0.530324472540106,8,986,BAE,0.4825523402556372,0.04777213228446875,0.09008094998077987,5,3.832180983346152
realistic,3,0.48,0.530324472540106,8,1947,CABIQAE_latentt,0.5506632321761471,0.020338759636041148,0.03835153889584649,3,0.32510458065158937
realistic,3,0.48,0.530324472540106,8,1947,BIQAE,0.5058870855175374,0.02443738702256859,0.04608006661567085,5,0.22120159390548605
realistic,3,0.48,0.530324472540106,8,1947,BAE,0.4825523402556372,0.04777213228446875,0.09008094998077987,5,7.567197134457363
realistic,3,0.48,0.530324472540106,8,3846,CABIQAE_latentt,0.5455172187135202,0.015192746173414262,0.028648020146317697,3,0.642194256387269
realistic,3,0.48,0.530324472540106,8,3846,BIQAE,0.5058870855175374,0.02443738702256859,0.04608006661567085,5,0.43694983572701557
realistic,3,0.48,0.530324472540106,8,3846,BAE,0.5414301370995507,0.011105664559444728,0.020941263574452258,11,14.947837791023634
realistic,3,0.48,0.530324472540106,8,7595,CABIQAE_latentt,0.5395302905239734,0.009205817983867437,0.017358840597670597,7,1.2681917257569704
realistic,3,0.48,0.530324472540106,8,7595,BIQAE,0.5053546729401406,0.02496979959996537,0.04708400402562418,25,0.862879355784369
realistic,3,0.48,0.530324472540106,8,7595,BAE,0.536863717272527,0.006539244732421068,0.012330648633090444,11,29.51867603297569
realistic,3,0.48,0.530324472540106,9,128,CABIQAE_latentt,0.4600719263360735,0.07025254620403243,0.13247087366634688,1,0.017743063281159266
realistic,3,0.48,0.530324472540106,9,128,BIQAE,0.5074865033540804,0.022837969186025542,0.04306414349810797,1,0.012717254515145484
realistic,3,0.48,0.530324472540106,9,128,BAE,0.6233761715708758,0.09305169903076982,0.17546182356073103,1,0.4316732994887974
realistic,3,0.48,0.530324472540106,9,253,CABIQAE_latentt,0.4600719263360735,0.07025254620403243,0.13247087366634688,1,0.03507027351666636
realistic,3,0.48,0.530324472540106,9,253,BIQAE,0.5074865033540804,0.022837969186025542,0.04306414349810797,1,0.025136448377592248
realistic,3,0.48,0.530324472540106,9,253,BAE,0.6233761715708758,0.09305169903076982,0.17546182356073103,1,0.8532292560208261
realistic,3,0.48,0.530324472540106,9,499,CABIQAE_latentt,0.4600719263360735,0.07025254620403243,0.13247087366634688,1,0.06917022326014433
realistic,3,0.48,0.530324472540106,9,499,BIQAE,0.5074865033540804,0.022837969186025542,0.04306414349810797,1,0.049577421898887475
realistic,3,0.48,0.530324472540106,9,499,BAE,0.6233761715708758,0.09305169903076982,0.17546182356073103,1,1.6828513784758585
realistic,3,0.48,0.530324472540106,9,986,CABIQAE_latentt,0.5134977307163121,0.016826741823793845,0.0317291445050583,3,0.13667703433767997
realistic,3,0.48,0.530324472540106,9,986,BIQAE,0.548350193683373,0.01802572114326706,0.03398998552137127,5,0.09796260118698007
realistic,3,0.48,0.530324472540106,9,986,BAE,0.6233761715708758,0.09305169903076982,0.17546182356073103,1,3.3252333851246423
realistic,3,0.48,0.530324472540106,9,1947,CABIQAE_latentt,0.5167569846709649,0.013567487869141082,0.02558337125978103,7,0.2698886266282585
realistic,3,0.48,0.530324472540106,9,1947,BIQAE,0.5384557177781616,0.00813124523805564,0.015332585349322555,5,0.19344136360147077
realistic,3,0.48,0.530324472540106,9,1947,BAE,0.6198487234955455,0.08952425095543959,0.16881033327887635,9,6.56615557894288
realistic,3,0.48,0.530324472540106,9,3846,CABIQAE_latentt,0.5210922423200107,0.009232230220095228,0.017408644515074755,7,0.5331236045260823
realistic,3,0.48,0.530324472540106,9,3846,BIQAE,0.5384557177781616,0.00813124523805564,0.015332585349322555,5,0.382113756759762
realistic,3,0.48,0.530324472540106,9,3846,BAE,0.5338876164202395,0.003563143880133568,0.006718799649329975,15,12.97043367057746
realistic,3,0.48,0.530324472540106,9,7595,CABIQAE_latentt,0.5225998767909987,0.0077245957491072215,0.014565791603220888,7,1.0528012939094111
realistic,3,0.48,0.530324472540106,9,7595,BIQAE,0.5382758906342341,0.007951418094128138,0.014993496445757195,41,0.7545902190822653
realistic,3,0.48,0.530324472540106,9,7595,BAE,0.5272049031730814,0.0031195693670245106,0.005882378672970994,15,25.613739918886065
realistic,3,0.48,0.530324472540106,9,15000,CABIQAE_latentt,0.5229056232672404,0.007418849272865513,0.013989264416426606,7,2.0792652282608515
realistic,3,0.48,0.530324472540106,9,15000,BIQAE,0.5382758906342341,0.007951418094128138,0.014993496445757195,41,1.4903032634936115
realistic,3,0.48,0.530324472540106,9,15000,BAE,0.5276158842473556,0.0027085882927503357,0.0051074171247971175,15,50.58671478384345
realistic,3,0.48,0.530324472540106,10,128,CABIQAE_latentt,0.42813105721901057,0.10219341532109538,0.1926997915665055,1,0.0187377008033475
realistic,3,0.48,0.530324472540106,10,128,BIQAE,0.5449190712460894,0.014594598705983453,0.02752013052703264,1,0.014440943718649185
realistic,3,0.48,0.530324472540106,10,128,BAE,0.4904111048125854,0.03991336772752058,0.07526216456945067,1,0.4780679059811992
realistic,3,0.48,0.530324472540106,10,253,CABIQAE_latentt,0.42813105721901057,0.10219341532109538,0.1926997915665055,1,0.037036236744116546
realistic,3,0.48,0.530324472540106,10,253,BIQAE,0.5449190712460894,0.014594598705983453,0.02752013052703264,1,0.02854342781889253
realistic,3,0.48,0.530324472540106,10,253,BAE,0.4904111048125854,0.03991336772752058,0.07526216456945067,1,0.9449310954159641
realistic,3,0.48,0.530324472540106,10,499,CABIQAE_latentt,0.42813105721901057,0.10219341532109538,0.1926997915665055,1,0.07304775547555002
realistic,3,0.48,0.530324472540106,10,499,BIQAE,0.5449190712460894,0.014594598705983453,0.02752013052703264,1,0.05629711652817143
realistic,3,0.48,0.530324472540106,10,499,BAE,0.4904111048125854,0.03991336772752058,0.07526216456945067,1,1.8637178522235813
realistic,3,0.48,0.530324472540106,10,986,CABIQAE_latentt,0.5140406435730518,0.01628382896705416,0.03070540736892486,3,0.1443388515007862
realistic,3,0.48,0.530324472540106,10,986,BIQAE,0.5236817823292617,0.006642690210844293,0.01252570936247325,3,0.1112403945827195
realistic,3,0.48,0.530324472540106,10,986,BAE,0.5303850844882151,6.061194810913495e-05,0.00011429219515143373,5,3.6826168382614255
realistic,3,0.48,0.530324472540106,10,1947,CABIQAE_latentt,0.5310329842970019,0.0007085117568959021,0.0013359967219734909,7,0.28501799581341863
realistic,3,0.48,0.530324472540106,10,1947,BIQAE,0.5122237947302215,0.018100677809884447,0.03413132666344297,11,0.21966029234539033
realistic,3,0.48,0.530324472540106,10,1947,BAE,0.5259748464717029,0.004349626068403056,0.008201820382848944,5,7.271861038635897
realistic,3,0.48,0.530324472540106,10,3846,CABIQAE_latentt,0.5333294484264794,0.0030049758863734954,0.005666296846495696,7,0.5630093538255819
realistic,3,0.48,0.530324472540106,10,3846,BIQAE,0.5122237947302215,0.018100677809884447,0.03413132666344297,11,0.43390523079628723
realistic,3,0.48,0.530324472540106,10,3846,BAE,0.5287182264791257,0.0016062460609802542,0.003028798677320669,11,14.364446612528845
realistic,3,0.48,0.530324472540106,10,7595,CABIQAE_latentt,0.5326886929968092,0.0023642204567032588,0.004458064032721899,7,1.111819043761127
realistic,3,0.48,0.530324472540106,10,7595,BIQAE,0.5016816328607913,0.02864283967931469,0.05401002812886137,33,0.8568669339307856
realistic,3,0.48,0.530324472540106,10,7595,BAE,0.5317578320188553,0.0014333594787493409,0.002702797160922915,11,28.36660739005631
realistic,3,0.48,0.530324472540106,10,15000,CABIQAE_latentt,0.5320004582532789,0.001675985713172956,0.0031603024185277613,7,2.1958243128922854
realistic,3,0.48,0.530324472540106,10,15000,BIQAE,0.5016816328607913,0.02864283967931469,0.05401002812886137,33,1.6922980920292012
realistic,3,0.48,0.530324472540106,10,15000,BAE,0.5278090616187123,0.0025154109213936238,0.004743154524522522,13,56.023582732171775
realistic,3,0.48,0.530324472540106,11,128,CABIQAE_latentt,0.539928073663926,0.009603601123820082,0.01810891561881261,1,0.017962900370669863
realistic,3,0.48,0.530324472540106,11,128,BIQAE,0.522459515866412,0.007864956673693912,0.014830461502225174,1,0.013329136957232233
realistic,3,0.48,0.530324472540106,11,128,BAE,0.2380379569793214,0.29228651556078455,0.5511465728911469,1,0.4367743085715033
realistic,3,0.48,0.530324472540106,11,253,CABIQAE_latentt,0.539928073663926,0.009603601123820082,0.01810891561881261,1,0.03550479526390215
realistic,3,0.48,0.530324472540106,11,253,BIQAE,0.522459515866412,0.007864956673693912,0.014830461502225174,1,0.026345872267029335
realistic,3,0.48,0.530324472540106,11,253,BAE,0.2380379569793214,0.29228651556078455,0.5511465728911469,1,0.8633117192858618
realistic,3,0.48,0.530324472540106,11,499,CABIQAE_latentt,0.539928073663926,0.009603601123820082,0.01810891561881261,1,0.07002724441378329
realistic,3,0.48,0.530324472540106,11,499,BIQAE,0.522459515866412,0.007864956673693912,0.014830461502225174,1,0.05196280735671003
realistic,3,0.48,0.530324472540106,11,499,BAE,0.2380379569793214,0.29228651556078455,0.5511465728911469,1,1.70273734357172
realistic,3,0.48,0.530324472540106,11,986,CABIQAE_latentt,0.5300072378638975,0.00031723467620847767,0.0005981897736851786,3,0.1383704669178163
realistic,3,0.48,0.530324472540106,11,986,BIQAE,0.5189084650578201,0.011416007482285884,0.02152645799581226,5,0.10267600812367955
realistic,3,0.48,0.530324472540106,11,986,BAE,0.24579557735057714,0.28452889518952884,0.5365185088040817,5,3.3645270957148607
realistic,3,0.48,0.530324472540106,11,1947,CABIQAE_latentt,0.5328143303967126,0.002489857856606603,0.00469497069347164,7,0.2732325548569861
realistic,3,0.48,0.530324472540106,11,1947,BIQAE,0.5189084650578201,0.011416007482285884,0.02152645799581226,5,0.2027486691853997
realistic,3,0.48,0.530324472540106,11,1947,BAE,0.45483455249527516,0.0754899200448308,0.142346665020483,7,6.64374670928685
realistic,3,0.48,0.530324472540106,11,3846,CABIQAE_latentt,0.5361396413244199,0.005815168784313984,0.010965303480076927,7,0.539729022074971
realistic,3,0.48,0.530324472540106,11,3846,BIQAE,0.5043219639514157,0.026002508588690243,0.049031319381030065,17,0.40049891201183724
realistic,3,0.48,0.530324472540106,11,3846,BAE,0.5326064897781713,0.0022820172380653148,0.004303058516487256,11,13.123703052859387
realistic,3,0.48,0.530324472540106,11,7595,CABIQAE_latentt,0.5333928013499483,0.0030683288098423134,0.005785757529057402,7,1.0658455337127937
realistic,3,0.48,0.530324472540106,11,7595,BIQAE,0.5043219639514157,0.026002508588690243,0.049031319381030065,17,0.7908968374232719
realistic,3,0.48,0.530324472540106,11,7595,BAE,0.5250255979748855,0.0052988745652204905,0.009991759459714093,13,25.91641307500443
realistic,3,0.48,0.530324472540106,12,128,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.020553646748317635
realistic,3,0.48,0.530324472540106,12,128,BIQAE,0.514973008157444,0.015351464382661995,0.028947305239625794,1,0.012801026588984134
realistic,3,0.48,0.530324472540106,12,128,BAE,0.42967194451480445,0.1006525280253015,0.1897942358631953,1,0.46762362187699447
realistic,3,0.48,0.530324472540106,12,253,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.04062556740097158
realistic,3,0.48,0.530324472540106,12,253,BIQAE,0.514973008157444,0.015351464382661995,0.028947305239625794,1,0.025302029117288953
realistic,3,0.48,0.530324472540106,12,253,BAE,0.42967194451480445,0.1006525280253015,0.1897942358631953,1,0.924287315116247
realistic,3,0.48,0.530324472540106,12,499,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.08012710724539451
realistic,3,0.48,0.530324472540106,12,499,BIQAE,0.514973008157444,0.015351464382661995,0.028947305239625794,1,0.04990400209299284
realistic,3,0.48,0.530324472540106,12,499,BAE,0.42967194451480445,0.1006525280253015,0.1897942358631953,1,1.8230014634110958
realistic,3,0.48,0.530324472540106,12,986,CABIQAE_latentt,0.5511985686400849,0.020874096099978923,0.039360989697491876,3,0.15832731010813425
realistic,3,0.48,0.530324472540106,12,986,BIQAE,0.5404956643952048,0.010171191855098849,0.01917918629397147,5,0.09860790794326842
realistic,3,0.48,0.530324472540106,12,986,BAE,0.46181757791086125,0.0685068946292447,0.12917920664893293,5,3.6021632122712237
realistic,3,0.48,0.530324472540106,12,1947,CABIQAE_latentt,0.5428554464877318,0.012530973947625812,0.023628881178358506,3,0.31264023608573777
realistic,3,0.48,0.530324472540106,12,1947,BIQAE,0.5404956643952048,0.010171191855098849,0.01917918629397147,5,0.19471561538087587
realistic,3,0.48,0.530324472540106,12,1947,BAE,0.46181757791086125,0.0685068946292447,0.12917920664893293,5,7.112993685894597
realistic,3,0.48,0.530324472540106,12,3846,CABIQAE_latentt,0.5358511148368159,0.00552664229670996,0.010421246958939853,7,0.6175728546408564
realistic,3,0.48,0.530324472540106,12,3846,BIQAE,0.5124698579385558,0.017854614601550134,0.033667340517082915,11,0.3846308457908827
realistic,3,0.48,0.530324472540106,12,3846,BAE,0.5223938348107442,0.007930637729361756,0.014954312199428057,13,14.05062851358532
realistic,3,0.48,0.530324472540106,12,7595,CABIQAE_latentt,0.5323360685225462,0.002011595982440273,0.0037931419095281246,7,1.2195698988552532
realistic,3,0.48,0.530324472540106,12,7595,BIQAE,0.5028737192155812,0.027450753324524735,0.05176218474897698,33,0.7595609136198008
realistic,3,0.48,0.530324472540106,12,7595,BAE,0.5261105419588348,0.004213930581271175,0.007945947810191797,13,27.746886001216982
realistic,3,0.48,0.530324472540106,12,15000,CABIQAE_latentt,0.5314031479943249,0.0010786754542189136,0.00203399147139554,7,2.4086304783184724
realistic,3,0.48,0.530324472540106,12,15000,BIQAE,0.5028737192155812,0.027450753324524735,0.05176218474897698,33,1.5001203033965782
realistic,3,0.48,0.530324472540106,12,15000,BAE,0.5306443912704717,0.0003199187303657425,0.0006032509283107777,13,54.79964318871029
realistic,3,0.48,0.530324472540106,13,128,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.018403850622374672
realistic,3,0.48,0.530324472540106,13,128,BIQAE,0.5074865033540804,0.022837969186025542,0.04306414349810797,1,0.01280542955678782
realistic,3,0.48,0.530324472540106,13,128,BAE,0.6292466184157225,0.09892214587561654,0.18653136145463384,1,0.4131140765622487
realistic,3,0.48,0.530324472540106,13,253,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.03637636099578744
realistic,3,0.48,0.530324472540106,13,253,BIQAE,0.5074865033540804,0.022837969186025542,0.04306414349810797,1,0.025310731858338428
realistic,3,0.48,0.530324472540106,13,253,BAE,0.6292466184157225,0.09892214587561654,0.18653136145463384,1,0.8165457919550697
realistic,3,0.48,0.530324472540106,13,499,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.07174626141066377
realistic,3,0.48,0.530324472540106,13,499,BIQAE,0.5074865033540804,0.022837969186025542,0.04306414349810797,1,0.049921166787790024
realistic,3,0.48,0.530324472540106,13,499,BAE,0.5090105774592715,0.021313895080834477,0.040190291386605036,3,1.6104994078481414
realistic,3,0.48,0.530324472540106,13,986,CABIQAE_latentt,0.5372440920030206,0.006919619462914639,0.013047897695106538,3,0.14176716182547988
realistic,3,0.48,0.530324472540106,13,986,BIQAE,0.5244540903341837,0.0058703822059222865,0.011069416008287902,5,0.09864182455463118
realistic,3,0.48,0.530324472540106,13,986,BAE,0.5090105774592715,0.021313895080834477,0.040190291386605036,3,3.1822693710185717
realistic,3,0.48,0.530324472540106,13,1947,CABIQAE_latentt,0.5319449085131309,0.0016204359730249696,0.0030555557152841437,3,0.2799398215762772
realistic,3,0.48,0.530324472540106,13,1947,BIQAE,0.5244540903341837,0.0058703822059222865,0.011069416008287902,5,0.19478258864895226
realistic,3,0.48,0.530324472540106,13,1947,BAE,0.5090105774592715,0.021313895080834477,0.040190291386605036,3,6.28385239895858
realistic,3,0.48,0.530324472540106,13,3846,CABIQAE_latentt,0.5340511502744957,0.0037266777343897273,0.007027165306062499,7,0.552978199169164
realistic,3,0.48,0.530324472540106,13,3846,BIQAE,0.5147537879926254,0.015570684547480562,0.029360675121970777,15,0.38476314121410904
realistic,3,0.48,0.530324472540106,13,3846,BAE,0.5150680849995196,0.015256387540586336,0.028768024729299225,15,12.412787019206316
realistic,3,0.48,0.530324472540106,13,7595,CABIQAE_latentt,0.5294280157500719,0.0008964567900340281,0.0016903930262547582,7,1.0920097302885596
realistic,3,0.48,0.530324472540106,13,7595,BIQAE,0.5018427862835685,0.028481686256537464,0.05370615110428178,33,0.7598221678422149
realistic,3,0.48,0.530324472540106,13,7595,BAE,0.5170147140935836,0.01330975844652238,0.025097386855960763,15,24.512511027267802
realistic,3,0.48,0.530324472540106,13,15000,CABIQAE_latentt,0.5276455306680694,0.0026789418720365443,0.005051514706091465,7,2.1567012448095317
realistic,3,0.48,0.530324472540106,13,15000,BIQAE,0.5018427862835685,0.028481686256537464,0.05370615110428178,33,1.5006362761860728
realistic,3,0.48,0.530324472540106,13,15000,BAE,0.5286718376006474,0.0016526349394585527,0.0031162713113028584,15,48.411805847138524
realistic,3,0.48,0.530324472540106,14,128,CABIQAE_latentt,0.4520856606172676,0.07823881192283832,0.14753008011886815,1,0.018925233721072503
realistic,3,0.48,0.530324472540106,14,128,BIQAE,0.4925134966459197,0.03781097589418625,0.07129781454942527,1,0.013821629642020512
realistic,3,0.48,0.530324472540106,14,128,BAE,0.366245962926357,0.16407850961374892,0.30939267959454847,1,0.42231589087484606
realistic,3,0.48,0.530324472540106,14,253,CABIQAE_latentt,0.4520856606172676,0.07823881192283832,0.14753008011886815,1,0.03740690727680737
realistic,3,0.48,0.530324472540106,14,253,BIQAE,0.4925134966459197,0.03781097589418625,0.07129781454942527,1,0.027319314839306167
realistic,3,0.48,0.530324472540106,14,253,BAE,0.366245962926357,0.16407850961374892,0.30939267959454847,1,0.8347337530573129
realistic,3,0.48,0.530324472540106,14,499,CABIQAE_latentt,0.4520856606172676,0.07823881192283832,0.14753008011886815,1,0.07377884083449358
realistic,3,0.48,0.530324472540106,14,499,BIQAE,0.4925134966459197,0.03781097589418625,0.07129781454942527,1,0.05388275930756434
realistic,3,0.48,0.530324472540106,14,499,BAE,0.4950821336116967,0.03524233892840928,0.06645429497079086,3,1.6463721058324077
realistic,3,0.48,0.530324472540106,14,986,CABIQAE_latentt,0.5183955131089856,0.011928959431120378,0.02249369970422824,3,0.14578344100763665
realistic,3,0.48,0.530324472540106,14,986,BIQAE,0.5207648908553091,0.00955958168479687,0.01802591089000503,5,0.10646974083618925
realistic,3,0.48,0.530324472540106,14,986,BAE,0.4950821336116967,0.03524233892840928,0.06645429497079086,3,3.253152096895299
realistic,3,0.48,0.530324472540106,14,1947,CABIQAE_latentt,0.5129353008787082,0.01738917166139775,0.03278968360277337,7,0.2878705473041263
realistic,3,0.48,0.530324472540106,14,1947,BIQAE,0.5207648908553091,0.00955958168479687,0.01802591089000503,5,0.21023994463292134
realistic,3,0.48,0.530324472540106,14,1947,BAE,0.4950821336116967,0.03524233892840928,0.06645429497079086,3,6.423820621354103
realistic,3,0.48,0.530324472540106,14,3846,CABIQAE_latentt,0.5169444255615505,0.013380046978555438,0.025229925585875293,7,0.5686441319628504
realistic,3,0.48,0.530324472540106,14,3846,BIQAE,0.5100562333283072,0.020268239211798766,0.03821856290116043,17,0.41529677815008503
realistic,3,0.48,0.530324472540106,14,3846,BAE,0.532614724033132,0.0022902514930260853,0.004318585340888421,19,12.689272783630141
realistic,3,0.48,0.530324472540106,14,7595,CABIQAE_latentt,0.5197774430755604,0.010547029464545554,0.01988787998794065,7,1.1229464852464506
realistic,3,0.48,0.530324472540106,14,7595,BIQAE,0.5100562333283072,0.020268239211798766,0.03821856290116043,17,0.8201193525870764
realistic,3,0.48,0.530324472540106,14,7595,BAE,0.5266356259260258,0.003688846614080199,0.006955829506437173,19,25.058509306206687
realistic,3,0.48,0.530324472540106,14,15000,CABIQAE_latentt,0.522766524610387,0.007557947929718978,0.014251554135373991,7,2.217800826688184
realistic,3,0.48,0.530324472540106,14,15000,BIQAE,0.500717636828428,0.029606835711677992,0.05582777571977685,45,1.6197222236742785
realistic,3,0.48,0.530324472540106,14,15000,BAE,0.5250594312704165,0.005265041269689408,0.009927962110576062,19,49.490143461896025
realistic,3,0.48,0.530324472540106,15,128,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.01933720041343496
realistic,3,0.48,0.530324472540106,15,128,BIQAE,0.46256745409557054,0.06775701844453541,0.1277652115882909,1,0.014300603914203857
realistic,3,0.48,0.530324472540106,15,128,BAE,0.4949774441547403,0.03534702838536563,0.0666517013934191,1,0.5110019413108912
realistic,3,0.48,0.530324472540106,15,253,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.038221185192180034
realistic,3,0.48,0.530324472540106,15,253,BIQAE,0.46256745409557054,0.06775701844453541,0.1277652115882909,1,0.028266037424168562
realistic,3,0.48,0.530324472540106,15,253,BAE,0.4949774441547403,0.03534702838536563,0.0666517013934191,1,1.0100272746223082
realistic,3,0.48,0.530324472540106,15,499,CABIQAE_latentt,0.5079855251345996,0.02233894740550635,0.042123169044998125,1,0.07538486723675035
realistic,3,0.48,0.530324472540106,15,499,BIQAE,0.46256745409557054,0.06775701844453541,0.1277652115882909,1,0.0557500105717791
realistic,3,0.48,0.530324472540106,15,499,BAE,0.4949774441547403,0.03534702838536563,0.0666517013934191,1,1.9921091305791772
realistic,3,0.48,0.530324472540106,15,986,CABIQAE_latentt,0.5204943096071651,0.009830162932940811,0.01853612918494423,3,0.1489568719347412
realistic,3,0.48,0.530324472540106,15,986,BIQAE,0.5174894354391103,0.01283503710099565,0.0242022342275087,3,0.11015933952660159
realistic,3,0.48,0.530324472540106,15,986,BAE,0.49963369803254465,0.030690774507561303,0.05787169194844257,7,3.936311829160458
realistic,3,0.48,0.530324472540106,15,1947,CABIQAE_latentt,0.5331050098259275,0.002780537285821505,0.005243086883212288,7,0.2941369469137333
realistic,3,0.48,0.530324472540106,15,1947,BIQAE,0.5174894354391103,0.01283503710099565,0.0242022342275087,3,0.21752559235121025
realistic,3,0.48,0.530324472540106,15,1947,BAE,0.5352954243492057,0.004970951809099788,0.009373415835950995,7,7.772818591658632
realistic,3,0.48,0.530324472540106,15,3846,CABIQAE_latentt,0.5326650679436924,0.002340595403586443,0.004413515733821684,7,0.5810224436724285
