run_kind,simulation_regime,noise_profile,noise_scale,noise_floor,instance_name,target_name,repetition,algorithm,algorithm_key,budget,query_budget_actual,estimate,a_true,abs_error,normalized_abs_error,processed_true_value,processed_estimate,processed_abs_error,processed_relative_error,cva_true,cva_estimate,cva_abs_error,cva_relative_error,grover_power,grover_power_exceeds_calibration,k_max_budget,amplification_factor,t_eff,calibration_status,runtime_wall_seconds,time_to_budget_seconds,n_shots,max_grover_power,calibration_max_grover_power,execution_max_grover_power,execution_k_cap_enforced,cabiqae_hard_k_cap,cabiqae_scheduler,transpile_backend_name,use_fractional_gates_applied,transpilation_strategy,aer_method,normalized_sq_error
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,5,CABIQAE,cabiqae_latentt,1024,1024.0,0.14736553740309227,0.1328730942948926,0.014492443108199665,0.10906980969402116,0.5864946085782612,0.6504634639224616,0.06396885534420038,0.10906980969402116,0.5864946085782612,0.6504634639224616,0.06396885534420038,0.10906980969402116,0,False,0,1,6.2225929620762646,ok,1.9605414666681704,1.9605414666681704,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.011896223386689993
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,5,CABIQAE,cabiqae_latentt,2048,1664.0,0.1424758606687797,0.1328730942948926,0.0096027663738871,0.07227020959243374,0.5864946085782612,0.6288806968650444,0.04238608828678325,0.07227020959243362,0.5864946085782612,0.6288806968650444,0.04238608828678325,0.07227020959243362,0,False,0,1,6.2225929620762646,ok,3.185879883335777,3.185879883335777,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.005222983194534302
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,5,CABIQAE,cabiqae_latentt,4096,3456.0,0.1306625584925041,0.1328730942948926,0.0022105358023885024,0.01663644407559696,0.5864946085782612,0.5767374238220098,0.009757184756251425,0.01663644407559705,0.5864946085782612,0.5767374238220098,0.009757184756251425,0.01663644407559705,3,False,3,7,6.2225929620762646,ok,6.616827450005076,6.616827450005076,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.00027677127148046515
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,5,BIQAE,biqae,1024,768.0,0.21059745161192658,0.1328730942948926,0.07772435731703398,0.5849518123250446,0.5864946085782612,0.9295656927849827,0.3430710842067215,0.5849518123250446,0.5864946085782612,0.9295656927849827,0.3430710842067215,0.5849518123250446,2,False,2,5,6.2225929620762646,ok,3.5614463225900828,3.5614463225900828,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.34216862274235416
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,5,BIQAE,biqae,2048,768.0,0.21059745161192658,0.1328730942948926,0.07772435731703398,0.5849518123250446,0.5864946085782612,0.9295656927849827,0.3430710842067215,0.5849518123250446,0.5864946085782612,0.9295656927849827,0.3430710842067215,0.5849518123250446,2,False,2,5,6.2225929620762646,ok,3.5614463225900828,3.5614463225900828,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.34216862274235416
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,6,CABIQAE,cabiqae_latentt,1024,1024.0,0.14735401624576178,0.1328730942948926,0.014480921950869169,0.10898310171606945,0.5864946085782612,0.6504126101608722,0.06391800158261096,0.10898310171606942,0.5864946085782612,0.6504126101608722,0.06391800158261096,0.10898310171606942,0,False,0,1,6.2225929620762646,ok,2.1280650256607587,2.1280650256607587,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.011877316459655141
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,6,CABIQAE,cabiqae_latentt,2048,1408.0,0.14222101047482444,0.1328730942948926,0.009347916179931831,0.07035221260961594,0.5864946085782612,0.6277558019753524,0.04126119339709122,0.07035221260961579,0.5864946085782612,0.6277558019753524,0.04126119339709122,0.07035221260961579,0,False,0,1,6.2225929620762646,ok,2.926089410283543,2.926089410283543,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.004949433819068604
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,6,CABIQAE,cabiqae_latentt,4096,4096.0,0.12301843297041615,0.1328730942948926,0.00985466132447646,0.07416596547834933,0.5864946085782612,0.5429966696852079,0.04349793889305331,0.07416596547834932,0.5864946085782612,0.5429966696852079,0.04349793889305331,0.07416596547834932,3,False,3,7,6.2225929620762646,ok,8.512260102643035,8.512260102643035,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.005500590435335705
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,6,BIQAE,biqae,1024,512.0,0.07948755743031238,0.1328730942948926,0.053385536864580224,0.40177838220654927,0.5864946085782612,0.35085375357082405,0.23564085500743714,0.40177838220654927,0.5864946085782612,0.35085375357082405,0.23564085500743714,0.40177838220654927,1,False,1,3,6.2225929620762646,ok,2.2065200940979754,2.2065200940979754,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.16142586840851197
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,6,BIQAE,biqae,2048,512.0,0.07948755743031238,0.1328730942948926,0.053385536864580224,0.40177838220654927,0.5864946085782612,0.35085375357082405,0.23564085500743714,0.40177838220654927,0.5864946085782612,0.35085375357082405,0.23564085500743714,0.40177838220654927,1,False,1,3,6.2225929620762646,ok,2.2065200940979754,2.2065200940979754,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.16142586840851197
