run_kind,simulation_regime,noise_profile,noise_scale,noise_floor,instance_name,target_name,repetition,algorithm,algorithm_key,step_index,budget,query_budget,query_budget_actual,estimate,a_true,abs_error,normalized_abs_error,processed_true_value,processed_estimate,processed_abs_error,processed_relative_error,cva_true,cva_estimate,cva_abs_error,cva_relative_error,grover_power,grover_power_exceeds_calibration,k_max_budget,amplification_factor,t_eff,calibration_status,runtime_wall_seconds,time_to_budget_seconds,circuit_prepare_wall_seconds,construct_circuit_wall_seconds,construct_circuit_cache_hits,construct_circuit_cache_misses,construct_circuit_cache_size,n_shots,max_grover_power,calibration_max_grover_power,execution_max_grover_power,execution_k_cap_enforced,cabiqae_hard_k_cap,cabiqae_scheduler,transpile_backend_name,use_fractional_gates_applied,transpilation_strategy,aer_method,construct_circuit_mode,normalized_sq_error
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,CABIQAE,cabiqae_latentt,15,11776,11776.0,11776.0,0.10366251213541727,0.1328730942948926,0.029210582159475335,0.21983820211672556,0.5864946085782612,0.45756068827726354,0.12893392030099765,0.2198382021167256,0.5864946085782612,0.45756068827726354,0.12893392030099765,0.2198382021167256,3,False,3,7,6.2225929620762646,ok,23.28741046296814,23.28741046296814,0.8599400999955833,0.8599400999955833,18,3,3,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.04832883510991428
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,CABIQAE,cabiqae_latentt,16,12672,12672.0,12672.0,0.10394534141327472,0.1328730942948926,0.02892775288161789,0.21770963516072658,0.5864946085782612,0.45880908132095477,0.12768552725730642,0.21770963516072664,0.5864946085782612,0.45880908132095477,0.12768552725730642,0.21770963516072664,3,False,3,7,6.2225929620762646,ok,25.059278650367887,25.059278650367887,0.8599400999955833,0.8599400999955833,18,3,3,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.047397485241816674
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,CABIQAE,cabiqae_latentt,17,13568,13568.0,13568.0,0.1042162227323809,0.1328730942948926,0.028656871562511704,0.21567098828083225,0.5864946085782612,0.4600047367248077,0.1264898718534535,0.2156709882808323,0.5864946085782612,0.4600047367248077,0.1264898718534535,0.2156709882808323,3,False,3,7,6.2225929620762646,ok,26.831146837767637,26.831146837767637,0.8599400999955833,0.8599400999955833,18,3,3,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.046513975186030884
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,CABIQAE,cabiqae_latentt,18,14464,14464.0,14464.0,0.10429656117018163,0.1328730942948926,0.02857653312471098,0.2150663629559909,0.5864946085782612,0.46035934621803704,0.12613526236022415,0.21506636295599094,0.5864946085782612,0.46035934621803704,0.12613526236022415,0.21506636295599094,3,False,3,7,6.2225929620762646,ok,28.603015025167387,28.603015025167387,0.8599400999955833,0.8599400999955833,18,3,3,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.04625354047511802
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,CABIQAE,cabiqae_latentt,19,15360,15360.0,15360.0,0.10425031129264838,0.1328730942948926,0.02862278300224423,0.2154144385222196,0.5864946085782612,0.4601552017750661,0.1263394068031951,0.21541443852221961,0.5864946085782612,0.4601552017750661,0.1263394068031951,0.21541443852221961,3,False,3,7,6.2225929620762646,ok,30.374883212567138,30.374883212567138,0.8599400999955833,0.8599400999955833,18,3,3,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.04640338032384312
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,CABIQAE,cabiqae_latentt,20,16256,16256.0,16256.0,0.10425379083631867,0.1328730942948926,0.02861930345857394,0.2153882515526999,0.5864946085782612,0.4601705602915044,0.1263240482867568,0.21538825155269994,0.5864946085782612,0.4601705602915044,0.1263240482867568,0.21538825155269994,3,False,3,7,6.2225929620762646,ok,32.14675139996689,32.14675139996689,0.8599400999955833,0.8599400999955833,18,3,3,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.04639209890692913
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,BIQAE,biqae,0,128,128.0,128.0,0.19268679062559746,0.1328730942948926,0.05981369633070485,0.45015656968112,0.5864946085782612,0.8505090097123224,0.26401440113406116,0.4501565696811199,0.5864946085782612,0.8505090097123224,0.26401440113406116,0.4501565696811199,0,False,0,1,6.2225929620762646,ok,0.5947550645139399,0.5947550645139399,2.864441500045359,2.864441500045359,1,2,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.20264093722707305
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,BIQAE,biqae,1,768,768.0,768.0,0.20564258821157624,0.1328730942948926,0.07276949391668364,0.5476616188013375,0.5864946085782612,0.9076951953304884,0.3212005867522272,0.5476616188013372,0.5864946085782612,0.9076951953304884,0.3212005867522272,0.5476616188013372,2,False,2,5,6.2225929620762646,ok,3.5685303870836393,3.5685303870836393,2.864441500045359,2.864441500045359,1,2,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.29993324870810145
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,0,BIQAE,biqae,2,3968,3968.0,3968.0,0.21686097372755958,0.1328730942948926,0.08398787943266697,0.6320909427025763,0.5864946085782612,0.9572125386044728,0.37071793002621156,0.6320909427025763,0.5864946085782612,0.9572125386044728,0.37071793002621156,0.6320909427025763,12,False,12,25,6.2225929620762646,ok,18.437406999932136,18.437406999932136,2.864441500045359,2.864441500045359,1,2,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.39953895984663157
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,0,128,128.0,128.0,0.14996780274316585,0.1328730942948926,0.017094708448273238,0.12865440169801423,0.5864946085782612,0.6619497215440084,0.07545511296574725,0.12865440169801426,0.5864946085782612,0.6619497215440084,0.07545511296574725,0.12865440169801426,0,False,0,1,6.2225929620762646,ok,0.25593644324288944,0.25593644324288944,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.016551955076274008
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,1,256,256.0,256.0,0.12856240925051649,0.1328730942948926,0.004310685044376122,0.03244212131320718,0.5864946085782612,0.5674674793372233,0.019027129241037888,0.032442121313207145,0.5864946085782612,0.5674674793372233,0.019027129241037888,0.032442121313207145,0,False,0,1,6.2225929620762646,ok,0.5118728864857789,0.5118728864857789,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.0010524912353008515
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,2,640,640.0,640.0,0.1173917619311396,0.1328730942948926,0.015481332363753014,0.11651216859144137,0.5864946085782612,0.5181608498656194,0.0683337587126418,0.1165121685914414,0.5864946085782612,0.5181608498656194,0.0683337587126418,0.1165121685914414,1,False,1,3,6.2225929620762646,ok,1.2796822162144472,1.2796822162144472,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.013575085429880457
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,3,1024,1024.0,1024.0,0.12246098667762215,0.1328730942948926,0.01041210761727046,0.0783612940793137,0.5864946085782612,0.540536132079528,0.04595847649873319,0.07836129407931385,0.5864946085782612,0.540536132079528,0.04595847649873319,0.07836129407931385,1,False,1,3,6.2225929620762646,ok,2.0474915459431156,2.0474915459431156,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.006140492409784685
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,4,1920,1920.0,1920.0,0.11425647322542681,0.1328730942948926,0.018616621069465794,0.14010828278107904,0.5864946085782612,0.5043218561099999,0.08217275246826128,0.14010828278107904,0.5864946085782612,0.5043218561099999,0.08217275246826128,0.14010828278107904,3,False,3,7,6.2225929620762646,ok,3.8390466486433414,3.8390466486433414,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.01963033090386281
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,5,2816,2816.0,2816.0,0.110040609706343,0.1328730942948926,0.022832484588549612,0.17183677936991681,0.5864946085782612,0.48571326392235276,0.10078134465590843,0.1718367793699169,0.5864946085782612,0.48571326392235276,0.10078134465590843,0.1718367793699169,3,False,3,7,6.2225929620762646,ok,5.630601751343567,5.630601751343567,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.02952787874422547
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,6,3712,3712.0,3712.0,0.10858313173859185,0.1328730942948926,0.024289962556300754,0.18280572666120573,0.5864946085782612,0.4792800354742327,0.10721457310402849,0.1828057266612058,0.5864946085782612,0.4792800354742327,0.10721457310402849,0.1828057266612058,3,False,3,7,6.2225929620762646,ok,7.422156854043793,7.422156854043793,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.033417933700131464
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,7,4608,4608.0,4608.0,0.10709357264092992,0.1328730942948926,0.02577952165396269,0.1940161158341716,0.5864946085782612,0.4727052026642241,0.11378940591403708,0.19401611583417164,0.5864946085782612,0.4727052026642241,0.11378940591403708,0.19401611583417164,3,False,3,7,6.2225929620762646,ok,9.213711956744019,9.213711956744019,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.037642253203378696
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,8,5504,5504.0,5504.0,0.10727997014117205,0.1328730942948926,0.02559312415372056,0.19261329232628785,0.5864946085782612,0.4735279510883848,0.11296665748987639,0.19261329232628785,0.5864946085782612,0.4735279510883848,0.11296665748987639,0.19261329232628785,3,False,3,7,6.2225929620762646,ok,11.005267059444245,11.005267059444245,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.03709988038077202
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,9,6400,6400.0,6400.0,0.10756301423871582,0.1328730942948926,0.025310080056176784,0.19048310864203044,0.5864946085782612,0.4747772923344831,0.11171731624377806,0.19048310864203047,0.5864946085782612,0.4747772923344831,0.11171731624377806,0.19048310864203047,3,False,3,7,6.2225929620762646,ok,12.79682216214447,12.79682216214447,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.03628381467793157
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,10,7296,7296.0,7296.0,0.10758375944943468,0.1328730942948926,0.025289334845457923,0.19032698064012796,0.5864946085782612,0.47486886056584704,0.11162574801241415,0.19032698064012799,0.5864946085782612,0.47486886056584704,0.11162574801241415,0.19032698064012799,3,False,3,7,6.2225929620762646,ok,14.588377264844697,14.588377264844697,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.036224359559587645
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,11,8192,8192.0,8192.0,0.10680027546335055,0.1328730942948926,0.026072818831542055,0.1962234639744086,0.5864946085782612,0.47141060488071984,0.11508400369754135,0.19622346397440868,0.5864946085782612,0.47141060488071984,0.11508400369754135,0.19622346397440868,3,False,3,7,6.2225929620762646,ok,16.379932367544924,16.379932367544924,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.03850364781411603
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,12,9088,9088.0,9088.0,0.10646703821670217,0.1328730942948926,0.026406056078190437,0.19873140020045005,0.5864946085782612,0.46993971380548843,0.11655489477277275,0.1987314002004501,0.5864946085782612,0.46993971380548843,0.11655489477277275,0.1987314002004501,3,False,3,7,6.2225929620762646,ok,18.17148747024515,18.17148747024515,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.039494169425631435
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,13,9984,9984.0,9984.0,0.10648690024599186,0.1328730942948926,0.026386194048900746,0.19858191900265681,0.5864946085782612,0.470027383722078,0.11646722485618322,0.19858191900265687,0.5864946085782612,0.470027383722078,0.11646722485618322,0.19858191900265687,3,False,3,7,6.2225929620762646,ok,19.963042572945373,19.963042572945373,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.039434778554777755
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,14,10880,10880.0,10880.0,0.10669890673814947,0.1328730942948926,0.02617418755674314,0.19698636278201903,0.5864946085782612,0.4709631688431655,0.11553143973509566,0.19698636278201911,0.5864946085782612,0.4709631688431655,0.11553143973509566,0.19698636278201911,3,False,3,7,6.2225929620762646,ok,21.754597675645602,21.754597675645602,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.038803627122089214
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,15,11776,11776.0,11776.0,0.10673385652416528,0.1328730942948926,0.026139237770727325,0.19672333145727056,0.5864946085782612,0.4711174352970177,0.11537717328124347,0.19672333145727064,0.5864946085782612,0.4711174352970177,0.11537717328124347,0.19672333145727064,3,False,3,7,6.2225929620762646,ok,23.546152778345828,23.546152778345828,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.03870006913964714
simulated_noise,simulated_noise,realistic,1.0,0.18518,6q_instance,cva,1,CABIQAE,cabiqae_latentt,16,12672,12672.0,12672.0,0.10690880286633031,0.1328730942948926,0.025964291428562297,0.19540668911448927,0.5864946085782612,0.4718896389324848,0.11460496964577638,0.1954066891144893,0.5864946085782612,0.4718896389324848,0.11460496964577638,0.1954066891144893,3,False,3,7,6.2225929620762646,ok,25.337707881046054,25.337707881046054,7.540005026385188e-05,7.540005026385188e-05,24,0,5,128,14,14,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full,0.03818377415068666
