backend_mode,backend_name,catalog_channel,context,instance_name,job_id,local_pass_manager_applied,local_preflight_role,logical_2q_counts,logical_depths,n_circuits,primitive,qctrl_transpilation_policy,qiskit_function,runtime_execution_mode,sampler_call_index,session_id,shots,submitted_at_epoch,submitted_circuit_kind
qctrl_performance_management,ibm_pittsburgh,,objective_assignment_calibration,premium_new_usa,caefbeb4-2ec0-4ad9-a856-480e158d437c,False,diagnostic_and_k_cap_only,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59","2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,64,64",18,sampler,fire_opal_managed,q-ctrl/performance-management,session,0,6c70ad76-a4d5-4c27-9b68-bb7e71ca6c94,4096,1779968918.6828747,abstract_logical
