p_correct,p_correct_se,p_observed_110,p_observed_110_se,p_observed_111,p_observed_111_se,prepared_bitstring,shots,top_observed_bitstring,top_observed_probability
0.9993896484375,0.0002728742040467542,0.0,0.0,0.0,0.0,000,8192,000,0.9993896484375
0.9990234375,0.0003450983544280591,0.0,0.0,0.0,0.0,001,8192,001,0.9990234375
0.9998779296875,0.00012206286169201552,0.0,0.0,0.0,0.0,010,8192,010,0.9998779296875
0.9993896484375,0.0002728742040467542,0.0,0.0,0.0,0.0,011,8192,011,0.9993896484375
1.0,0.0,0.0,0.0,0.0,0.0,100,8192,100,1.0
0.9989013671875,0.00036600971654170833,0.0,0.0,0.000732421875,0.00029890045758506007,101,8192,101,0.9989013671875
0.9991455078125,0.00032282967316552523,0.9991455078125,0.00032282967316552523,0.0003662109375,0.00021139326544833696,110,8192,110,0.9991455078125
0.9991455078125,0.00032282967316552523,0.0,0.0,0.9991455078125,0.00032282967316552523,111,8192,111,0.9991455078125
