rep,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth
1,BAE,0.929029790028328,9800,0.00012469609772047807,393,11 33 5 15 23 31 99 97 91 91 101 85 91 97 97 197 389 387 393,1.0,0.00033984467261127804,393.0
1,BIQAE,0.929029790028328,45005,4.215888924341549e-05,1949,1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 9 9 9 9 21 21 21 21 21 21 45 45 91 91 91 183 183 183 415 415 415 917 917 917 1949 1949,1.0,9.921144027763562e-05,976.0
1,IQAE,0.929029790028328,73220,1.2545874490177411e-05,3399,1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 9 9 9 9 9 21 21 21 21 21 49 49 49 49 119 119 119 119 119 295 295 295 295 615 615 615 615 1327 1327 1327 1327 1327 3399,1.0,8.115165519284595e-05,1701.0
1,CABIQAE_latentt,0.929029790028328,69225,4.491372371462354e-06,1477,1 1 1 1 3 3 3 3 3 3 11 11 11 11 11 27 27 57 57 57 57 155 155 155 155 353 353 353 737 737 737 737 737 737 1477 1477 1477 1477 1477,1.0,9.889679133606721e-05,740.0
2,BAE,0.39217616151765594,8490,0.00031849826824137395,389,7 19 27 69 93 7 101 89 99 99 101 201 389 377 389,1.0,0.0006608435916677369,389.0
2,BIQAE,0.39217616151765594,89195,7.095560757108821e-05,4785,1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 15 15 15 15 31 31 31 75 75 75 75 193 193 193 423 423 423 899 899 899 1997 1997 1997 1997 4785,1.0,9.28080923059682e-05,2394.0
2,IQAE,0.39217616151765594,126060,0.00017897915452458335,3783,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 15 15 15 33 33 33 33 73 73 73 73 73 157 157 157 157 359 359 359 359 851 851 851 851 851 1729 1729 1729 1729 3783 3783 3783,1.0,9.007792050635954e-05,1893.0
2,CABIQAE_latentt,0.39217616151765594,182325,0.0003431734316636792,2577,1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 17 17 17 17 17 45 45 45 45 129 129 129 129 303 303 303 303 635 635 635 635 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 1271 2577 2577 2577,0.0,9.923601401629067e-05,1290.0
3,BAE,0.8809216103875599,8290,0.0003328062564958989,399,13 25 31 87 69 91 69 99 99 99 193 193 189 381 399,1.0,0.0004604492257470616,399.0
3,BIQAE,0.8809216103875599,67845,5.282566927289345e-05,2271,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 7 7 7 7 7 15 15 15 15 39 39 39 83 83 83 185 185 185 185 185 453 453 453 1041 1041 1041 1041 1041 1041 2271 2271,1.0,9.322395133581907e-05,1137.0
3,IQAE,0.8809216103875599,65290,2.9141526328935186e-05,2423,1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 7 7 7 15 15 15 15 15 33 33 33 33 69 69 69 69 69 177 177 177 177 373 373 373 373 373 873 873 873 2423 2423 2423,1.0,9.328894936339038e-05,1213.0
