rep,T_noise,algorithm,a_true,final_queries,final_nRMSE,K_max,K_sequence,coverage,radius,max_depth,auc_log_rmse
4,200.0,BAE,0.58,70800,0.0005483864348179157,233,11 39 7 97 95 95 97 97 195 215 233 233 215,1.0,0.0006652537797821045,233.0,-7.101381495841132
4,200.0,BIQAE,0.58,6750,0.0009045966534353411,95,1 1 3 3 7 25 95,1.0,0.0019533226014251115,49.0,-6.657627703709283
4,200.0,CABIQAE_latentt,0.58,7700,0.0002559751642829955,83,1 1 3 3 3 19 41 83,1.0,0.0025657671265317816,43.0,-7.604102935199261
5,200.0,BAE,0.58,74350,0.00025601931721208615,195,9 33 43 77 97 97 99 97 193 175 175 195 195 195,1.0,0.000627390251711879,195.0,-5.860119256769139
5,200.0,BIQAE,0.58,6950,0.0026429448931878374,101,1 3 7 27 101,1.0,0.00183480040910583,52.0,-5.852982099196508
5,200.0,CABIQAE_latentt,0.58,7600,0.0035916368339401483,59,1 3 7 23 59 59,1.0,0.0026052261758122697,31.0,-5.912277238741696
6,200.0,BAE,0.58,69800,0.0005541765515151287,251,15 27 73 9 97 99 99 97 197 215 215 251 215,1.0,0.0006504755630801773,251.0,-6.983698952926412
6,200.0,BIQAE,0.58,13850,0.0013239499252086784,197,1 1 3 3 17 55 197,1.0,0.0009366217068247917,100.0,-6.856959674485083
6,200.0,CABIQAE_latentt,0.58,8200,0.0009451023154398719,63,1 1 3 3 7 23 63 63,1.0,0.0025343752847539758,33.0,-6.273017631807337
7,200.0,BAE,0.58,77300,0.0009840093329913646,193,13 49 99 95 97 93 173 173 193 173 193 193 175,0.0,0.0006029414071473393,193.0,-5.766904557812053
7,200.0,BIQAE,0.58,5650,0.0015745585634148185,73,1 1 1 3 3 3 7 21 73,1.0,0.002491467298051775,38.0,-6.462431458453696
7,200.0,CABIQAE_latentt,0.58,9850,0.0017463031700494236,117,1 3 3 3 17 53 117,1.0,0.0024343749160250505,60.0,-6.344140392839429
8,200.0,BAE,0.58,77700,0.000707387737872045,255,5 23 29 95 99 101 99 197 217 215 217 255 235,1.0,0.0006592210412519339,255.0,-7.329185236241324
8,200.0,BIQAE,0.58,13600,0.000589563766764778,195,1 1 1 3 3 15 53 195,1.0,0.0009496330916478612,99.0,-6.656703621776273
8,200.0,CABIQAE_latentt,0.58,7150,0.0002803525791094108,79,1 3 3 3 17 37 79,1.0,0.0025068876617554414,41.0,-7.204340976072777
9,200.0,BAE,0.58,74550,0.0003542964589330344,195,17 27 43 97 97 95 99 95 175 195 195 177 177 195,1.0,0.0006113022302262072,195.0,-5.457088128256741
9,200.0,BIQAE,0.58,5300,0.0008851669344545066,75,1 3 3 3 21 75,1.0,0.00245418849785467,39.0,-7.0012790915066985
9,200.0,CABIQAE_latentt,0.58,7950,0.0004428931011826176,61,1 3 3 7 23 61 61,1.0,0.0025613695809798553,32.0,-6.635812529453453
10,200.0,BAE,0.58,74650,0.0005402688314847248,217,7 29 93 101 99 99 197 215 217 217 217 215,1.0,0.0006669564280147311,217.0,-6.036185070873813
10,200.0,BIQAE,0.58,6050,0.00016855771681334453,81,1 1 3 3 7 25 81,1.0,0.0022485874597513167,42.0,-7.543767454246829
10,200.0,CABIQAE_latentt,0.58,7250,0.0020056777064522135,79,1 1 3 3 19 39 79,1.0,0.002999357331112229,41.0,-6.90354164038067
11,200.0,BAE,0.58,75600,0.0011100349500058337,257,5 37 51 99 99 99 99 157 197 217 235 215 257,1.0,0.0006337185025890868,257.0,-7.288119100023501
11,200.0,BIQAE,0.58,6700,0.0010791448268805404,97,1 1 5 5 25 97,1.0,0.0019091297392446194,50.0,-6.718094933447011
11,200.0,CABIQAE_latentt,0.58,10500,0.00011258504625510923,121,1 1 3 3 3 21 57 121,1.0,0.0020003176106800913,62.0,-7.509508780681785
12,200.0,BAE,0.58,68450,0.00018587364134936557,255,15 29 79 93 99 97 95 195 235 215 215 255,1.0,0.0006798752365357874,255.0,-6.983353236971515
12,200.0,BIQAE,0.58,14600,1.7731377675467286e-05,209,1 1 1 3 3 15 59 209,1.0,0.0008624743264631918,106.0,-8.610405180583582
12,200.0,CABIQAE_latentt,0.58,7700,0.0035373901333755065,59,1 1 3 3 7 21 59 59,1.0,0.0028570300659583325,31.0,-6.60592093750533
1,1000.0,BAE,0.38,53450,0.0007674421110387408,801,5 43 21 99 101 101 101 195 401 801,1.0,0.00028058697148347633,801.0,-5.769480673665763
1,1000.0,BIQAE,0.38,9450,0.0006340682776080353,129,1 1 1 3 13 41 129,1.0,0.0013939261422538651,66.0,-7.943417389247058
1,1000.0,CABIQAE_latentt,0.38,9450,0.0018406138746549505,129,1 1 1 3 13 41 129,1.0,0.0016005255923236816,66.0,-7.178919312234192
2,1000.0,BAE,0.38,62600,0.000453498002124908,389,9 19 89 97 101 91 89 93 91 91 91 93 101 195 389,1.0,0.00034450156861720593,389.0,-6.8391869853254414
2,1000.0,BIQAE,0.38,9900,0.0007430436298170306,141,1 1 1 1 1 1 3 11 37 141,1.0,0.0012908597391602383,72.0,-6.044469670439023
2,1000.0,CABIQAE_latentt,0.38,10250,0.0006523110517125952,155,1 3 11 35 155,1.0,0.0013574904117069908,79.0,-6.583109540160132
3,1000.0,BAE,0.38,70100,0.0005364828316329895,401,17 7 35 69 101 101 91 101 101 193 195 389 401,1.0,0.0002840180366705525,401.0,-5.447573081261677
3,1000.0,BIQAE,0.38,6500,0.0006327699243501295,89,1 1 3 9 27 89,1.0,0.0020278366627916877,46.0,-6.606385897354302
3,1000.0,CABIQAE_latentt,0.38,12350,0.002485785279130237,169,1 1 3 3 15 55 169,1.0,0.0012534837387982722,86.0,-6.074088816424267
4,1000.0,BAE,0.38,79350,0.00014710288578645425,389,5 21 69 101 91 93 93 89 93 91 93 81 91 93 91 195 195 389,1.0,0.000305489225723099,389.0,-6.711957851149599
4,1000.0,BIQAE,0.38,10000,0.002745549054405161,143,1 1 1 1 3 11 39 143,1.0,0.001270736722789989,73.0,-6.124800038065364
4,1000.0,CABIQAE_latentt,0.38,7750,0.001041300551447688,105,1 1 1 1 1 1 9 35 105,1.0,0.0019288525921812572,54.0,-5.730366468676226
5,1000.0,BAE,0.38,67950,0.000558435588157602,737,13 5 89 83 101 101 101 101 195 193 375 737,1.0,0.000256737585372091,737.0,-8.378917001986592
5,1000.0,BIQAE,0.38,9400,0.0005474017924186336,127,1 3 3 13 41 127,1.0,0.0014024321803087214,65.0,-7.236646788088298
5,1000.0,CABIQAE_latentt,0.38,11550,0.0015955385833115177,155,1 1 3 3 15 53 155,1.0,0.0013494280806615189,79.0,-6.375861493210225
6,1000.0,BAE,0.38,67100,3.3026153020143667e-06,377,9 19 91 83 91 101 101 93 91 91 195 375 377,1.0,0.00029234408661471534,377.0,-6.362838414627198
6,1000.0,BIQAE,0.38,6150,0.0006471239963008468,89,1 1 1 1 7 23 89,1.0,0.002044563933067456,46.0,-5.975599401076927
6,1000.0,CABIQAE_latentt,0.38,6550,0.002082697227113961,91,1 1 1 1 9 27 91,1.0,0.002171772337997313,47.0,-6.567765443440124
7,1000.0,BAE,0.38,65800,0.001016597502646488,401,9 5 69 99 91 89 101 93 91 87 91 101 193 195 401,1.0,0.00031289137753887086,401.0,-5.543668154865612
7,1000.0,BIQAE,0.38,13400,0.0006578451190778489,191,1 1 1 1 1 3 3 15 51 191,1.0,0.0009460513548681382,97.0,-6.099051714453582
7,1000.0,CABIQAE_latentt,0.38,8600,0.0017153733502766055,117,1 1 3 11 39 117,1.0,0.0017067710139858083,60.0,-7.192242048797107
8,1000.0,BAE,0.38,76250,4.968594290166717e-05,765,13 31 19 99 93 89 101 93 195 389 401 765,1.0,0.00023827843173279684,765.0,-6.131319568749866
8,1000.0,BIQAE,0.38,11700,0.0012246291169101253,163,1 3 3 13 51 163,1.0,0.0010163569453868204,83.0,-6.218093393763992
8,1000.0,CABIQAE_latentt,0.38,5650,0.0056770907339620535,83,1 1 3 3 3 19 83,0.0,0.001202705530420789,43.0,-4.685260653078656
9,1000.0,BAE,0.38,73100,0.00023353258679015276,389,15 5 19 91 101 93 93 101 89 91 91 91 91 101 193 195 389,1.0,0.00030507186464145963,389.0,-6.125625185903065
9,1000.0,BIQAE,0.38,12100,0.0006898319345184367,169,1 3 3 15 51 169,1.0,0.0010655920328805357,86.0,-6.708989235768888
9,1000.0,CABIQAE_latentt,0.38,5800,0.012875716920867308,85,1 1 1 3 3 3 19 85,0.0,0.0010156091181833804,44.0,-4.617049767967364
10,1000.0,BAE,0.38,75600,0.0011325633413982183,193,11 19 101 83 91 101 91 91 91 93 91 91 79 91 91 93 101 101 193,1.0,0.00034835995908683026,193.0,-6.858822507829684
10,1000.0,BIQAE,0.38,12050,0.00017895990735183886,169,1 1 3 3 13 51 169,1.0,0.001070657732485325,86.0,-7.452075359412515
10,1000.0,CABIQAE_latentt,0.38,9150,0.0018894486908040964,129,1 1 1 3 11 37 129,1.0,0.0015854232963773696,66.0,-6.178165563072661
11,1000.0,BAE,0.38,69900,2.3805026108769667e-05,389,15 21 5 101 93 101 101 195 389 375 377,1.0,0.00026681096345931854,389.0,-6.05188458185566
11,1000.0,BIQAE,0.38,12400,6.212229297353211e-05,179,1 1 3 13 51 179,1.0,0.0010100875425181621,91.0,-8.269126852070443
11,1000.0,CABIQAE_latentt,0.38,12200,0.0006930010241162909,169,1 3 3 15 53 169,1.0,0.001253325840730457,86.0,-6.708269059909099
12,1000.0,BAE,0.38,73300,0.00031740648446620945,791,9 35 85 93 101 89 91 195 377 389 791,1.0,0.000245340829450047,791.0,-5.841993973200283
12,1000.0,BIQAE,0.38,9950,0.00036676349611663994,145,1 1 1 3 11 37 145,1.0,0.0012591477507508664,74.0,-6.803741547889217
12,1000.0,CABIQAE_latentt,0.38,10600,0.00016293464004091263,143,1 1 3 13 51 143,1.0,0.0014109493299164222,73.0,-7.965295945552435
1,1000.0,BAE,0.46,78200,0.00030291795131187627,89,9 19 81 89 87 87 85 85 83 85 87 83 85 85 87 85 85 85 85 85 85,1.0,0.00041431793557106245,89.0,-7.80751069746038
1,1000.0,BIQAE,0.46,9050,2.8132075817199897e-05,125,1 1 3 7 7 37 125,1.0,0.0014771135058532225,64.0,-8.06762517583514
1,1000.0,CABIQAE_latentt,0.46,4200,0.007000535001784769,57,1 1 3 7 15 57,0.0,0.002896630631777336,30.0,-5.515463662637468
2,1000.0,BAE,0.46,77100,0.00041640255487385147,89,9 17 69 89 83 83 83 83 87 85 85 87 83 87 85 85 81 85 87 87 87,1.0,0.0004153124646893436,89.0,-6.504859406257202
2,1000.0,BIQAE,0.46,8950,0.00039251429024300677,123,1 1 3 7 7 37 123,1.0,0.0015053457861285424,63.0,-7.595729008337113
2,1000.0,CABIQAE_latentt,0.46,7900,0.000254562922955337,111,1 3 3 7 33 111,1.0,0.0019446092299156836,57.0,-7.191602350631527
3,1000.0,BAE,0.46,76700,0.00024125625823878671,89,15 33 23 83 89 87 87 85 85 87 87 87 83 85 87 85 87 85 87 85 85,1.0,0.0004251889428304456,89.0,-6.130345718769404
3,1000.0,BIQAE,0.46,10200,3.115217962257333e-05,149,1 3 7 7 37 149,1.0,0.0012575644668635366,76.0,-7.964758732969955
3,1000.0,CABIQAE_latentt,0.46,11050,0.0006292907047182883,153,1 3 7 7 7 43 153,1.0,0.0014519454193412384,78.0,-6.8897767668591055
4,1000.0,BAE,0.46,77500,0.00012673048302680456,87,7 31 57 81 87 83 85 87 87 85 87 87 87 87 83 85 85 85 85 87 85,1.0,0.0003993978227848638,87.0,-8.153648564095834
4,1000.0,BIQAE,0.46,7500,0.0014221214589487108,109,1 1 3 7 29 109,1.0,0.0017005351553265324,56.0,-6.770614882592182
4,1000.0,CABIQAE_latentt,0.46,8800,0.0001860135575213473,119,1 3 7 7 39 119,1.0,0.0017227382521053936,61.0,-8.533161587063848
5,1000.0,BAE,0.46,78800,0.0009908351056188147,99,11 27 99 85 85 83 85 81 85 85 85 83 85 85 83 87 85 89 81 85 85,1.0,0.00044819187324768306,99.0,-6.055033358478195
5,1000.0,BIQAE,0.46,10550,0.001045440535714759,147,1 3 7 7 7 39 147,1.0,0.0012458830909921892,75.0,-6.782596559310802
5,1000.0,CABIQAE_latentt,0.46,8550,4.578124345910872e-05,123,1 1 3 3 7 33 123,1.0,0.0017567620136196282,63.0,-7.783043003274374
6,1000.0,BAE,0.46,77400,0.0006764988966647678,89,5 19 83 65 89 87 83 85 87 87 87 83 87 85 87 85 83 87 85 87 87,1.0,0.00042340650833938565,89.0,-5.884994401198982
6,1000.0,BIQAE,0.46,9000,0.0013281546029662028,123,1 3 7 7 39 123,1.0,0.0015060666567325576,63.0,-8.171404270474643
6,1000.0,CABIQAE_latentt,0.46,8700,0.0018166871453471067,117,1 1 3 3 7 7 35 117,1.0,0.0017794493652107946,60.0,-6.797605281446678
7,1000.0,BAE,0.46,79000,7.45747498374083e-05,101,11 23 93 81 101 83 83 83 83 85 83 85 85 87 85 85 85 85 85 87 87,1.0,0.0004387104167983824,101.0,-6.646850748380557
7,1000.0,BIQAE,0.46,8650,0.0014883763959695484,119,1 1 3 7 7 35 119,1.0,0.0015577685028387855,61.0,-7.211935473981726
7,1000.0,CABIQAE_latentt,0.46,9350,0.0011040698452078335,127,1 1 3 7 7 41 127,1.0,0.0015868937498484392,65.0,-6.69213483873081
8,1000.0,BAE,0.46,78200,0.0010180068210418058,99,11 23 83 99 83 83 85 83 85 85 85 85 85 83 87 83 83 83 83 85 85,1.0,0.000429608031213613,99.0,-6.038079345514991
8,1000.0,BIQAE,0.46,8800,0.0003354651491076499,123,1 3 7 7 35 123,1.0,0.0015097372289913924,63.0,-8.032334482195779
8,1000.0,CABIQAE_latentt,0.46,11950,1.3194528542870287e-05,163,1 1 3 7 15 49 163,1.0,0.0013904904169304566,83.0,-7.674331287480502
9,1000.0,BAE,0.46,79000,0.00033490177894901496,89,13 31 87 85 83 85 85 87 85 85 83 85 85 85 85 85 85 85 85 89 85,1.0,0.0004259348047133127,89.0,-6.037377504384379
9,1000.0,BIQAE,0.46,14050,0.00024222057907086203,199,1 3 7 7 15 49 199,1.0,0.0009446895719344706,101.0,-7.087531006526741
9,1000.0,CABIQAE_latentt,0.46,8450,0.0016931805921881482,115,1 1 3 7 7 35 115,1.0,0.001792450850355315,59.0,-6.23376773409341
10,1000.0,BAE,0.46,76400,0.0004210188927700198,89,15 31 21 85 89 87 85 85 85 87 87 85 85 89 89 83 85 83 85 85 85,1.0,0.00041895764739990904,89.0,-6.91287875835947
10,1000.0,BIQAE,0.46,11850,0.0013417166675457892,165,1 1 3 9 9 49 165,1.0,0.0011125969653656143,84.0,-6.071674261227571
10,1000.0,CABIQAE_latentt,0.46,8950,0.0012215781571356388,117,1 1 3 9 9 39 117,1.0,0.0017502485171079496,60.0,-7.071542618122071
11,1000.0,BAE,0.46,78300,0.0006828042731872319,89,9 37 63 89 89 85 85 89 83 83 85 85 85 83 87 83 87 87 85 85 85,1.0,0.00043375692402919386,89.0,-6.303304361660958
11,1000.0,BIQAE,0.46,9900,0.002039173144684492,145,1 3 3 9 37 145,1.0,0.00127895519278301,74.0,-6.682065435869509
11,1000.0,CABIQAE_latentt,0.46,8300,0.0014255004246468417,113,1 1 3 11 37 113,1.0,0.0018153775337912403,58.0,-6.319292486872921
12,1000.0,BAE,0.46,77200,0.00015774909503218915,89,7 29 57 79 87 85 83 87 87 87 85 85 87 85 83 85 85 89 85 85 81,1.0,0.0004136337266880119,89.0,-6.661810912402733
12,1000.0,BIQAE,0.46,8950,0.0012860805370047412,121,1 1 1 3 3 7 7 35 121,1.0,0.001541173835720916,62.0,-6.830287524781351
12,1000.0,CABIQAE_latentt,0.46,11700,0.00052368121212365,155,1 1 3 7 7 15 45 155,1.0,0.0013818393579788923,79.0,-7.595639095828048
1,1000.0,BAE,0.47,73550,0.00023259646628459585,371,9 17 85 29 99 101 97 101 199 371 361 367,1.0,0.0002687343246939311,371.0,-6.859322330851163
1,1000.0,BIQAE,0.47,14500,0.00015569029115991562,205,1 1 3 7 7 15 51 205,1.0,0.0009167635333557356,104.0,-7.577684024821085
1,1000.0,CABIQAE_latentt,0.47,11550,0.0014336880746648184,157,1 3 7 7 7 49 157,1.0,0.0013781984374864886,80.0,-7.528504441874941
2,1000.0,BAE,0.47,72800,0.0003666444084060583,369,15 35 73 101 97 99 101 199 365 369 369,1.0,0.0002692418234011562,369.0,-6.074444743049895
2,1000.0,BIQAE,0.47,15600,0.0008516312772077761,211,1 3 7 7 7 17 59 211,1.0,0.0008815792661440169,107.0,-7.6021359615360975
2,1000.0,CABIQAE_latentt,0.47,11950,0.0003271351045179838,153,1 3 9 9 9 55 153,1.0,0.001386301344787344,78.0,-7.306850461878069
3,1000.0,BAE,0.47,72900,2.1625469949548837e-05,369,9 37 79 99 99 101 101 201 367 363 369,1.0,0.00028374176558754183,369.0,-8.399882360038887
3,1000.0,BIQAE,0.47,11100,0.0016507150580922225,153,1 1 3 7 7 7 43 153,1.0,0.0012213742551947515,78.0,-6.567829115300301
3,1000.0,CABIQAE_latentt,0.47,11400,0.0002655088060938837,157,1 3 9 9 49 157,1.0,0.0013663626187357947,80.0,-8.14203609464198
4,1000.0,BAE,0.47,57300,0.00043281882442824937,789,7 61 23 99 85 99 101 95 199 375 789,1.0,0.0002868960028467038,789.0,-6.369011800287434
4,1000.0,BIQAE,0.47,14300,0.001297397713790116,203,1 3 7 15 57 203,1.0,0.0009176940444136361,103.0,-6.8072332737470065
4,1000.0,CABIQAE_latentt,0.47,11400,0.001198682331835621,159,1 3 9 9 47 159,1.0,0.0013807520553513475,81.0,-6.8642300339476
5,1000.0,BAE,0.47,71200,1.7832098849535072e-05,369,5 29 61 99 97 99 101 201 365 365 369,1.0,0.0002852477238697304,369.0,-5.835886411344067
5,1000.0,BIQAE,0.47,15250,0.00040653874530915957,217,1 3 7 7 15 55 217,1.0,0.0008670300754093085,110.0,-7.816892269436357
5,1000.0,CABIQAE_latentt,0.47,11500,0.001224316243178869,159,1 1 3 3 9 9 45 159,1.0,0.0013832500729989428,81.0,-6.447656323842516
6,1000.0,BAE,0.47,64950,0.000902065251383366,373,9 61 17 101 85 99 95 99 163 197 371 373,0.0,0.0003136349980084052,373.0,-6.290576634075153
6,1000.0,BIQAE,0.47,10750,0.0009819825059163012,155,1 1 3 7 7 41 155,1.0,0.0012126131202125912,79.0,-6.75153432741551
6,1000.0,CABIQAE_latentt,0.47,12650,0.0007097290898060438,169,1 1 5 11 11 55 169,1.0,0.0011253858214934631,86.0,-6.984460271225384
7,1000.0,BAE,0.47,72600,0.00015913409164325376,369,9 79 27 99 101 101 97 201 367 369 367,1.0,0.0002873730509238004,369.0,-6.58783321710232
7,1000.0,BIQAE,0.47,11700,0.00016203945736570358,165,1 3 9 9 47 165,1.0,0.001128501481271249,84.0,-7.580383160882046
7,1000.0,CABIQAE_latentt,0.47,13300,0.0005470874236501722,159,1 1 3 9 9 19 65 159,1.0,0.0013003109178838512,81.0,-6.738913550123637
8,1000.0,BAE,0.47,72300,0.0004465821378163426,371,13 23 93 75 99 101 101 201 371 367 371,1.0,0.00026396582549403913,371.0,-5.54981326575723
8,1000.0,BIQAE,0.47,5300,0.0014791749663143339,65,1 3 9 9 19 65,1.0,0.0028136550928991866,34.0,-6.443163723617424
8,1000.0,CABIQAE_latentt,0.47,11100,0.00042584909676435245,147,1 1 3 7 7 7 49 147,1.0,0.0015364623492097884,75.0,-6.863690973868444
9,1000.0,BAE,0.47,69300,5.203189494351612e-05,367,7 15 29 99 101 101 101 199 365 367 367,1.0,0.0002814086450763642,367.0,-6.560048423439759
9,1000.0,BIQAE,0.47,5250,0.0024062449387697304,67,1 1 3 11 11 11 67,1.0,0.0027032386347648762,35.0,-5.932915183147662
9,1000.0,CABIQAE_latentt,0.47,12050,0.000871732224643873,155,1 1 5 13 13 53 155,1.0,0.0013756877725805416,79.0,-7.45780441501034
10,1000.0,BAE,0.47,72300,0.00015447692823089554,369,11 21 91 99 97 101 99 199 363 363 369,1.0,0.0002776873948784342,369.0,-6.066574345015605
10,1000.0,BIQAE,0.47,5750,0.0023304531470238476,71,1 3 3 9 9 19 71,1.0,0.002555365190247072,37.0,-6.410028717381021
10,1000.0,CABIQAE_latentt,0.47,12250,0.00013697992578143303,163,1 1 3 11 11 55 163,1.0,0.0013422580411346363,83.0,-7.5655709541299405
11,1000.0,BAE,0.47,71100,0.0001307833317304441,367,7 29 61 101 97 101 97 199 361 367 365,1.0,0.000288597128719148,367.0,-6.949054571494678
11,1000.0,BIQAE,0.47,14300,7.934514728602515e-05,199,1 1 1 3 7 15 59 199,1.0,0.0009281614162252871,101.0,-7.026006857386294
11,1000.0,CABIQAE_latentt,0.47,12350,0.0005888307524353209,159,1 1 3 7 15 61 159,1.0,0.001330142882558033,81.0,-8.055000473506098
12,1000.0,BAE,0.47,71700,0.000829359142543229,367,9 19 79 99 101 97 101 199 363 365 367,1.0,0.0002766677786941174,367.0,-7.497150844161395
12,1000.0,BIQAE,0.47,10450,0.0006903415242305311,151,1 1 3 7 7 39 151,1.0,0.0012449551176292595,77.0,-6.249893799474709
12,1000.0,CABIQAE_latentt,0.47,11550,0.0008217569043726947,149,1 1 3 7 15 55 149,1.0,0.0013792783645141526,76.0,-6.5553546666251865
1,1000.0,BAE,0.49,78900,0.0003915905954270382,189,9 63 97 97 99 99 189 183 181 187 187 185 187,1.0,0.00033462041915532925,189.0,-7.8217622137289275
1,1000.0,BIQAE,0.49,7750,0.0018552961961553205,113,1 3 11 27 113,1.0,0.0016575391679349294,58.0,-6.81525846451135
1,1000.0,CABIQAE_latentt,0.49,10500,9.975276219620355e-05,141,1 3 11 27 27 141,1.0,0.001543292988901629,72.0,-8.467353721314343
2,1000.0,BAE,0.49,79700,0.0004340895479104656,191,7 45 93 63 59 97 101 101 99 191 185 185 181 185 185,1.0,0.0003381809959630555,191.0,-6.3515644165800715
2,1000.0,BIQAE,0.49,11000,0.0014437974693847222,149,1 3 9 29 29 149,1.0,0.0012621363254019802,76.0,-6.851593292062633
2,1000.0,CABIQAE_latentt,0.49,10650,0.0001844143407948584,129,1 3 11 11 29 29 129,1.0,0.0016841758884592883,66.0,-7.271355784972967
3,1000.0,BAE,0.49,75400,6.400242720161486e-05,183,15 5 77 99 57 59 101 97 99 169 181 183 183 181 183,1.0,0.00035342533416377053,183.0,-5.763712881728323
3,1000.0,BIQAE,0.49,11400,0.0010530838019281452,155,1 3 11 29 29 155,1.0,0.0012145578775743515,79.0,-7.988210830476547
3,1000.0,CABIQAE_latentt,0.49,10900,0.0017516201746128335,137,1 1 3 7 23 23 23 137,1.0,0.001679997346411416,70.0,-6.6286639236777525
4,1000.0,BAE,0.49,70650,0.0005291697583991173,191,7 69 101 65 65 57 99 99 99 189 187 187 187 191,1.0,0.0003745662777889236,191.0,-5.928263289090198
4,1000.0,BIQAE,0.49,12000,0.00016305959322149288,147,1 1 3 9 19 19 41 147,1.0,0.001260343651945911,75.0,-7.190983734416706
4,1000.0,CABIQAE_latentt,0.49,11400,0.0017044623708089013,157,1 3 9 29 29 157,1.0,0.0014099579835544496,80.0,-6.703388178014585
5,1000.0,BAE,0.49,73900,0.0003573260341167561,191,7 31 33 101 27 101 59 101 101 191 181 183 179 181 183,1.0,0.00036943939904526824,191.0,-7.563633731088093
5,1000.0,BIQAE,0.49,9900,7.341972406549324e-05,133,1 3 11 25 25 133,1.0,0.0014101758314683799,68.0,-8.088570585114706
5,1000.0,CABIQAE_latentt,0.49,12700,0.0009731378107977751,169,1 3 7 23 51 169,1.0,0.0012951810825987398,86.0,-6.646132975857514
6,1000.0,BAE,0.49,73400,0.0002871722265624932,323,15 25 63 101 99 101 61 59 101 197 323 321 319,1.0,0.00029192649269654813,323.0,-5.690103751298147
6,1000.0,BIQAE,0.49,13500,0.0004834179409336503,185,1 3 11 35 35 185,1.0,0.0010123810721967552,94.0,-6.780630635204549
6,1000.0,CABIQAE_latentt,0.49,11800,0.0004246380255232829,153,1 1 3 9 23 23 23 153,1.0,0.0014254322897673533,78.0,-7.7376113601840695
7,1000.0,BAE,0.49,75250,0.00038235609839099016,185,7 45 89 55 101 101 101 101 185 181 179 177 181 181,1.0,0.0003320660999343583,185.0,-6.158804258288303
7,1000.0,BIQAE,0.49,14700,0.0008506138097064131,179,1 1 3 11 33 33 33 179,1.0,0.0010324504168913173,91.0,-6.683873326207402
7,1000.0,CABIQAE_latentt,0.49,9800,6.349761435697765e-05,131,1 1 5 19 39 131,1.0,0.0016705942007243235,67.0,-8.831062970400554
8,1000.0,BAE,0.49,73600,0.000242493624591944,191,9 59 69 97 101 99 99 191 189 189 183 185 183,1.0,0.0003647520242529012,191.0,-6.188142114161142
8,1000.0,BIQAE,0.49,5900,0.0041612343141728125,57,1 3 7 25 25 57,1.0,0.0028436476207318873,30.0,-6.112374485585651
8,1000.0,CABIQAE_latentt,0.49,9750,0.001267260183831942,139,1 3 11 41 139,1.0,0.0015429058775179305,71.0,-6.4483801308748
9,1000.0,BAE,0.49,67300,0.0005667115189473826,325,7 49 57 101 101 61 101 101 195 189 189 193 325,1.0,0.00032907701196482897,325.0,-6.1631609135377605
9,1000.0,BIQAE,0.49,10500,6.96546290721578e-05,141,1 1 1 3 9 27 27 141,1.0,0.0013342009283978384,72.0,-7.378127025653296
9,1000.0,CABIQAE_latentt,0.49,13450,0.0007205281807239894,173,1 1 5 15 37 37 173,1.0,0.0013140579003649566,88.0,-7.748900973123623
10,1000.0,BAE,0.49,78200,0.0005995132480220988,183,9 75 101 99 101 101 173 181 183 177 183 179 177,1.0,0.0003544307731996321,183.0,-7.815033996739064
10,1000.0,BIQAE,0.49,15250,0.0010451665260620135,185,1 1 3 9 9 23 23 51 185,1.0,0.0009996323579435917,94.0,-6.543999986161455
10,1000.0,CABIQAE_latentt,0.49,10950,0.0009489560790003626,139,1 1 3 9 33 33 139,1.0,0.0015693017862010994,71.0,-6.795777599900478
11,1000.0,BAE,0.49,72550,0.0005402197610194781,185,7 27 55 101 59 99 101 101 185 179 177 179 179 181,1.0,0.0003660747823255317,185.0,-6.809696832958283
11,1000.0,BIQAE,0.49,11700,0.00039241142593482436,157,1 3 11 31 31 157,1.0,0.0011968017352248228,80.0,-7.158481973815596
11,1000.0,CABIQAE_latentt,0.49,5800,0.05366842068667699,101,1 1 1 3 9 101,0.0,0.0018159206682177575,52.0,-3.3858907753346195
12,1000.0,BAE,0.49,75450,0.0003183316355618304,187,7 35 83 59 59 101 61 59 101 101 101 187 187 181 185 181,1.0,0.00038168646341646406,187.0,-8.159251426956349
12,1000.0,BIQAE,0.49,10000,0.0010940207679289715,137,1 3 9 25 25 137,1.0,0.0013709768024265934,70.0,-8.040123634365909
12,1000.0,CABIQAE_latentt,0.49,4100,0.01850581630417525,67,1 1 1 3 9 67,0.0,0.0008718091899095337,35.0,-4.077414106210711
1,1000.0,BAE,0.57,66850,0.00015047432527504068,381,15 33 87 91 91 93 89 93 91 91 91 91 91 89 199 381,1.0,0.0003352613320966036,381.0,-7.044228537344971
1,1000.0,BIQAE,0.57,5350,0.001685852246844144,67,1 1 1 3 3 3 7 21 67,1.0,0.002731809461878454,35.0,-6.449817733889921
1,1000.0,CABIQAE_latentt,0.57,6650,0.0009440140798608887,91,1 1 3 3 7 27 91,1.0,0.0022251074342889976,47.0,-7.538104471498846
2,1000.0,BAE,0.57,78900,0.00017973633875500994,93,5 41 11 55 91 91 93 93 93 91 93 93 89 91 91 91 91 91 91 91 91,1.0,0.0003919253613025031,93.0,-8.15292910424487
2,1000.0,BIQAE,0.57,4350,0.0014689621861168067,63,1 1 1 3 3 15 63,1.0,0.002964698897507223,33.0,-6.057579990252501
