target_name,algorithm,algorithm_key,budget,query_budget_actual_median,normalized_abs_error_median,processed_relative_error_median,cva_relative_error_median,abs_error_mean,abs_error_median,amplification_factor_median,cva_abs_error_median,estimate_mean,grover_power_max_median,mae_ci_high,mae_ci_low,n_points,n_runs,normalized_abs_error_ci_high,normalized_abs_error_ci_low,normalized_abs_error_mean,normalized_abs_error_median_ci_high,normalized_abs_error_median_ci_low,normalized_abs_error_se,normalized_abs_error_std,processed_abs_error_median,processed_abs_error_median_ci_high,processed_abs_error_median_ci_low,processed_abs_error_se,processed_relative_error_median_ci_high,processed_relative_error_median_ci_low,processed_relative_error_se,query_budget_actual_mean,runtime_wall_seconds_ci_high,runtime_wall_seconds_ci_low,runtime_wall_seconds_mean,runtime_wall_seconds_median,runtime_wall_seconds_median_ci_high,runtime_wall_seconds_median_ci_low,runtime_wall_seconds_se,success_rate,total_repetitions
cva,BIQAE,biqae,128,128.0,0.23378725433388706,0.23378725433388714,0.23378725433388714,0.027899781664974782,0.02103030074523822,1.0,0.07524888623987691,0.11486760687022288,0.0,0.03755152694633086,0.018966663893770448,25,25,0.4141572926871687,0.20879075351298737,0.3101531181595802,0.4003264099397767,0.09968678887025602,0.053539970414753425,0.2676998520737671,0.07524888623987691,0.12885268945138617,0.03208609407167845,0.01723286051031818,0.4003264099397768,0.09968678887025595,0.053539970414753425,128.0,0.7170063709249673,0.6897700945808485,0.703307824335307,0.7053215257828924,0.7285043879360374,0.6842446141019582,0.007056884245786485,1.0,25
cva,BIQAE,biqae,512,512.0,0.2943127328749349,0.29431273287493487,0.29431273287493487,0.027138050742088547,0.02647486195579006,3.0,0.09473016575755697,0.0628168135859875,1.0,0.02939899512289874,0.024769903464409045,23,23,0.3275270392976065,0.27598578704971327,0.3016851945116927,0.3395910500870367,0.2730313768305429,0.013377693823981551,0.06415716575027659,0.09473016575755697,0.10930385563100295,0.08933089236444158,0.004305865876139759,0.3395910500870367,0.27303137683054285,0.013377693823981551,512.0,2.862946977537,2.74747934570358,2.8053307827753464,2.7716353743647533,2.859592808693971,2.692243247824397,0.030117649735631732,0.92,25
cva,BIQAE,biqae,1920,1920.0,0.3684566607640077,0.3684566607640076,0.3684566607640076,0.03199853765195845,0.03314446892980225,11.0,0.11859480290811086,0.057956326676117595,5.0,0.03476995466685968,0.027757940017694573,10,10,0.38642274460042636,0.3082278694293746,0.3557177023274249,0.3817929838488451,0.3640390837521135,0.022387166656897144,0.07079443699357227,0.11859480290811086,0.1228873528228977,0.1171729215015686,0.0072057365222832695,0.3817929838488451,0.36403908375211347,0.02238716665689714,1894.4,10.867526578366492,10.054704923476601,10.454635203657784,10.3286509326986,10.971543581261358,9.953680403580488,0.21612037313191831,0.4,25
cva,BIQAE,biqae,2432,2432.0,0.34331472215274267,0.34331472215274267,0.34331472215274267,0.03082743881449865,0.03088282925308109,15.0,0.11050239049752197,0.05912742551357741,7.0,0.031353588770091576,0.03028579438931329,11,11,0.34852272330536627,0.3366404467776043,0.3426989640278632,0.3506910800395847,0.33487365229221766,0.0031710655676895592,0.010517234673641612,0.11050239049752197,0.11287661195400425,0.10778547118775345,0.0010206679266675262,0.35069108003958466,0.3348736522922176,0.003171065567689557,2432.0,13.561352016852014,12.81391346829938,13.17380604212576,13.111585735895105,13.583065841296364,12.630778723452192,0.2012735956514711,0.44,25
cva,BIQAE,biqae,8960,8960.0,0.3911827707218288,0.3911827707218287,0.3911827707218287,0.03453883469829445,0.035188793067762986,55.0,0.1259096347956041,0.0554160296297816,27.0,0.035412052451162426,0.033379696783590325,9,9,0.39365148906994085,0.37144708140277677,0.38395738747742664,0.39571370050270954,0.3547839375409652,0.005979780033503883,0.01793934010051165,0.1259096347956041,0.12736800095253514,0.11419397619353441,0.0019247062409911639,0.39571370050270954,0.35478393754096516,0.005979780033503882,9329.777777777777,53.98717298366776,48.735335390457486,51.33540370573663,52.582088778379656,54.43415890005417,46.535564999911,1.4367956339859014,0.36,25
cva,BIQAE,biqae,12544,12544.0,0.3276279674989995,0.3276279674989995,0.3276279674989995,0.02942828990363516,0.029471729366455805,79.0,0.10545330935845115,0.06052657442444089,39.0,0.030946296166306873,0.028108649123390214,11,11,0.34317755515390136,0.3123133222304171,0.32714506462159404,0.3536725340004159,0.3050519196108102,0.008427003752312277,0.027949209553336875,0.10545330935845115,0.11383624976902221,0.0981867778098229,0.0027123918645929677,0.3536725340004159,0.3050519196108102,0.008427003752312276,12637.09090909091,72.41515493470042,65.02506787363409,68.5331516818207,65.14822709991131,74.80581409984734,63.48767830012366,1.9845760019636207,0.44,25
cva,CABIQAE,cabiqae_latentt,128,128.0,0.19611923221200062,0.19611923221200075,0.19611923221200075,0.02736595049953488,0.017641878925756957,1.0,0.06312471497311106,0.11197104666610504,0.0,0.035008070763429766,0.020095359141355493,25,25,0.3904965606325129,0.22577682412514805,0.30421868460306956,0.3920494979896981,0.19611923221200062,0.042543427438590804,0.21271713719295401,0.06312471497311106,0.12618860749566313,0.06312471497311106,0.013693413444211646,0.3920494979896982,0.19611923221200075,0.0425434274385908,128.0,0.282846493327393,0.25104165366301046,0.2654879196843229,0.24725972931101467,0.2604603955240698,0.24305026202839858,0.008353223885284406,1.0,25
cva,CABIQAE,cabiqae_latentt,512,512.0,0.1367182086184723,0.1367182086184724,0.1367182086184724,0.014354428857690038,0.012298467907452273,3.0,0.04400536272417299,0.10006422560071664,1.0,0.01901571593395265,0.010300147040652607,23,23,0.21036417020799061,0.11378970252231178,0.15957368136688793,0.18535743328221682,0.08775771316342855,0.02527097330944937,0.12119533042225164,0.04400536272417299,0.0596608247550105,0.02824649356237119,0.0081339446889517,0.18535743328221682,0.08759315822456448,0.02527097330944937,512.0,1.1116702733995392,0.9950839595421227,1.0466519732457031,0.9890389172440587,1.0418415820962792,0.9722010481135943,0.030550337603296868,0.92,25
cva,CABIQAE,cabiqae_latentt,896,896.0,0.10226219399274053,0.10226219399274053,0.10226219399274053,0.009422967697580435,0.009198981786508367,3.0,0.03291503732453288,0.09709493810179824,1.0,0.011950628938210934,0.00700689990615039,22,22,0.13292882730948968,0.07708953208552982,0.10475217508209184,0.1299654540404031,0.06247409898589672,0.014390944292536045,0.0674995119084521,0.03291503732453288,0.04183185988502658,0.020321553814689475,0.004631999862605367,0.12996545404040305,0.06247409898589679,0.014390944292536048,896.0,1.9281112709998605,1.7289288406506946,1.8151527446195792,1.7281398468940696,1.7965701809236678,1.6957635871035273,0.05322376139175559,0.88,25
cva,CABIQAE,cabiqae_latentt,1280,1280.0,0.07545001500761905,0.07545001500761903,0.07545001500761903,0.007442989197057761,0.0067870958635616735,3.0,0.02428502619735151,0.09569234510399154,1.0,0.00941055210627875,0.005549905329195222,23,23,0.10504506644517612,0.06179349111250476,0.08274137538479628,0.11276457261060305,0.04936724348641818,0.011342381727894148,0.054396151840080946,0.02428502619735151,0.03663883718472738,0.015889788772575242,0.0036507618636584154,0.11276457261060305,0.049367243486418265,0.011342381727894155,1291.1304347826087,2.755555246676378,2.479356885786441,2.603088685726692,2.472597293110147,2.594687594588021,2.430502620283986,0.07280121439855446,0.92,25
