run_kind,hardware_mode,backend,backend_name,backend_mode,hardware_executor,channel,instance_name,target_name,repetition,algorithm,algorithm_key,epsilon_target,query_budget_actual,final_queries,estimate,final_estimate,a_true,abs_error,final_abs_error,normalized_abs_error,final_normalized_abs_error,processed_true_value,processed_estimate,processed_abs_error,processed_relative_error,cva_true,cva_estimate,cva_abs_error,cva_relative_error,ci_low,ci_high,processed_ci_low,processed_ci_high,cva_ci_low,cva_ci_high,coverage,k_max,amplification_factor_max,runtime_wall_seconds,circuit_prepare_wall_seconds,construct_circuit_wall_seconds,construct_circuit_cache_hits,construct_circuit_cache_misses,construct_circuit_cache_size,n_shots,execution_max_grover_power,calibration_source_run_dir,construct_circuit_mode,execution_context,extrapolated_replay_ks_json,n_extrapolated_replay_ks,n_trace_steps,replay_probability_mode
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,0,CABIQAE,cabiqae,0.1,640.0,640.0,0.2814519241285536,0.2814519241285536,0.1328730942948926,0.14857882983366097,0.14857882983366097,1.1182010219759897,1.1182010219759897,0.6065952441817299,1.2848906661515156,0.6782954219697857,1.1182010219759901,0.6065952441817299,1.2848906661515156,0.6782954219697857,1.1182010219759901,0.18665770694433803,0.37624614131276907,0.8521339698089255,1.7176473624941053,0.8521339698089255,1.7176473624941053,0.0,0,1,0.0032852001022547483,0.00021979992743581533,0.00021979992743581533,4,1,1,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_000,[],0,5,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,1,CABIQAE,cabiqae,0.1,1152.0,1152.0,0.24720189642364326,0.24720189642364326,0.1328730942948926,0.11432880212875066,0.11432880212875066,0.860436062962562,0.860436062962562,0.6065952441817299,1.1285316678972717,0.5219364237155417,0.8604360629625621,0.6065952441817299,1.1285316678972717,0.5219364237155417,0.8604360629625621,0.14891229003476028,0.3454915028125263,0.6798177419938967,1.5772455938006469,0.6798177419938967,1.5772455938006469,0.0,2,5,0.11322260007727891,0.00040749995969235897,0.00040749995969235897,3,2,2,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_001,[],0,5,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,2,CABIQAE,cabiqae,0.1,2304.0,2304.0,0.19515690714338518,0.19515690714338518,0.1328730942948926,0.062283812848492576,0.062283812848492576,0.4687466125404039,0.4687466125404039,0.6065952441817299,0.8909347100750351,0.28433946589330517,0.46874661254040406,0.6065952441817299,0.8909347100750351,0.28433946589330517,0.46874661254040406,0.09549150281252627,0.2948223114742441,0.43593996040529664,1.3459294597447735,0.43593996040529664,1.3459294597447735,1.0,2,5,0.1032432999345474,0.0005199000588618219,0.0005199000588618219,4,2,2,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_002,[],0,6,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,3,CABIQAE,cabiqae,0.1,640.0,640.0,0.3218992874993648,0.3218992874993648,0.1328730942948926,0.1890261932044722,0.1890261932044722,1.4226069935946244,1.4226069935946244,0.6065952441817299,1.469541880835898,0.862946636654168,1.4226069935946246,0.6065952441817299,1.469541880835898,0.862946636654168,1.4226069935946246,0.22447847981871827,0.4193200951800113,1.0247942143725104,1.9142895472992851,1.0247942143725104,1.9142895472992851,0.0,0,1,0.0033132999669760466,0.0002161000738851726,0.0002161000738851726,4,1,1,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_003,[],0,5,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,4,CABIQAE,cabiqae,0.1,1152.0,1152.0,0.1882715021580675,0.1882715021580675,0.1328730942948926,0.0553984078631749,0.0553984078631749,0.41692720529429494,0.41692720529429494,0.6065952441817299,0.8595013040832291,0.25290605990149917,0.41692720529429506,0.6065952441817299,0.8595013040832291,0.25290605990149917,0.41692720529429506,0.09549150281252627,0.28105150150360875,0.43593996040529664,1.2830626477611615,0.43593996040529664,1.2830626477611615,1.0,2,5,0.09435339999618009,0.00040060002356767654,0.00040060002356767654,3,2,2,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_004,[],0,5,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,5,CABIQAE,cabiqae,0.1,2304.0,2304.0,0.4062703288085685,0.4062703288085685,0.1328730942948926,0.2733972345136759,0.2733972345136759,2.057581604195281,2.057581604195281,0.6065952441817299,1.854714459802402,1.248119215620672,2.057581604195281,0.6065952441817299,1.854714459802402,1.248119215620672,2.057581604195281,0.3243262524155242,0.48821440520161286,1.4806215157593603,2.2288074038454435,1.4806215157593603,2.2288074038454435,0.0,1,3,0.10759100009454414,0.0004894999437965453,0.0004894999437965453,6,2,2,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_005,[],0,8,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,6,CABIQAE,cabiqae,0.1,640.0,640.0,0.2724636160637594,0.2724636160637594,0.1328730942948926,0.1395905217688668,0.1395905217688668,1.0505552121715915,1.0505552121715915,0.6065952441817299,1.2438570396353457,0.6372617954536157,1.0505552121715915,0.6065952441817299,1.2438570396353457,0.6372617954536157,1.0505552121715915,0.17827978544822545,0.36664744667929333,0.8138868938102963,1.673827185460395,0.8138868938102963,1.673827185460395,0.0,0,1,0.0025400000740773976,0.00020759995095431805,0.00020759995095431805,4,1,1,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_006,[],0,5,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,7,CABIQAE,cabiqae,0.1,1664.0,1664.0,0.1874692070673809,0.1874692070673809,0.1328730942948926,0.0545961127724883,0.0545961127724883,0.41088914999841974,0.41088914999841974,0.6065952441817299,0.8558386484566449,0.24924340427491498,0.4108891499984199,0.6065952441817299,0.8558386484566449,0.24924340427491498,0.4108891499984199,0.09549150281252627,0.27944691132223554,0.43593996040529664,1.2757373365079931,0.43593996040529664,1.2757373365079931,1.0,2,5,0.11933149991091341,0.0004271000507287681,0.0004271000507287681,3,2,2,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_007,[],0,5,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,8,CABIQAE,cabiqae,0.1,640.0,640.0,0.2724636160637594,0.2724636160637594,0.1328730942948926,0.1395905217688668,0.1395905217688668,1.0505552121715915,1.0505552121715915,0.6065952441817299,1.2438570396353457,0.6372617954536157,1.0505552121715915,0.6065952441817299,1.2438570396353457,0.6372617954536157,1.0505552121715915,0.17827978544822545,0.36664744667929333,0.8138868938102963,1.673827185460395,0.8138868938102963,1.673827185460395,0.0,0,1,0.00210089999018237,0.0001784000196494162,0.0001784000196494162,4,1,1,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_008,[],0,5,normal
calibration_replay_final,replay-only,ibm_pittsburgh,ibm_pittsburgh,,qctrl,ibm_cloud,premium_new_usa,cva,9,CABIQAE,cabiqae,0.1,640.0,640.0,0.32639343688681033,0.32639343688681033,0.1328730942948926,0.19352034259191772,0.19352034259191772,1.4564298635390196,1.4564298635390196,0.6065952441817299,1.4900586728887453,0.8834634287070153,1.4564298635390198,0.6065952441817299,1.4900586728887453,0.8834634287070153,1.4564298635390198,0.22869248616495397,0.4240943876086667,1.0440320911010006,1.93608525467649,1.0440320911010006,1.93608525467649,0.0,0,1,0.001981400011572987,0.00017929996829479933,0.00017929996829479933,4,1,1,128,,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_pricing_multi_asset\quantum\ae_cva\hardware\results\q_ctrl_hardware,metadata_only,calibration_replay_final_eps_00_rep_009,[],0,5,normal
