rep,T_noise,a_true,budget,algorithm,estimate,abs_error,nrmse,common_budget_ceiling
1,200.0,0.05,200,BIQAE,0.0439941333248519,0.006005866675148103,0.12011733350296205,22180
1,200.0,0.05,200,CABIQAE_latentt,0.052989879469654035,0.002989879469654032,0.059797589393080636,22180
1,200.0,0.05,400,BAE,0.0712220213887295,0.0212220213887295,0.42444042777459,22180
1,200.0,0.05,400,BIQAE,0.0472321191938144,0.0027678808061856047,0.055357616123712095,22180
1,200.0,0.05,400,CABIQAE_latentt,0.05028792470274572,0.0002879247027457177,0.005758494054914354,22180
1,200.0,0.05,800,BAE,0.04430885378253163,0.005691146217468371,0.11382292434936742,22180
1,200.0,0.05,800,BIQAE,0.04705242785361186,0.00294757214638814,0.058951442927762804,22180
1,200.0,0.05,800,CABIQAE_latentt,0.050222630642056856,0.00022263064205685357,0.004452612841137071,22180
1,200.0,0.05,1600,BAE,0.053489612922253085,0.0034896129222530825,0.06979225844506165,22180
1,200.0,0.05,1600,BIQAE,0.04705242785361186,0.00294757214638814,0.058951442927762804,22180
1,200.0,0.05,1600,CABIQAE_latentt,0.050222630642056856,0.00022263064205685357,0.004452612841137071,22180
1,200.0,0.05,3200,BAE,0.05079950319716706,0.0007995031971670605,0.01599006394334121,22180
1,200.0,0.05,3200,BIQAE,0.05009118577046957,9.118577046957066e-05,0.0018237154093914132,22180
1,200.0,0.05,3200,CABIQAE_latentt,0.05096593329297568,0.0009659332929756806,0.019318665859513612,22180
1,200.0,0.05,6400,BAE,0.05064295260871045,0.0006429526087104454,0.012859052174208907,22180
1,200.0,0.05,6400,BIQAE,0.05009118577046957,9.118577046957066e-05,0.0018237154093914132,22180
1,200.0,0.05,6400,CABIQAE_latentt,0.04941963465547254,0.0005803653445274615,0.01160730689054923,22180
1,200.0,0.05,12800,BAE,0.04939912253333596,0.0006008774666640404,0.012017549333280808,22180
1,200.0,0.05,12800,BIQAE,0.05013643552946559,0.00013643552946558668,0.0027287105893117336,22180
1,200.0,0.05,12800,CABIQAE_latentt,0.05023443498790159,0.00023443498790158557,0.004688699758031711,22180
2,200.0,0.05,200,BAE,0.020579185759090055,0.029420814240909948,0.588416284818199,23100
