run_kind,simulation_regime,noise_profile,noise_scale,noise_floor,instance_name,case_id,case_repetition,suite_run_index,calibration_case_id,call_strike,put_strike,benchmark_path,exposure_training_path,target_name,repetition,algorithm,algorithm_key,epsilon_target,budget,query_budget_actual,estimate,a_true,abs_error,normalized_abs_error,processed_true_value,processed_estimate,processed_abs_error,processed_relative_error,cva_true,cva_estimate,cva_abs_error,cva_relative_error,coverage,grover_power,grover_power_exceeds_calibration,k_max_budget,amplification_factor,t_eff,calibration_status,runtime_wall_seconds,time_to_budget_seconds,n_shots,max_grover_power,calibration_max_grover_power,execution_max_grover_power,execution_k_cap_enforced,cabiqae_hard_k_cap,cabiqae_scheduler,transpile_backend_name,use_fractional_gates_applied,transpilation_strategy,aer_method,normalized_sq_error
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,512,256.0,0.21695700648093463,0.16354323056083284,0.0534137759201018,0.326603404720158,0.8569159076274437,1.1367875606174311,0.2798716529899874,0.32660340472015786,0.8569159076274437,1.1367875606174311,0.2798716529899874,0.32660340472015786,0.0,0,False,0,1,6.2225929620762646,ok,0.46405720962510305,0.46405720962510305,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.10666978397479931
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,608,256.0,0.21695700648093463,0.16354323056083284,0.0534137759201018,0.326603404720158,0.8569159076274437,1.1367875606174311,0.2798716529899874,0.32660340472015786,0.8569159076274437,1.1367875606174311,0.2798716529899874,0.32660340472015786,0.0,0,False,0,1,6.2225929620762646,ok,0.46405720962510305,0.46405720962510305,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.10666978397479931
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,724,256.0,0.21695700648093463,0.16354323056083284,0.0534137759201018,0.326603404720158,0.8569159076274437,1.1367875606174311,0.2798716529899874,0.32660340472015786,0.8569159076274437,1.1367875606174311,0.2798716529899874,0.32660340472015786,0.0,0,False,0,1,6.2225929620762646,ok,0.46405720962510305,0.46405720962510305,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.10666978397479931
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,861,256.0,0.21695700648093463,0.16354323056083284,0.0534137759201018,0.326603404720158,0.8569159076274437,1.1367875606174311,0.2798716529899874,0.32660340472015786,0.8569159076274437,1.1367875606174311,0.2798716529899874,0.32660340472015786,0.0,0,False,0,1,6.2225929620762646,ok,0.46405720962510305,0.46405720962510305,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.10666978397479931
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,1024,896.0,0.16489505776134658,0.16354323056083284,0.0013518272005137444,0.008265870717350835,0.8569159076274437,0.8639990637355335,0.007083156108089739,0.008265870717350764,0.8569159076274437,0.8639990637355335,0.007083156108089739,0.008265870717350764,0.0,2,False,2,5,6.2225929620762646,ok,1.6242002336878607,1.6242002336878607,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,6.8324618715958e-05
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,1217,896.0,0.16489505776134658,0.16354323056083284,0.0013518272005137444,0.008265870717350835,0.8569159076274437,0.8639990637355335,0.007083156108089739,0.008265870717350764,0.8569159076274437,0.8639990637355335,0.007083156108089739,0.008265870717350764,0.0,2,False,2,5,6.2225929620762646,ok,1.6242002336878607,1.6242002336878607,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,6.8324618715958e-05
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,1448,896.0,0.16489505776134658,0.16354323056083284,0.0013518272005137444,0.008265870717350835,0.8569159076274437,0.8639990637355335,0.007083156108089739,0.008265870717350764,0.8569159076274437,0.8639990637355335,0.007083156108089739,0.008265870717350764,0.0,2,False,2,5,6.2225929620762646,ok,1.6242002336878607,1.6242002336878607,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,6.8324618715958e-05
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,1722,1536.0,0.16111249277026574,0.16354323056083284,0.0024307377905671,0.014862967927388126,0.8569159076274437,0.8441795939759084,0.01273631365153538,0.014862967927388124,0.8569159076274437,0.8441795939759084,0.01273631365153538,0.014862967927388124,0.0,2,False,2,5,6.2225929620762646,ok,2.784343257750619,2.784343257750619,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.00022090781561056807
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,2048,1536.0,0.16111249277026574,0.16354323056083284,0.0024307377905671,0.014862967927388126,0.8569159076274437,0.8441795939759084,0.01273631365153538,0.014862967927388124,0.8569159076274437,0.8441795939759084,0.01273631365153538,0.014862967927388124,0.0,2,False,2,5,6.2225929620762646,ok,2.784343257750619,2.784343257750619,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.00022090781561056807
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,call_down_10pct,0,25,base,4050.0,12500.0,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\benchmark\benchmark.npz,C:\Users\guilb\Desktop\Quantum-CVA\cva_pricing_pipeline\multi_asset\6q_instance\cva_robustness_test\data\call_down_10pct\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,25,CABIQAE,cabiqae_latentt,0.005,2435,2176.0,0.15804566946905868,0.16354323056083284,0.005497561091774156,0.03361533872677928,0.8569159076274437,0.8281103891321817,0.028805518495262028,0.033615338726779284,0.8569159076274437,0.8281103891321817,0.028805518495262028,0.033615338726779284,0.0,2,False,2,5,6.2225929620762646,ok,3.9444862818133766,3.9444862818133766,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.0011299909977161066
