algorithm,algorithm_key,mean_final_normalized_abs_error,mean_runtime_seconds,median_final_normalized_abs_error,median_runtime_seconds,n
CABIQAE_latentt,cabiqae_latentt,0.007193072465428877,21.69988395925978,0.003120616718841426,4.0021367500012275,270
