profile,scenario_id,objective_ry_offset,a_true,rep,algorithm,final_queries,final_estimate,final_abs_error,final_normalized_abs_error,coverage,runtime_seconds,k_max
realistic,6,0.6,0.6423672082866361,3,CABIQAE_latentt,29184,0.6470492651950401,0.004682056908404064,0.007288754544137384,0.0,4.895571400003973,9
realistic,6,0.6,0.6423672082866361,3,BIQAE,49792,0.6408164107408577,0.0015507975457783596,0.0024141916426816813,0.0,7.366936000005808,319
realistic,6,0.6,0.6423672082866361,3,BAE,15632,0.6423082275411492,5.898074548682519e-05,9.181780253718508e-05,1.0,63.74879370001145,23
realistic,6,0.6,0.6423672082866361,4,CABIQAE_latentt,33792,0.6484102528912457,0.006043044604609582,0.009407461225687386,0.0,5.647548100008862,9
realistic,6,0.6,0.6423672082866361,4,BIQAE,12928,0.6304918330962743,0.011875375190361748,0.0184868950923515,0.0,2.1958207999996375,83
realistic,6,0.6,0.6423672082866361,4,BAE,16912,0.6407734452898834,0.0015937629967526235,0.002481077763921998,1.0,56.1237681999919,31
realistic,6,0.6,0.6423672082866361,5,CABIQAE_latentt,35072,0.6427886616102834,0.0004214533236472917,0.0006560940817191146,1.0,5.859010000000126,9
realistic,6,0.6,0.6423672082866361,5,BIQAE,12800,0.6150548035427719,0.027312404743864205,0.04251836705163335,0.0,2.021573999998509,81
realistic,6,0.6,0.6423672082866361,5,BAE,15248,0.6464379027720073,0.004070694485371229,0.006337020994936607,1.0,49.64567729999544,21
realistic,6,0.6,0.6423672082866361,6,CABIQAE_latentt,32896,0.6412308743900478,0.001136333896588293,0.0017689786806197615,1.0,5.088218199991388,11
realistic,6,0.6,0.6423672082866361,6,BIQAE,11520,0.6281434928246186,0.014223715462017505,0.02214265497760375,0.0,1.8486159000021871,73
realistic,6,0.6,0.6423672082866361,6,BAE,16400,0.6420215357478348,0.00034567253880124493,0.0005381229526383287,1.0,68.91908370000601,23
realistic,6,0.6,0.6423672082866361,7,CABIQAE_latentt,34304,0.6408871655842507,0.0014800427023853313,0.0023040446076520596,1.0,5.684687800006941,11
realistic,6,0.6,0.6423672082866361,7,BIQAE,13696,0.607654912218565,0.034712296068071025,0.0540380885267446,0.0,2.516043499999796,87
realistic,6,0.6,0.6423672082866361,7,BAE,15248,0.6468955731033781,0.004528364816742014,0.007049495612984924,1.0,50.547614200011594,21
realistic,6,0.6,0.6423672082866361,8,CABIQAE_latentt,20352,0.6391248248353825,0.0032423834512536054,0.005047554435261263,0.0,3.388077700001304,11
realistic,6,0.6,0.6423672082866361,8,BIQAE,13952,0.6226898210900834,0.019677387196552654,0.030632614714311883,0.0,2.3001915000058943,89
realistic,6,0.6,0.6423672082866361,8,BAE,15760,0.6424331815498732,6.597326323709574e-05,0.00010270334846802648,1.0,49.97252060000028,23
realistic,6,0.6,0.6423672082866361,9,CABIQAE_latentt,40448,0.6393591730634824,0.0030080352231536267,0.004682734710535513,0.0,6.559428200009279,13
