run_kind,simulation_regime,noise_profile,noise_scale,noise_floor,instance_name,target_name,repetition,algorithm,algorithm_key,epsilon_target,budget,query_budget_actual,estimate,a_true,abs_error,normalized_abs_error,processed_true_value,processed_estimate,processed_abs_error,processed_relative_error,cva_true,cva_estimate,cva_abs_error,cva_relative_error,coverage,grover_power,grover_power_exceeds_calibration,k_max_budget,amplification_factor,t_eff,calibration_status,runtime_wall_seconds,time_to_budget_seconds,n_shots,max_grover_power,calibration_max_grover_power,execution_max_grover_power,execution_k_cap_enforced,cabiqae_hard_k_cap,cabiqae_scheduler,transpile_backend_name,use_fractional_gates_applied,transpilation_strategy,aer_method,normalized_sq_error
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,2,BIQAE,biqae,0.003,8192,2432.0,0.1354914550080265,0.1328730942948926,0.0026183607131338993,0.019705725429429877,0.5864946085782612,0.5980519103007453,0.011557301722484148,0.01970572542942985,0.5864946085782612,0.5980519103007453,0.011557301722484148,0.01970572542942985,0.0,7,False,7,15,88.1593891015884,ok,13.898664482973981,13.898664482973981,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.00038831561470007933
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,3,CABIQAE,cabiqae_latentt,0.003,1024,512.0,0.14659418959678056,0.1328730942948926,0.013721095301887948,0.10326466298313157,0.5864946085782612,0.6470587766745189,0.06056416809625775,0.10326466298313147,0.5864946085782612,0.6470587766745189,0.06056416809625775,0.10326466298313147,1.0,1,False,1,3,88.1593891015884,ok,2.1425757907832472,2.1425757907832472,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.010663590621019743
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,3,CABIQAE,cabiqae_latentt,0.003,2048,1408.0,0.1352002796340216,0.1328730942948926,0.0023271853391289843,0.01751434593646275,0.5864946085782612,0.5967666780427712,0.01027206946450998,0.01751434593646275,0.5864946085782612,0.5967666780427712,0.01027206946450998,0.01751434593646275,1.0,3,False,3,7,88.1593891015884,ok,5.89208342465393,5.89208342465393,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.0003067523135820893
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,3,CABIQAE,cabiqae_latentt,0.003,4096,1408.0,0.1352002796340216,0.1328730942948926,0.0023271853391289843,0.01751434593646275,0.5864946085782612,0.5967666780427712,0.01027206946450998,0.01751434593646275,0.5864946085782612,0.5967666780427712,0.01027206946450998,0.01751434593646275,1.0,3,False,3,7,88.1593891015884,ok,5.89208342465393,5.89208342465393,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.0003067523135820893
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,3,CABIQAE,cabiqae_latentt,0.003,8192,4864.0,0.13454774245268947,0.1328730942948926,0.0016746481577968597,0.012603365389235389,0.5864946085782612,0.5938864144289896,0.007391805850728406,0.012603365389235375,0.5864946085782612,0.5938864144289896,0.007391805850728406,0.012603365389235375,1.0,13,False,13,27,88.1593891015884,ok,20.35447001244085,20.35447001244085,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.0001588448191345765
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,3,BIQAE,biqae,0.003,1024,512.0,0.1081935246987808,0.1328730942948926,0.02467956959611181,0.18573790071704868,0.5864946085782612,0.47756033119906777,0.10893427737919342,0.1857379007170487,0.5864946085782612,0.47756033119906777,0.10893427737919342,0.1857379007170487,1.0,1,False,1,3,88.1593891015884,ok,2.889024900003278,2.889024900003278,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.03449856776277623
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,3,BIQAE,biqae,0.003,2048,1920.0,0.12812052907178326,0.1328730942948926,0.004752565223109351,0.03576770186868471,0.5864946085782612,0.565517044271043,0.0209775643072182,0.03576770186868474,0.5864946085782612,0.565517044271043,0.0209775643072182,0.03576770186868474,1.0,5,False,5,11,88.1593891015884,ok,10.833843375012293,10.833843375012293,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.001279328496967112
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,3,BIQAE,biqae,0.003,4096,1920.0,0.12812052907178326,0.1328730942948926,0.004752565223109351,0.03576770186868471,0.5864946085782612,0.565517044271043,0.0209775643072182,0.03576770186868474,0.5864946085782612,0.565517044271043,0.0209775643072182,0.03576770186868474,1.0,5,False,5,11,88.1593891015884,ok,10.833843375012293,10.833843375012293,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.001279328496967112
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,3,BIQAE,biqae,0.003,8192,8192.0,0.1327895936453739,0.1328730942948926,8.350064951870295e-05,0.0006284240610321405,0.5864946085782612,0.5861260412545649,0.0003685673236962783,0.0006284240610322628,0.5864946085782612,0.5861260412545649,0.0003685673236962783,0.0006284240610322628,1.0,24,False,24,49,88.1593891015884,ok,46.22439840005245,46.22439840005245,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,3.949168004841275e-07
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,4,CABIQAE,cabiqae_latentt,0.003,1024,512.0,0.1307566190905018,0.1328730942948926,0.0021164752043908164,0.01592854607339546,0.5864946085782612,0.5771526021837243,0.009342006394536861,0.015928546073395448,0.5864946085782612,0.5771526021837243,0.009342006394536861,0.015928546073395448,0.0,1,False,1,3,88.1593891015884,ok,2.8346535941133935,2.8346535941133935,128,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,0.00025371858001228196
