run_kind,simulation_regime,noise_profile,noise_scale,noise_floor,instance_name,target_name,repetition,algorithm,algorithm_key,epsilon_target,final_queries,final_estimate,a_true,final_abs_error,final_normalized_abs_error,min_abs_error,min_normalized_abs_error,processed_true_value,processed_estimate,processed_abs_error,processed_relative_error,min_processed_abs_error,min_processed_relative_error,cva_true,cva_estimate,cva_abs_error,cva_relative_error,ci_low,ci_high,processed_ci_low,processed_ci_high,cva_ci_low,cva_ci_high,coverage,k_max,k_max_exceeds_calibration,amplification_factor_max,t_eff,calibration_status,runtime_wall_seconds,circuit_prepare_wall_seconds,construct_circuit_wall_seconds,construct_circuit_cache_hits,construct_circuit_cache_misses,construct_circuit_cache_size,n_shots,max_queries_requested,max_queries_reached,max_grover_power,calibration_max_grover_power,execution_max_grover_power,execution_k_cap_enforced,cabiqae_hard_k_cap,cabiqae_scheduler,transpile_backend_name,use_fractional_gates_applied,transpilation_strategy,aer_method,construct_circuit_mode
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,10,CABIQAE,cabiqae_latentt,0.003,7808.0,0.12893419008822307,0.1328730942948926,0.003938904206669536,0.029644106864311504,0.0026600795747225014,0.020019700668811397,0.5864946085782612,0.5691084997262247,0.017386108852036508,0.02964410686431148,0.011741446507608444,0.020019700668811313,0.5864946085782612,0.5691084997262247,0.017386108852036508,0.02964410686431148,0.1262617783869162,0.13160660178952993,0.5573126198828652,0.5809043795695842,0.5573126198828652,0.5809043795695842,0.0,20,False,41,88.1593891015884,ok,50.69949560018722,1.589988823980093e-05,1.589988823980093e-05,5,0,20,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,10,BIQAE,biqae,0.003,14592.0,0.13104750787700575,0.1328730942948926,0.0018255864178868542,0.013739323431689108,0.0004967867803120085,0.003738806437437681,0.5864946085782612,0.5784365694600625,0.00805803911819869,0.013739323431689201,0.002192789818074914,0.003738806437437712,0.5864946085782612,0.5784365694600625,0.00805803911819869,0.013739323431689201,0.13019043891725407,0.13190457683675746,0.5746535137049331,0.582219625215192,0.5746535137049331,0.582219625215192,0.0,47,True,95,88.1593891015884,ok,82.44470519991592,1.5300116501748562e-05,1.5300116501748562e-05,4,0,20,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,11,CABIQAE,cabiqae_latentt,0.003,15232.0,0.12859464473678747,0.1328730942948926,0.004278449558105135,0.032199517748941225,0.004117726912779146,0.030989922637313216,0.5864946085782612,0.5676097650196871,0.018884843558574116,0.03219951774894132,0.01817542254704163,0.03098992263731325,0.5864946085782612,0.5676097650196871,0.018884843558574116,0.03219951774894132,0.12670416271620907,0.13048512675736587,0.5592652802421847,0.5759542497971895,0.5592652802421847,0.5759542497971895,0.0,37,True,75,88.1593891015884,ok,89.39189599989913,11.855691200122237,11.855691200122237,3,2,22,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,11,BIQAE,biqae,0.003,8704.0,0.13045968394064855,0.1328730942948926,0.0024134103542440555,0.018163273513355838,0.0024134103542440555,0.018163273513355838,0.5864946085782612,0.5758419465885456,0.010652661989715595,0.018163273513355945,0.010652661989715595,0.018163273513355945,0.5864946085782612,0.5758419465885456,0.010652661989715595,0.018163273513355945,0.1289383380680724,0.1319810298132247,0.5691268086835876,0.5825570844935037,0.5691268086835876,0.5825570844935037,0.0,26,True,53,88.1593891015884,ok,48.16270149999764,5.871497199987061,5.871497199987061,3,1,23,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,12,CABIQAE,cabiqae_latentt,0.003,11904.0,0.13189867528645377,0.1328730942948926,0.0009744190084388371,0.007333456134288971,0.000508426414271429,0.0038264060679060437,0.5864946085782612,0.5821935760932555,0.004301032485005685,0.007333456134289016,0.0022441665290580115,0.0038264060679059973,0.5864946085782612,0.5821935760932555,0.004301032485005685,0.007333456134289016,0.12980951475222163,0.13398783582068594,0.572972135166605,0.5914150170199063,0.572972135166605,0.5914150170199063,1.0,28,True,57,88.1593891015884,ok,67.18749809986912,6.284372800029814,6.284372800029814,4,1,24,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,12,BIQAE,biqae,0.003,14080.0,0.13250437056509462,0.1328730942948926,0.0003687237297979873,0.002775006721674279,0.0003687237297979873,0.002775006721674279,0.5864946085782612,0.5848670820972307,0.0016275264810304835,0.002775006721674421,0.0016275264810304835,0.002775006721674421,0.5864946085782612,0.5848670820972307,0.0016275264810304835,0.002775006721674421,0.13160624541834892,0.13340249571184032,0.5809028065665813,0.5888313576278802,0.5809028065665813,0.5888313576278802,1.0,45,True,91,88.1593891015884,ok,81.624171600095,1.2499978765845299e-05,1.2499978765845299e-05,4,0,24,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,13,CABIQAE,cabiqae_latentt,0.003,7680.0,0.13067406154975947,0.1328730942948926,0.0021990327451331393,0.016549872318414625,0.0021990327451331393,0.016549872318414625,0.5864946085782612,0.5767881976908523,0.009706410887408867,0.016549872318414764,0.009706410887408867,0.016549872318414764,0.5864946085782612,0.5767881976908523,0.009706410887408867,0.016549872318414764,0.1279763834585602,0.13337173964095875,0.5648807933772547,0.58869560200445,0.5648807933772547,0.58869560200445,1.0,20,False,41,88.1593891015884,ok,42.87779739999678,1.1199968867003918e-05,1.1199968867003918e-05,4,0,24,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,13,BIQAE,biqae,0.003,8704.0,0.1305188666325015,0.1328730942948926,0.0023542276623911007,0.017717865869565988,0.0023542276623911007,0.017717865869565988,0.5864946085782612,0.5761031757702479,0.010391432808013246,0.017717865869566002,0.010391432808013246,0.017717865869566002,0.5864946085782612,0.5761031757702479,0.010391432808013246,0.017717865869566002,0.12899740325147854,0.13204033001352447,0.5693875191893992,0.5828188323510965,0.5693875191893992,0.5828188323510965,0.0,26,True,53,88.1593891015884,ok,48.544587199925445,1.2100092135369778e-05,1.2100092135369778e-05,4,0,24,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,14,CABIQAE,cabiqae_latentt,0.003,10240.0,0.13147738122539943,0.1328730942948926,0.0013957130694931819,0.010504106018601468,0.0010730962831484447,0.008076099144397606,0.5864946085782612,0.5803340070304169,0.006160601547844258,0.010504106018601522,0.004736588606532699,0.008076099144397598,0.5864946085782612,0.5803340070304169,0.006160601547844258,0.010504106018601522,0.12913057435635958,0.13382418809443927,0.56997532920049,0.5906926848603439,0.56997532920049,0.5906926848603439,1.0,24,False,49,88.1593891015884,ok,56.5519244002644,1.7399783246219158e-05,1.7399783246219158e-05,6,0,24,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
simulated_noise,simulated_noise,realistic,0.05,0.125,6q_instance,cva,14,BIQAE,biqae,0.003,9984.0,0.12606055986824144,0.1328730942948926,0.006812534426651168,0.05127098501621204,0.006812534426651168,0.05127098501621204,0.5864946085782612,0.556424452289756,0.03007015628850518,0.051270985016212044,0.03007015628850518,0.051270985016212044,0.5864946085782612,0.556424452289756,0.03007015628850518,0.051270985016212044,0.1247942053114706,0.12732691442501226,0.5508348321786576,0.5620140724008543,0.5508348321786576,0.5620140724008543,0.0,31,True,63,88.1593891015884,ok,55.420980199822225,7.16252820007503,7.16252820007503,3,1,25,128,60000,False,24,24,,False,False,noise_aware_fisher_no_hard_cap,ibm_basquecountry,True,qiskit_sabre_fast_multik_fixed_layout,density_matrix,full
