algorithm,algorithm_key,mean_final_normalized_abs_error,mean_runtime_seconds,median_final_normalized_abs_error,median_runtime_seconds,n
CABIQAE,cabiqae_latentt,0.01809950933476098,17.693316547424907,0.014441269748597973,16.149216469070662,80
BIQAE,biqae,0.021012344537285375,14.494955726762925,0.012335774351245717,12.217113846670154,80
