algorithm,algorithm_key,mean_final_normalized_abs_error,mean_runtime_seconds,median_final_normalized_abs_error,median_runtime_seconds,n
CABIQAE,cabiqae_latentt,0.018099509334760976,17.693316547424907,0.014441269748597937,16.149216469070662,80
BIQAE,biqae,0.02101234453728537,14.494955726762925,0.012335774351245754,12.217113846670154,80
