algorithm,algorithm_key,mean_final_normalized_abs_error,mean_final_queries,median_final_normalized_abs_error,median_final_queries,n
CABIQAE,cabiqae_latentt,0.01809950933476098,3683.2,0.014441269748597973,3008.0,80
BIQAE,biqae,0.021012344537285375,2979.2,0.012335774351245717,2432.0,80
