rep,T_noise,a_true,algorithm,final_queries,final_estimate,final_abs_error,final_nrmse,final_coverage,runtime_seconds,k_max
17,20.0,0.05,BIQAE,157640,0.049994049466454,5.950533546003611e-06,0.00011901067092007223,1.0,0.23316850000992417,2595
17,20.0,0.05,CABIQAE_latentt,307960,0.053140664816639836,0.0031406648166398335,0.06281329633279667,0.0,20.83066539998981,11
18,20.0,0.05,BAE,102900,0.04798217456446614,0.00201782543553386,0.0403565087106772,0.0,34.87218279999797,33
18,20.0,0.05,BIQAE,144280,0.05000011984328781,1.198432878074529e-07,2.396865756149058e-06,1.0,0.2845386000117287,2391
18,20.0,0.05,CABIQAE_latentt,313240,0.05350905005414579,0.0035090500541457847,0.0701810010829157,0.0,20.154523800010793,11
19,20.0,0.05,BAE,102460,0.04947833890887969,0.0005216610911203123,0.010433221822406247,1.0,43.499360400019214,31
19,20.0,0.05,BIQAE,136480,0.0500083805700994,8.38057009940052e-06,0.0001676114019880104,1.0,0.2139251000189688,2337
19,20.0,0.05,CABIQAE_latentt,298720,0.05337254681185262,0.003372546811852617,0.06745093623705234,0.0,19.949023299996043,11
20,20.0,0.05,BAE,103220,0.04978387506217,0.0002161249378300062,0.004322498756600124,1.0,42.56421280000359,31
20,20.0,0.05,BIQAE,109400,0.049977268445646296,2.273155435370683e-05,0.0004546310870741366,1.0,0.20169310001074336,1907
20,20.0,0.05,CABIQAE_latentt,489400,0.04730274721598228,0.002697252784017723,0.05394505568035446,0.0,12.789771400013706,31
1,20.0,0.2,BAE,102780,0.2000302272160432,3.022721604317713e-05,0.00015113608021588565,1.0,46.58241440000711,39
1,20.0,0.2,BIQAE,268480,0.1999859899459631,1.401005403692257e-05,7.005027018461285e-05,1.0,0.3230203000130132,4467
1,20.0,0.2,CABIQAE_latentt,449320,0.19395362622115947,0.006046373778840541,0.030231868894202707,0.0,36.13584850000916,15
2,20.0,0.2,BAE,102780,0.20214673283757445,0.0021467328375744388,0.010733664187872194,0.0,45.66520560000208,35
2,20.0,0.2,BIQAE,221440,0.19998369048516357,1.6309514836443384e-05,8.154757418221692e-05,1.0,0.2818640999903437,3779
2,20.0,0.2,CABIQAE_latentt,492960,0.19391999798183737,0.006080002018162639,0.030400010090813195,0.0,38.639764799998375,15
3,20.0,0.2,BAE,102420,0.20027282239776364,0.0002728223977636335,0.0013641119888181674,1.0,48.535108400013996,39
3,20.0,0.2,BIQAE,566240,0.20000315359734916,3.1535973491481073e-06,1.5767986745740536e-05,1.0,0.6298073000216391,9837
3,20.0,0.2,CABIQAE_latentt,292000,0.19552665737253894,0.004473342627461074,0.022366713137305372,0.0,27.074847699987004,15
4,20.0,0.2,BAE,102620,0.19948581984417824,0.0005141801558217751,0.0025709007791088756,1.0,47.20258610000019,39
4,20.0,0.2,BIQAE,291840,0.2000047742779899,4.774277989894049e-06,2.3871389949470245e-05,1.0,0.35473290001391433,4927
4,20.0,0.2,CABIQAE_latentt,491600,0.1938637219081753,0.0061362780918247095,0.030681390459123548,0.0,39.45112380001228,15
5,20.0,0.2,BAE,102780,0.1994303255464036,0.0005696744535964027,0.0028483722679820134,1.0,50.168055199988885,39
5,20.0,0.2,BIQAE,232000,0.2000009349090789,9.349090788757231e-07,4.674545394378615e-06,1.0,0.3051757000212092,3959
5,20.0,0.2,CABIQAE_latentt,461920,0.19296971034148303,0.007030289658516986,0.03515144829258493,0.0,38.81064089998836,15
6,20.0,0.2,BAE,102740,0.19970207994559597,0.0002979200544040439,0.0014896002720202195,1.0,47.53747769998154,33
6,20.0,0.2,BIQAE,295440,0.20000428501418543,4.285014185423375e-06,2.1425070927116874e-05,1.0,0.3533148000133224,5083
6,20.0,0.2,CABIQAE_latentt,493560,0.19356997833171402,0.00643002166828599,0.03215010834142995,0.0,38.297882699989714,15
7,20.0,0.2,BAE,103300,0.2006271329258301,0.0006271329258300817,0.0031356646291504087,1.0,47.26763380001648,35
7,20.0,0.2,BIQAE,381960,0.20000329040465256,3.2904046525505937e-06,1.645202326275297e-05,1.0,0.4215803999977652,6361
7,20.0,0.2,CABIQAE_latentt,86960,0.20866562329254237,0.008665623292542363,0.04332811646271181,0.0,5.695427099999506,21
8,20.0,0.2,BAE,102500,0.20079901199529898,0.0007990119952989705,0.0039950599764948524,1.0,48.52625259998604,39
8,20.0,0.2,BIQAE,595360,0.20001597172561836,1.59717256183467e-05,7.98586280917335e-05,1.0,0.675554799992824,9785
8,20.0,0.2,CABIQAE_latentt,416800,0.1941221736518612,0.005877826348138798,0.02938913174069399,0.0,35.93341659998987,15
9,20.0,0.2,BAE,102420,0.20018885120701752,0.00018885120701750413,0.0009442560350875207,1.0,47.93271610001102,39
9,20.0,0.2,BIQAE,621200,0.20000923801514647,9.238015146462164e-06,4.619007573231082e-05,1.0,0.6437203999958001,10389
9,20.0,0.2,CABIQAE_latentt,95760,0.2028425426313306,0.0028425426313306024,0.014212713156653012,0.0,7.258098800026346,21
10,20.0,0.2,BAE,102460,0.1996664931282571,0.00033350687174291127,0.0016675343587145564,1.0,47.24325209998642,39
10,20.0,0.2,BIQAE,414960,0.1999824405059533,1.7559494046720525e-05,8.779747023360263e-05,1.0,0.5398884000023827,6951
10,20.0,0.2,CABIQAE_latentt,100000,0.21069058088904563,0.01069058088904562,0.0534529044452281,0.0,5.995259100018302,21
11,20.0,0.2,BAE,102460,0.19869451492579118,0.0013054850742088286,0.006527425371044143,1.0,40.82176290001371,39
11,20.0,0.2,BIQAE,450960,0.20000426742811475,4.267428114740346e-06,2.133714057370173e-05,1.0,0.48034810001263395,7241
11,20.0,0.2,CABIQAE_latentt,490560,0.19383917021533073,0.0061608297846692806,0.030804148923346403,0.0,36.061444899998605,15
12,20.0,0.2,BAE,102500,0.19911391012422713,0.0008860898757728775,0.004430449378864387,1.0,44.758961600018665,39
12,20.0,0.2,BIQAE,226520,0.199996136477183,3.86352281700475e-06,1.931761408502375e-05,1.0,0.28855870000552386,3891
12,20.0,0.2,CABIQAE_latentt,84240,0.19850851536179498,0.0014914846382050317,0.007457423191025159,0.0,11.706130200007465,11
13,20.0,0.2,BAE,102860,0.1997185095259809,0.00028149047401912486,0.0014074523700956243,1.0,47.650966899993364,39
13,20.0,0.2,BIQAE,289480,0.20001741305844373,1.741305844371599e-05,8.706529221857995e-05,1.0,0.35712609998881817,4159
13,20.0,0.2,CABIQAE_latentt,446160,0.19403323898475416,0.005966761015245847,0.029833805076229236,0.0,35.28715970000485,15
14,20.0,0.2,BAE,102980,0.1998635436850411,0.00013645631495889932,0.0006822815747944966,1.0,47.610277500003576,39
14,20.0,0.2,BIQAE,214360,0.2000140653179177,1.4065317917699716e-05,7.032658958849858e-05,1.0,0.2816469999961555,3633
14,20.0,0.2,CABIQAE_latentt,422560,0.19369733969555514,0.006302660304444874,0.03151330152222437,0.0,33.39723769997363,15
15,20.0,0.2,BAE,102580,0.20003585171961888,3.5851719618867905e-05,0.00017925859809433953,1.0,44.79411419999087,29
15,20.0,0.2,BIQAE,463200,0.20001907345845987,1.9073458459861747e-05,9.536729229930874e-05,1.0,0.5609130999946501,7339
15,20.0,0.2,CABIQAE_latentt,89200,0.20447310461633256,0.004473104616332546,0.02236552308166273,0.0,6.606567999988329,21
16,20.0,0.2,BAE,102780,0.1992108066950765,0.0007891933049235245,0.003945966524617622,1.0,179.7059573000006,29
16,20.0,0.2,BIQAE,272840,0.20000606608793242,6.066087932410369e-06,3.0330439662051845e-05,1.0,0.33085870000650175,4639
16,20.0,0.2,CABIQAE_latentt,496720,0.19442417812076088,0.0055758218792391345,0.027879109396195673,0.0,38.48826120002195,15
17,20.0,0.2,BAE,102540,0.19988398760145498,0.00011601239854502898,0.0005800619927251449,1.0,44.52876109999488,39
17,20.0,0.2,BIQAE,449120,0.19999651772966484,3.4822703351700124e-06,1.7411351675850062e-05,1.0,0.5128001999983098,7783
17,20.0,0.2,CABIQAE_latentt,427520,0.19417603398812086,0.00582396601187915,0.02911983005939575,0.0,36.18779890000587,15
18,20.0,0.2,BAE,103020,0.1992820518943749,0.0007179481056251158,0.003589740528125579,1.0,50.1635734999727,29
18,20.0,0.2,BIQAE,503320,0.2000027292998463,2.7292998462935536e-06,1.3646499231467768e-05,1.0,0.5612469000043347,8681
18,20.0,0.2,CABIQAE_latentt,454200,0.19421099632542604,0.005789003674573967,0.028945018372869835,0.0,37.54670119998627,15
19,20.0,0.2,BAE,102460,0.20022572997476162,0.0002257299747616126,0.001128649873808063,1.0,53.00474619999295,35
19,20.0,0.2,BIQAE,229960,0.19999256657877124,7.433421228775217e-06,3.716710614387608e-05,1.0,0.3025979000085499,3925
19,20.0,0.2,CABIQAE_latentt,294520,0.19610333654117812,0.003896663458821892,0.01948331729410946,0.0,27.47618510000757,15
20,20.0,0.2,BAE,102740,0.20052683559116619,0.0005268355911661748,0.0026341779558308742,1.0,52.64683100002003,39
20,20.0,0.2,BIQAE,332240,0.1999954657218435,4.534278156498317e-06,2.2671390782491585e-05,1.0,0.4125126999861095,5653
20,20.0,0.2,CABIQAE_latentt,306200,0.19534470126648756,0.004655298733512447,0.023276493667562237,0.0,26.455092699994566,15
1,20.0,0.8,BAE,103020,0.8000450877681373,4.508776813727522e-05,5.6359710171594024e-05,1.0,45.910208599991165,39
1,20.0,0.8,BIQAE,439680,0.8000110133068236,1.1013306823515201e-05,1.3766633529394001e-05,1.0,0.4834565999917686,6629
1,20.0,0.8,CABIQAE_latentt,492760,0.8056887469612337,0.0056887469612336705,0.007110933701542088,0.0,36.73366090000491,15
2,20.0,0.8,BAE,102700,0.7991844900394776,0.0008155099605224869,0.0010193874506531087,1.0,52.94205879999208,35
2,20.0,0.8,BIQAE,208440,0.7999785043695176,2.1495630482482042e-05,2.6869538103102553e-05,1.0,0.36007590001099743,3423
2,20.0,0.8,CABIQAE_latentt,480960,0.8058365385090014,0.005836538509001343,0.007295673136251679,0.0,36.71091379999416,15
3,20.0,0.8,BAE,102780,0.7988576469466903,0.0011423530533097859,0.0014279413166372323,1.0,49.4550000000163,35
3,20.0,0.8,BIQAE,500560,0.7999900209183244,9.979081675659529e-06,1.2473852094574411e-05,1.0,0.5334702999971341,7905
3,20.0,0.8,CABIQAE_latentt,475320,0.8058655875420584,0.005865587542058348,0.007331984427572935,0.0,37.94871850000345,15
4,20.0,0.8,BAE,102820,0.7993002875079174,0.0006997124920826714,0.0008746406151033392,1.0,53.73072030002368,35
4,20.0,0.8,BIQAE,594360,0.8000129803827923,1.2980382792293632e-05,1.622547849036704e-05,1.0,0.7504587000003085,9739
4,20.0,0.8,CABIQAE_latentt,388360,0.8053701203269024,0.005370120326902317,0.006712650408627896,0.0,34.30579169999692,15
5,20.0,0.8,BAE,103100,0.7993991634221704,0.000600836577829611,0.0007510457222870137,1.0,58.110625700006494,35
5,20.0,0.8,BIQAE,299640,0.8000207739752049,2.077397520483526e-05,2.5967469006044075e-05,1.0,0.37805860000662506,5115
5,20.0,0.8,CABIQAE_latentt,86520,0.793897538863954,0.006102461136046067,0.0076280764200575835,0.0,6.998729699989781,21
6,20.0,0.8,BAE,102500,0.7997001666952597,0.0002998333047403712,0.00037479163092546397,1.0,55.13217850000365,39
6,20.0,0.8,BIQAE,565440,0.7999896676220246,1.0332377975430518e-05,1.2915472469288147e-05,1.0,0.641074099985417,9165
6,20.0,0.8,CABIQAE_latentt,390560,0.8054747151327301,0.0054747151327300125,0.006843393915912516,0.0,37.005839699995704,15
7,20.0,0.8,BAE,102780,0.8000550370086896,5.503700868958461e-05,6.879626086198076e-05,1.0,54.05529320001369,39
7,20.0,0.8,BIQAE,548720,0.8000009514438091,9.514438090718613e-07,1.1893047613398267e-06,1.0,0.6508691999770235,8959
7,20.0,0.8,CABIQAE_latentt,105880,0.7983275539001069,0.0016724460998931434,0.0020905576248664293,0.0,9.58400360000087,21
8,20.0,0.8,BAE,102980,0.7979532267406235,0.002046773259376522,0.0025584665742206525,0.0,55.021790200000396,35
8,20.0,0.8,BIQAE,566840,0.7999914190990788,8.580900921262291e-06,1.0726126151577864e-05,1.0,0.6604824000096414,9067
8,20.0,0.8,CABIQAE_latentt,398360,0.8052990378042835,0.005299037804283424,0.00662379725535428,0.0,32.67648590001045,15
9,20.0,0.8,BAE,103380,0.800461347260393,0.0004613472603929303,0.0005766840754911629,1.0,49.39739599998575,29
9,20.0,0.8,BIQAE,473200,0.8000003145117496,3.145117495328975e-07,3.931396869161219e-07,1.0,0.5238031999906525,7591
9,20.0,0.8,CABIQAE_latentt,453120,0.8060428934108379,0.006042893410837857,0.007553616763547322,0.0,37.77074160001939,15
10,20.0,0.8,BAE,102540,0.798973119941666,0.0010268800583340676,0.0012836000729175845,1.0,50.05703199998243,39
10,20.0,0.8,BIQAE,310680,0.7999866823147607,1.331768523937793e-05,1.6647106549222412e-05,1.0,0.3712189999932889,5445
10,20.0,0.8,CABIQAE_latentt,394560,0.8060400166013257,0.006040016601325693,0.007550020751657116,0.0,36.24211189997732,15
11,20.0,0.8,BAE,102500,0.7993060299501289,0.000693970049871151,0.0008674625623389387,1.0,49.85458010001457,31
11,20.0,0.8,BIQAE,305080,0.7997348481768083,0.000265151823191756,0.000331439778989695,0.0,0.37781899998662993,4765
11,20.0,0.8,CABIQAE_latentt,95600,0.796389014973259,0.003610985026741065,0.004513731283426331,0.0,7.434778499999084,21
12,20.0,0.8,BAE,102660,0.8011162019907517,0.0011162019907516862,0.0013952524884396078,1.0,48.44026240002131,39
12,20.0,0.8,BIQAE,312440,0.8000154478626642,1.544786266416409e-05,1.9309828330205114e-05,1.0,0.3704472999961581,5487
12,20.0,0.8,CABIQAE_latentt,135760,0.8040958720669282,0.004095872066928186,0.005119840083660232,0.0,33.51403130000108,5
13,20.0,0.8,BAE,102900,0.8001849186067416,0.00018491860674152427,0.00023114825842690534,1.0,51.34705670000403,39
13,20.0,0.8,BIQAE,286760,0.8000053664353383,5.366435338216569e-06,6.708044172770711e-06,1.0,0.3561166000145022,4741
13,20.0,0.8,CABIQAE_latentt,481600,0.8056339844169738,0.005633984416973714,0.007042480521217143,0.0,40.570020299986936,15
14,20.0,0.8,BAE,102660,0.8005810003577212,0.0005810003577211287,0.0007262504471514108,1.0,52.80994889998692,35
14,20.0,0.8,BIQAE,204640,0.7999933023001925,6.697699807545199e-06,8.372124759431498e-06,1.0,0.338027299992973,3411
14,20.0,0.8,CABIQAE_latentt,445360,0.806708133949164,0.006708133949163919,0.008385167436454899,0.0,42.51375779998489,15
15,20.0,0.8,BAE,102540,0.8004738717240478,0.0004738717240477808,0.000592339655059726,1.0,54.64209489998757,39
15,20.0,0.8,BIQAE,668960,0.7999949030670424,5.096932957693312e-06,6.37116619711664e-06,1.0,0.9195762000163086,11601
15,20.0,0.8,CABIQAE_latentt,487960,0.8058860481736676,0.005886048173667557,0.007357560217084447,0.0,43.66973930000677,15
16,20.0,0.8,BAE,102460,0.7993625720368893,0.000637427963110726,0.0007967849538884075,1.0,56.889829000021564,39
16,20.0,0.8,BIQAE,267320,0.7999963945722136,3.6054277864350226e-06,4.506784733043778e-06,1.0,0.37153880001278594,4531
16,20.0,0.8,CABIQAE_latentt,105920,0.8019702645830404,0.001970264583040393,0.0024628307288004914,0.0,8.198209299996961,23
17,20.0,0.8,BAE,102980,0.7997104508029151,0.000289549197084904,0.00036193649635613,1.0,71.55251820001286,39
17,20.0,0.8,BIQAE,239760,0.7999741520963767,2.5847903623366086e-05,3.230987952920761e-05,1.0,0.561797000002116,4087
17,20.0,0.8,CABIQAE_latentt,123000,0.8000323700429759,3.237004297584889e-05,4.046255371981111e-05,1.0,12.91670349999913,21
18,20.0,0.8,BAE,103060,0.799254100325659,0.0007458996743410218,0.0009323745929262772,1.0,57.44998440000927,39
18,20.0,0.8,BIQAE,227360,0.8000136939743399,1.3693974339812343e-05,1.7117467924765428e-05,1.0,0.3025574999919627,3867
18,20.0,0.8,CABIQAE_latentt,86720,0.7924950955004386,0.007504904499561427,0.009381130624451783,0.0,7.077128300006734,21
19,20.0,0.8,BAE,102780,0.7999506646021872,4.9335397812821924e-05,6.16692472660274e-05,1.0,56.35135040001478,39
19,20.0,0.8,BIQAE,233200,0.7999696325473413,3.036745265871943e-05,3.795931582339929e-05,1.0,0.3071683000016492,3721
19,20.0,0.8,CABIQAE_latentt,80960,0.8002062578576854,0.00020625785768535465,0.0002578223221066933,0.0,12.788892800017493,11
20,20.0,0.8,BAE,102940,0.7993671249339018,0.0006328750660982152,0.000791093832622769,1.0,56.91988499998115,39
20,20.0,0.8,BIQAE,299560,0.8000011989671393,1.1989671392376167e-06,1.4987089240470208e-06,1.0,0.3650576999934856,5189
20,20.0,0.8,CABIQAE_latentt,378920,0.805669841763275,0.0056698417632750076,0.0070873022040937594,0.0,40.0815212999878,15
1,200.0,0.05,BAE,103820,0.0498525731589001,0.00014742684109990412,0.0029485368219980823,1.0,1.741059200023301,241
1,200.0,0.05,BIQAE,234600,0.050002691448573236,2.691448573233224e-06,5.382897146466448e-05,1.0,0.3718170000065584,4049
1,200.0,0.05,CABIQAE_latentt,135280,0.050296569551678466,0.00029656955167846333,0.0059313910335692666,0.0,0.41472739999881014,287
2,200.0,0.05,BAE,102780,0.04996147204610849,3.8527953891510924e-05,0.0007705590778302185,1.0,1.785476099990774,227
2,200.0,0.05,BIQAE,168840,0.04997783933678575,2.2160663214254583e-05,0.00044321326428509167,1.0,0.24658609999460168,2825
2,200.0,0.05,CABIQAE_latentt,514000,0.04985898809865886,0.000141011901341144,0.00282023802682288,0.0,6.307183600001736,87
3,200.0,0.05,BAE,111020,0.04990407974087893,9.592025912107116e-05,0.0019184051824214232,1.0,2.19671049999306,241
3,200.0,0.05,BIQAE,142600,0.04998270573370249,1.729426629751285e-05,0.000345885325950257,1.0,0.22770119999768212,2379
3,200.0,0.05,CABIQAE_latentt,524320,0.050186334306390044,0.00018633430639004162,0.0037266861278008323,0.0,4.392464500007918,129
4,200.0,0.05,BAE,105380,0.05010110578315746,0.00010110578315745966,0.0020221156631491932,1.0,1.7309053000062704,233
4,200.0,0.05,BIQAE,142680,0.050004482226689545,4.482226689542235e-06,8.96445337908447e-05,1.0,0.2331603999773506,2357
4,200.0,0.05,CABIQAE_latentt,533520,0.04988957124977756,0.00011042875022244242,0.0022085750044488484,0.0,7.652347900002496,73
5,200.0,0.05,BAE,106820,0.0499787239159199,2.1276084080104618e-05,0.00042552168160209236,1.0,2.83503310001106,241
5,200.0,0.05,BIQAE,183480,0.049989848910326026,1.0151089673976488e-05,0.00020302179347952976,1.0,0.37598300000536256,3097
5,200.0,0.05,CABIQAE_latentt,761560,0.050044175042297176,4.417504229717317e-05,0.0008835008459434635,1.0,7.025044400012121,129
6,200.0,0.05,BAE,109740,0.05005166364552388,5.166364552387781e-05,0.0010332729104775562,1.0,3.3762687999987975,191
6,200.0,0.05,BIQAE,212600,0.050002944663134506,2.9446631345034224e-06,5.889326269006845e-05,1.0,0.5116860000125598,3513
6,200.0,0.05,CABIQAE_latentt,507120,0.049900213586855716,9.978641314428716e-05,0.001995728262885743,0.0,14.189139300026,73
7,200.0,0.05,BAE,105260,0.05005704789937052,5.704789937052007e-05,0.0011409579874104014,1.0,4.59764210000867,219
7,200.0,0.05,BIQAE,128600,0.05000235162698839,2.3516269883894214e-06,4.703253976778843e-05,1.0,0.3107832999958191,2113
7,200.0,0.05,CABIQAE_latentt,142800,0.05035849380931237,0.0003584938093123685,0.00716987618624737,0.0,0.6977192000194918,287
8,200.0,0.05,BAE,110940,0.05023594980202799,0.00023594980202798488,0.004718996040559698,0.0,4.22024500000407,253
8,200.0,0.05,BIQAE,176680,0.050004032376002525,4.03237600252182e-06,8.06475200504364e-05,1.0,0.4538709999760613,2699
8,200.0,0.05,CABIQAE_latentt,127040,0.04990905781364616,9.094218635384566e-05,0.001818843727076913,0.0,0.9716014000005089,221
9,200.0,0.05,BAE,105380,0.050184051472158445,0.00018405147215844186,0.0036810294431688373,1.0,5.008536900015315,233
9,200.0,0.05,BIQAE,114880,0.050011107056070855,1.1107056070852606e-05,0.0002221411214170521,1.0,0.35987260000547394,1925
9,200.0,0.05,CABIQAE_latentt,227640,0.05048593464180623,0.0004859346418062266,0.009718692836124532,0.0,3.408775899995817,123
10,200.0,0.05,BAE,112700,0.0500855423790975,8.55423790974974e-05,0.001710847581949948,1.0,3.8416372000065167,261
10,200.0,0.05,BIQAE,279160,0.05000946500340152,9.465003401515348e-06,0.00018930006803030697,1.0,0.6424245999951381,4641
10,200.0,0.05,CABIQAE_latentt,723560,0.0500031637815921,3.1637815920970702e-06,6.32756318419414e-05,1.0,11.755411700025434,115
11,200.0,0.05,BAE,109260,0.0500737995561942,7.379955619419426e-05,0.0014759911238838852,1.0,3.460448500001803,219
11,200.0,0.05,BIQAE,277440,0.049995366225728005,4.633774271997626e-06,9.267548543995252e-05,1.0,0.5241076999809593,4239
11,200.0,0.05,CABIQAE_latentt,243920,0.0498899158145963,0.00011008418540370268,0.0022016837080740537,0.0,2.22711320000235,163
12,200.0,0.05,BAE,106180,0.05006839600460629,6.839600460628592e-05,0.0013679200921257184,1.0,3.447658199991565,261
12,200.0,0.05,BIQAE,214040,0.04999508243606615,4.917563933851121e-06,9.835127867702242e-05,1.0,0.4395605999743566,3555
12,200.0,0.05,CABIQAE_latentt,480840,0.049847368388094435,0.00015263161190556818,0.0030526322381113635,0.0,10.601497399999062,73
