rep,T_noise,a_true,budget,algorithm,estimate,abs_error,nrmse,common_budget_ceiling
3,20.0,0.05,800,CABIQAE_latentt,0.03706854979357779,0.01293145020642221,0.2586290041284442,102300
3,20.0,0.05,1600,BAE,0.046156380856742465,0.0038436191432575373,0.07687238286515075,102300
3,20.0,0.05,1600,BIQAE,0.05517251258022395,0.005172512580223949,0.10345025160447899,102300
3,20.0,0.05,1600,CABIQAE_latentt,0.048556407365956636,0.001443592634043367,0.028871852680867338,102300
3,20.0,0.05,3200,BAE,0.04795243946155385,0.0020475605384461526,0.04095121076892305,102300
3,20.0,0.05,3200,BIQAE,0.052353368682626356,0.002353368682626353,0.047067373652527056,102300
3,20.0,0.05,3200,CABIQAE_latentt,0.05005873971350007,5.873971350006668e-05,0.0011747942700013336,102300
3,20.0,0.05,6400,BAE,0.05152335473643056,0.00152335473643056,0.0304670947286112,102300
3,20.0,0.05,6400,BIQAE,0.05038204081548245,0.0003820408154824456,0.007640816309648912,102300
3,20.0,0.05,6400,CABIQAE_latentt,0.0496964222276148,0.0003035777723852037,0.0060715554477040745,102300
3,20.0,0.05,12800,BAE,0.05126922374895536,0.001269223748955356,0.02538447497910712,102300
3,20.0,0.05,12800,BIQAE,0.05038204081548245,0.0003820408154824456,0.007640816309648912,102300
3,20.0,0.05,12800,CABIQAE_latentt,0.04917760081301008,0.000822399186989925,0.0164479837397985,102300
3,20.0,0.05,25600,BAE,0.05079731822993556,0.000797318229935555,0.0159463645987111,102300
3,20.0,0.05,25600,BIQAE,0.049955089429383,4.491057061700027e-05,0.0008982114123400053,102300
3,20.0,0.05,25600,CABIQAE_latentt,0.04795909804114881,0.0020409019588511906,0.04081803917702381,102300
3,20.0,0.05,51200,BAE,0.05143987719892028,0.0014398771989202752,0.028797543978405504,102300
3,20.0,0.05,51200,BIQAE,0.049955089429383,4.491057061700027e-05,0.0008982114123400053,102300
3,20.0,0.05,51200,CABIQAE_latentt,0.04739770009848511,0.002602299901514893,0.05204599803029786,102300
4,20.0,0.05,200,BAE,0.08110418233187727,0.03110418233187727,0.6220836466375453,101620
4,20.0,0.05,200,BIQAE,0.06000219158461717,0.010002191584617168,0.20004383169234335,101620
4,20.0,0.05,200,CABIQAE_latentt,0.04887152360060289,0.0011284763993971159,0.022569527987942317,101620
4,20.0,0.05,400,BAE,0.05358485346452834,0.0035848534645283384,0.07169706929056677,101620
4,20.0,0.05,400,BIQAE,0.05945983248221437,0.009459832482214367,0.18919664964428734,101620
4,20.0,0.05,400,CABIQAE_latentt,0.043205646806840074,0.0067943531931599285,0.13588706386319857,101620
4,20.0,0.05,800,BAE,0.03700223512755959,0.012997764872440414,0.25995529744880824,101620
4,20.0,0.05,800,BIQAE,0.04872047339357877,0.0012795266064212357,0.025590532128424714,101620
4,20.0,0.05,800,CABIQAE_latentt,0.044213237028846775,0.005786762971153228,0.11573525942306456,101620
4,20.0,0.05,1600,BAE,0.046070331894551585,0.003929668105448418,0.07859336210896836,101620
4,20.0,0.05,1600,BIQAE,0.04872047339357877,0.0012795266064212357,0.025590532128424714,101620
4,20.0,0.05,1600,CABIQAE_latentt,0.05391188207969236,0.003911882079692355,0.07823764159384711,101620
4,20.0,0.05,3200,BAE,0.04518028585551749,0.004819714144482512,0.09639428288965024,101620
4,20.0,0.05,3200,BIQAE,0.04987642411964972,0.00012357588035027955,0.002471517607005591,101620
4,20.0,0.05,3200,CABIQAE_latentt,0.055564258312878034,0.0055642583128780315,0.11128516625756063,101620
4,20.0,0.05,6400,BAE,0.04748359437491636,0.002516405625083644,0.05032811250167288,101620
4,20.0,0.05,6400,BIQAE,0.04989254432918079,0.00010745567081921203,0.0021491134163842407,101620
4,20.0,0.05,6400,CABIQAE_latentt,0.055981365101949024,0.005981365101949021,0.11962730203898042,101620
4,20.0,0.05,12800,BAE,0.04884696178807822,0.0011530382119217808,0.023060764238435616,101620
4,20.0,0.05,12800,BIQAE,0.04989254432918079,0.00010745567081921203,0.0021491134163842407,101620
4,20.0,0.05,12800,CABIQAE_latentt,0.05551752770287688,0.005517527702876876,0.11035055405753752,101620
4,20.0,0.05,25600,BAE,0.05035541924768841,0.00035541924768840716,0.007108384953768143,101620
4,20.0,0.05,25600,BIQAE,0.05003277297980912,3.277297980911614e-05,0.0006554595961823229,101620
4,20.0,0.05,25600,CABIQAE_latentt,0.055125512595893475,0.005125512595893472,0.10251025191786944,101620
4,20.0,0.05,51200,BAE,0.049946511522159204,5.348847784079902e-05,0.0010697695568159804,101620
4,20.0,0.05,51200,BIQAE,0.0500506340807671,5.063408076709519e-05,0.0010126816153419038,101620
4,20.0,0.05,51200,CABIQAE_latentt,0.05497187336492408,0.004971873364924079,0.09943746729848157,101620
5,20.0,0.05,200,BAE,0.012729369360901747,0.03727063063909826,0.7454126127819651,100120
5,20.0,0.05,200,BIQAE,0.04496142339362671,0.005038576606373295,0.1007715321274659,100120
5,20.0,0.05,200,CABIQAE_latentt,0.08379846976561546,0.03379846976561546,0.6759693953123092,100120
5,20.0,0.05,400,BAE,0.04430182653704182,0.0056981734629581796,0.11396346925916359,100120
5,20.0,0.05,400,BIQAE,0.0420097984447728,0.0079902015552272,0.159804031104544,100120
5,20.0,0.05,400,CABIQAE_latentt,0.06423133414645207,0.014231334146452071,0.2846266829290414,100120
5,20.0,0.05,800,BAE,0.04561585851606681,0.004384141483933193,0.08768282967866387,100120
5,20.0,0.05,800,BIQAE,0.0420097984447728,0.0079902015552272,0.159804031104544,100120
5,20.0,0.05,800,CABIQAE_latentt,0.05271647205761618,0.00271647205761618,0.054329441152323604,100120
5,20.0,0.05,1600,BAE,0.049582751208057045,0.00041724879194295766,0.008344975838859153,100120
5,20.0,0.05,1600,BIQAE,0.04304807466529924,0.006951925334700765,0.1390385066940153,100120
5,20.0,0.05,1600,CABIQAE_latentt,0.04838087513937818,0.0016191248606218234,0.03238249721243647,100120
5,20.0,0.05,3200,BAE,0.04989135835203146,0.00010864164796853953,0.0021728329593707907,100120
5,20.0,0.05,3200,BIQAE,0.04624896445877725,0.003751035541222754,0.07502071082445508,100120
5,20.0,0.05,3200,CABIQAE_latentt,0.048041754984497115,0.001958245015502888,0.03916490031005776,100120
5,20.0,0.05,6400,BAE,0.051524174340855065,0.0015241743408550626,0.030483486817101252,100120
5,20.0,0.05,6400,BIQAE,0.048240602422717625,0.0017593975772823775,0.03518795154564755,100120
5,20.0,0.05,6400,CABIQAE_latentt,0.051233246511415746,0.0012332465114157434,0.02466493022831487,100120
5,20.0,0.05,12800,BAE,0.05209410959727834,0.0020941095972783347,0.041882191945566694,100120
5,20.0,0.05,12800,BIQAE,0.048240602422717625,0.0017593975772823775,0.03518795154564755,100120
5,20.0,0.05,12800,CABIQAE_latentt,0.052603093429924835,0.0026030934299248326,0.05206186859849665,100120
5,20.0,0.05,25600,BAE,0.05119442249429825,0.0011944224942982487,0.023888449885964974,100120
5,20.0,0.05,25600,BIQAE,0.04844045206184501,0.0015595479381549926,0.031190958763099852,100120
5,20.0,0.05,25600,CABIQAE_latentt,0.052968059198516756,0.0029680591985167537,0.059361183970335074,100120
5,20.0,0.05,51200,BAE,0.05092781814563539,0.0009278181456353896,0.01855636291270779,100120
5,20.0,0.05,51200,BIQAE,0.04841359890427446,0.0015864010957255398,0.031728021914510796,100120
5,20.0,0.05,51200,CABIQAE_latentt,0.05315117827741342,0.003151178277413416,0.06302356554826832,100120
6,20.0,0.05,200,BAE,0.03239375787513808,0.01760624212486192,0.3521248424972384,102380
6,20.0,0.05,200,BIQAE,0.056560216979898076,0.006560216979898073,0.13120433959796146,102380
6,20.0,0.05,200,CABIQAE_latentt,0.05188104876206321,0.0018810487620632074,0.03762097524126415,102380
6,20.0,0.05,400,BAE,0.048311552382706305,0.001688447617293698,0.03376895234587396,102380
6,20.0,0.05,400,BIQAE,0.05405916020158904,0.004059160201589036,0.08118320403178073,102380
6,20.0,0.05,400,CABIQAE_latentt,0.045187750504087236,0.004812249495912767,0.09624498991825534,102380
6,20.0,0.05,800,BAE,0.04891143514028286,0.001088564859717145,0.021771297194342898,102380
6,20.0,0.05,800,BIQAE,0.052209734509494926,0.0022097345094949233,0.04419469018989847,102380
6,20.0,0.05,800,CABIQAE_latentt,0.050497219448329134,0.0004972194483291309,0.009944388966582618,102380
6,20.0,0.05,1600,BAE,0.050459046868622154,0.00045904686862215105,0.009180937372443021,102380
6,20.0,0.05,1600,BIQAE,0.052209734509494926,0.0022097345094949233,0.04419469018989847,102380
6,20.0,0.05,1600,CABIQAE_latentt,0.04913307508321815,0.0008669249167818499,0.017338498335636998,102380
6,20.0,0.05,3200,BAE,0.054239365104433654,0.004239365104433651,0.08478730208867302,102380
6,20.0,0.05,3200,BIQAE,0.050631486076703355,0.0006314860767033526,0.012629721534067051,102380
6,20.0,0.05,3200,CABIQAE_latentt,0.05147033936585713,0.0014703393658571304,0.029406787317142608,102380
6,20.0,0.05,6400,BAE,0.05296149230142644,0.0029614923014264355,0.05922984602852871,102380
6,20.0,0.05,6400,BIQAE,0.050420572407724615,0.000420572407724612,0.00841144815449224,102380
6,20.0,0.05,6400,CABIQAE_latentt,0.05223265689760871,0.002232656897608709,0.04465313795217418,102380
6,20.0,0.05,12800,BAE,0.051218119975760465,0.0012181199757604622,0.024362399515209243,102380
6,20.0,0.05,12800,BIQAE,0.050420572407724615,0.000420572407724612,0.00841144815449224,102380
6,20.0,0.05,12800,CABIQAE_latentt,0.05253649823737923,0.0025364982373792255,0.05072996474758451,102380
6,20.0,0.05,25600,BAE,0.05083112501541079,0.0008311250154107858,0.016622500308215715,102380
6,20.0,0.05,25600,BIQAE,0.05020916848089849,0.00020916848089849033,0.0041833696179698066,102380
6,20.0,0.05,25600,CABIQAE_latentt,0.052929905864644314,0.002929905864644311,0.05859811729288622,102380
6,20.0,0.05,51200,BAE,0.051228749317820545,0.001228749317820542,0.02457498635641084,102380
6,20.0,0.05,51200,BIQAE,0.05020916848089849,0.00020916848089849033,0.0041833696179698066,102380
6,20.0,0.05,51200,CABIQAE_latentt,0.05351852720126768,0.0035185272012676766,0.07037054402535353,102380
7,20.0,0.05,200,BAE,0.06437279229636826,0.014372792296368259,0.2874558459273652,34440
7,20.0,0.05,200,BIQAE,0.06604703955260392,0.01604703955260392,0.3209407910520784,34440
7,20.0,0.05,200,CABIQAE_latentt,0.1476826877056585,0.09768268770565851,1.95365375411317,34440
7,20.0,0.05,400,BAE,0.0672586500799954,0.0172586500799954,0.345173001599908,34440
7,20.0,0.05,400,BIQAE,0.06604703955260392,0.01604703955260392,0.3209407910520784,34440
7,20.0,0.05,400,CABIQAE_latentt,0.07709108830874858,0.02709108830874858,0.5418217661749716,34440
7,20.0,0.05,800,BAE,0.050049942515552025,4.994251555202195e-05,0.000998850311040439,34440
7,20.0,0.05,800,BIQAE,0.05123524123819871,0.0012352412381987088,0.024704824763974176,34440
7,20.0,0.05,800,CABIQAE_latentt,0.06648488705656126,0.01648488705656126,0.3296977411312252,34440
7,20.0,0.05,1600,BAE,0.05122900831542033,0.0012290083154203255,0.02458016630840651,34440
7,20.0,0.05,1600,BIQAE,0.05123524123819871,0.0012352412381987088,0.024704824763974176,34440
7,20.0,0.05,1600,CABIQAE_latentt,0.06131710422602869,0.01131710422602869,0.2263420845205738,34440
7,20.0,0.05,3200,BAE,0.04868885296609084,0.0013111470339091658,0.026222940678183315,34440
7,20.0,0.05,3200,BIQAE,0.05011081493351276,0.00011081493351275395,0.002216298670255079,34440
7,20.0,0.05,3200,CABIQAE_latentt,0.05845234605162243,0.008452346051622428,0.16904692103244856,34440
7,20.0,0.05,6400,BAE,0.048861461766069696,0.0011385382339303071,0.022770764678606142,34440
7,20.0,0.05,6400,BIQAE,0.04990742306229076,9.257693770924058e-05,0.0018515387541848116,34440
7,20.0,0.05,6400,CABIQAE_latentt,0.057663405384381076,0.007663405384381074,0.15326810768762147,34440
7,20.0,0.05,12800,BAE,0.048841423694570174,0.0011585763054298287,0.023171526108596574,34440
7,20.0,0.05,12800,BIQAE,0.04990742306229076,9.257693770924058e-05,0.0018515387541848116,34440
7,20.0,0.05,12800,CABIQAE_latentt,0.05739096362418825,0.00739096362418825,0.147819272483765,34440
7,20.0,0.05,25600,BAE,0.050952619606850456,0.0009526196068504536,0.019052392137009072,34440
7,20.0,0.05,25600,BIQAE,0.04989607921904328,0.0001039207809567233,0.002078415619134466,34440
7,20.0,0.05,25600,CABIQAE_latentt,0.05727800314583663,0.007278003145836626,0.1455600629167325,34440
8,20.0,0.05,200,BAE,0.031461482786903694,0.01853851721309631,0.3707703442619262,102140
8,20.0,0.05,200,BIQAE,0.05750277584339198,0.0075027758433919775,0.15005551686783955,102140
8,20.0,0.05,200,CABIQAE_latentt,0.054449033308083594,0.004449033308083591,0.08898066616167183,102140
8,20.0,0.05,400,BAE,0.06826826067629578,0.018268260676295778,0.36536521352591556,102140
8,20.0,0.05,400,BIQAE,0.05983582752397216,0.009835827523972156,0.19671655047944311,102140
8,20.0,0.05,400,CABIQAE_latentt,0.044943370855213424,0.0050566291447865785,0.10113258289573157,102140
8,20.0,0.05,800,BAE,0.05814629468232316,0.008146294682323155,0.1629258936464631,102140
8,20.0,0.05,800,BIQAE,0.058009685157586345,0.008009685157586342,0.16019370315172685,102140
8,20.0,0.05,800,CABIQAE_latentt,0.055677955398716866,0.0056779553987168635,0.11355910797433727,102140
8,20.0,0.05,1600,BAE,0.05138996330411183,0.001389963304111827,0.02779926608223654,102140
8,20.0,0.05,1600,BIQAE,0.058009685157586345,0.008009685157586342,0.16019370315172685,102140
8,20.0,0.05,1600,CABIQAE_latentt,0.058445486558634824,0.008445486558634821,0.16890973117269642,102140
8,20.0,0.05,3200,BAE,0.04813582629675925,0.001864173703240754,0.03728347406481508,102140
8,20.0,0.05,3200,BIQAE,0.052948510039121585,0.0029485100391215824,0.05897020078243165,102140
8,20.0,0.05,3200,CABIQAE_latentt,0.05592633913418678,0.0059263391341867755,0.11852678268373551,102140
8,20.0,0.05,6400,BAE,0.048979055295524515,0.0010209447044754877,0.020418894089509754,102140
8,20.0,0.05,6400,BIQAE,0.050988643514845805,0.0009886435148458023,0.019772870296916045,102140
8,20.0,0.05,6400,CABIQAE_latentt,0.05372390468555051,0.0037239046855505054,0.07447809371101011,102140
8,20.0,0.05,12800,BAE,0.048135647988186425,0.0018643520118135776,0.03728704023627155,102140
8,20.0,0.05,12800,BIQAE,0.050988643514845805,0.0009886435148458023,0.019772870296916045,102140
8,20.0,0.05,12800,CABIQAE_latentt,0.05292195666962203,0.002921956669622028,0.058439133392440556,102140
8,20.0,0.05,25600,BAE,0.04881039118139324,0.0011896088186067605,0.02379217637213521,102140
8,20.0,0.05,25600,BIQAE,0.050287105543360945,0.00028710554336094235,0.005742110867218847,102140
8,20.0,0.05,25600,CABIQAE_latentt,0.05278657586017617,0.002786575860176166,0.05573151720352332,102140
8,20.0,0.05,51200,BAE,0.04868549330029215,0.0013145066997078542,0.026290133994157083,102140
8,20.0,0.05,51200,BIQAE,0.050287105543360945,0.00028710554336094235,0.005742110867218847,102140
8,20.0,0.05,51200,CABIQAE_latentt,0.05283530016613073,0.002835300166130726,0.05670600332261452,102140
9,20.0,0.05,200,BAE,0.05301457803845555,0.003014578038455548,0.06029156076911096,102180
9,20.0,0.05,200,BIQAE,0.041947896092433504,0.008052103907566499,0.16104207815132998,102180
9,20.0,0.05,200,CABIQAE_latentt,0.06751641063493764,0.01751641063493764,0.3503282126987528,102180
9,20.0,0.05,400,BAE,0.05301457803845555,0.003014578038455548,0.06029156076911096,102180
9,20.0,0.05,400,BIQAE,0.04776189150726016,0.0022381084927398445,0.04476216985479689,102180
9,20.0,0.05,400,CABIQAE_latentt,0.053179923250824324,0.003179923250824321,0.06359846501648642,102180
9,20.0,0.05,800,BAE,0.04362472562235106,0.00637527437764894,0.1275054875529788,102180
9,20.0,0.05,800,BIQAE,0.04627484837011091,0.003725151629889095,0.0745030325977819,102180
9,20.0,0.05,800,CABIQAE_latentt,0.06119985705424588,0.01119985705424588,0.22399714108491758,102180
9,20.0,0.05,1600,BAE,0.046825575708532,0.0031744242914680046,0.06348848582936009,102180
9,20.0,0.05,1600,BIQAE,0.04627484837011091,0.003725151629889095,0.0745030325977819,102180
9,20.0,0.05,1600,CABIQAE_latentt,0.05989441579916456,0.009894415799164558,0.19788831598329115,102180
9,20.0,0.05,3200,BAE,0.04446745214876864,0.005532547851231362,0.11065095702462724,102180
9,20.0,0.05,3200,BIQAE,0.04850128674330237,0.0014987132566976341,0.029974265133952682,102180
9,20.0,0.05,3200,CABIQAE_latentt,0.057722940264636924,0.007722940264636921,0.15445880529273842,102180
9,20.0,0.05,6400,BAE,0.04529441636524485,0.0047055836347551505,0.09411167269510301,102180
9,20.0,0.05,6400,BIQAE,0.049451595405076654,0.000548404594923349,0.01096809189846698,102180
9,20.0,0.05,6400,CABIQAE_latentt,0.05668049255648191,0.006680492556481905,0.1336098511296381,102180
9,20.0,0.05,12800,BAE,0.04850863971122017,0.0014913602887798305,0.02982720577559661,102180
9,20.0,0.05,12800,BIQAE,0.049451595405076654,0.000548404594923349,0.01096809189846698,102180
9,20.0,0.05,12800,CABIQAE_latentt,0.05450549887571712,0.0045054988757171205,0.09010997751434241,102180
9,20.0,0.05,25600,BAE,0.04945893738569442,0.0005410626143055805,0.01082125228611161,102180
9,20.0,0.05,25600,BIQAE,0.04983923722952094,0.0001607627704790643,0.0032152554095812858,102180
9,20.0,0.05,25600,CABIQAE_latentt,0.05376381524453399,0.003763815244533987,0.07527630489067974,102180
9,20.0,0.05,51200,BAE,0.05001034348789422,1.0343487894214076e-05,0.00020686975788428152,102180
9,20.0,0.05,51200,BIQAE,0.04983923722952094,0.0001607627704790643,0.0032152554095812858,102180
9,20.0,0.05,51200,CABIQAE_latentt,0.05381687764065998,0.0038168776406599797,0.0763375528131996,102180
10,20.0,0.05,200,BAE,0.03114330393738597,0.01885669606261403,0.3771339212522806,101620
10,20.0,0.05,200,BIQAE,0.05073350390129478,0.0007335039012947783,0.014670078025895567,101620
10,20.0,0.05,200,CABIQAE_latentt,0.0667883328982242,0.016788332898224193,0.33576665796448385,101620
10,20.0,0.05,400,BAE,0.03114330393738597,0.01885669606261403,0.3771339212522806,101620
10,20.0,0.05,400,BIQAE,0.05091182173286946,0.0009118217328694597,0.018236434657389194,101620
10,20.0,0.05,400,CABIQAE_latentt,0.060703791064123734,0.010703791064123731,0.21407582128247463,101620
10,20.0,0.05,800,BAE,0.04060513271440658,0.009394867285593425,0.1878973457118685,101620
10,20.0,0.05,800,BIQAE,0.049156288517348753,0.0008437114826512493,0.016874229653024986,101620
10,20.0,0.05,800,CABIQAE_latentt,0.047106847411459624,0.002893152588540379,0.05786305177080758,101620
10,20.0,0.05,1600,BAE,0.05538712916639742,0.005387129166397414,0.10774258332794828,101620
10,20.0,0.05,1600,BIQAE,0.049156288517348753,0.0008437114826512493,0.016874229653024986,101620
10,20.0,0.05,1600,CABIQAE_latentt,0.04532143734180649,0.004678562658193511,0.09357125316387022,101620
10,20.0,0.05,3200,BAE,0.050388936063991766,0.0003889360639917627,0.0077787212798352545,101620
10,20.0,0.05,3200,BIQAE,0.05061431075319487,0.0006143107531948674,0.012286215063897349,101620
10,20.0,0.05,3200,CABIQAE_latentt,0.05181433455697325,0.001814334556973246,0.03628669113946492,101620
10,20.0,0.05,6400,BAE,0.04877846120660775,0.0012215387933922559,0.024430775867845117,101620
10,20.0,0.05,6400,BIQAE,0.050090417389796985,9.041738979698177e-05,0.0018083477959396355,101620
10,20.0,0.05,6400,CABIQAE_latentt,0.05483391055439383,0.004833910554393826,0.09667821108787653,101620
10,20.0,0.05,12800,BAE,0.046851157336609175,0.0031488426633908273,0.06297685326781655,101620
10,20.0,0.05,12800,BIQAE,0.050090417389796985,9.041738979698177e-05,0.0018083477959396355,101620
10,20.0,0.05,12800,CABIQAE_latentt,0.05508644005781163,0.005086440057811628,0.10172880115623256,101620
10,20.0,0.05,25600,BAE,0.04871874746616653,0.001281252533833474,0.02562505067666948,101620
10,20.0,0.05,25600,BIQAE,0.05007419181750601,7.419181750600856e-05,0.0014838363501201712,101620
10,20.0,0.05,25600,CABIQAE_latentt,0.05378794733635848,0.0037879473363584756,0.07575894672716951,101620
10,20.0,0.05,51200,BAE,0.04918405503659775,0.0008159449634022528,0.016318899268045056,101620
10,20.0,0.05,51200,BIQAE,0.049996601331994295,3.3986680057079832e-06,6.797336011415966e-05,101620
10,20.0,0.05,51200,CABIQAE_latentt,0.053491661216381776,0.0034916612163817737,0.06983322432763547,101620
11,20.0,0.05,200,BAE,0.019504916796342198,0.030495083203657805,0.609901664073156,101740
11,20.0,0.05,200,BIQAE,0.04788857177729994,0.0021114282227000652,0.042228564454001305,101740
11,20.0,0.05,200,CABIQAE_latentt,0.05415306248309852,0.0041530624830985186,0.08306124966197037,101740
11,20.0,0.05,400,BAE,0.05143134593228292,0.001431345932282918,0.02862691864565836,101740
11,20.0,0.05,400,BIQAE,0.046013173093611456,0.003986826906388546,0.07973653812777093,101740
11,20.0,0.05,400,CABIQAE_latentt,0.051614985424583516,0.0016149854245835135,0.03229970849167027,101740
11,20.0,0.05,800,BAE,0.049174334597820515,0.0008256654021794874,0.016513308043589747,101740
11,20.0,0.05,800,BIQAE,0.048520867543210916,0.0014791324567890868,0.029582649135781736,101740
