a_true,abs_error,algorithm,algorithm_key,budget,epsilon_target,estimate,normalized_abs_error,normalized_sq_error,objective_ry_offset,phase,query_budget_actual,repetition,run_kind,runtime_wall_seconds,step_index
0.49216902723816036,0.019347405032217213,CABIQAE,cabiqae_latentt,210,0.05,0.5115164322703776,0.03931048879850583,0.0015453145295774523,0.44,1_iterative,210.0,50410071,ideal_simulation_v2,0.0405324869989272,50000000
0.49216902723816036,0.0002492516398678868,CABIQAE,cabiqae_latentt,960,0.01,0.4919197755982925,0.000506435037707633,2.564764474179316e-07,0.44,1_iterative,960.0,10410074,ideal_simulation_v2,0.12994582499959506,10000000
0.7041348196258655,1.5391637532280456e-06,CABIQAE,cabiqae_latentt,116540,0.0001,0.7041332804621123,2.185893539600646e-06,4.778130566467841e-12,0.67,1_iterative,116540.0,610077,ideal_simulation_v2,11.974357097000393,100000
0.7041348196258655,0.0009277600800919883,CABIQAE,cabiqae_latentt,1580,0.005,0.7032070595457736,0.0013175886978362234,1.736039976665755e-06,0.67,1_iterative,1580.0,5510080,ideal_simulation_v2,0.18498034700132848,5000000
0.7041348196258655,0.00034052760762059986,CABIQAE,cabiqae_latentt,8450,0.001,0.7044753472334861,0.0004836113740285355,2.338799610897681e-07,0.67,1_iterative,8450.0,1510083,ideal_simulation_v2,0.8430874910009152,1000000
0.7041348196258655,0.00827631090448222,CABIQAE,cabiqae_latentt,210,0.05,0.6958585087213833,0.011753872516742958,0.00013815351913984544,0.67,1_iterative,210.0,50510086,ideal_simulation_v2,0.04616886199983128,50000000
0.7041348196258655,0.003435207589125522,CABIQAE,cabiqae_latentt,970,0.01,0.7075700272149911,0.0048786219533224935,2.380095216344018e-05,0.67,1_iterative,970.0,10510089,ideal_simulation_v2,0.11294896599974891,10000000
0.3602728053304129,1.845371743552926e-05,CABIQAE,cabiqae_latentt,143270,0.0001,0.3602912590478484,5.122151092865589e-05,2.6236431818144152e-09,0.3,1_iterative,143270.0,710092,ideal_simulation_v2,14.789859500999228,100000
0.3602728053304129,0.00014583635696313602,CABIQAE,cabiqae_latentt,2030,0.005,0.36012696897344976,0.0004047942414898254,1.638583779433231e-07,0.3,1_iterative,2030.0,5610095,ideal_simulation_v2,0.23748847200113232,5000000
0.3602728053304129,0.0004920536341134207,CABIQAE,cabiqae_latentt,11200,0.001,0.3607648589645263,0.0013657806718499032,1.865356843598773e-06,0.3,1_iterative,11200.0,1610098,ideal_simulation_v2,1.3810969299993303,1000000
0.3602728053304129,0.021141692479998364,CABIQAE,cabiqae_latentt,230,0.05,0.33913111285041453,0.05868245442674732,0.003443630457547276,0.3,1_iterative,230.0,50610101,ideal_simulation_v2,0.04828616399936436,50000000
0.3602728053304129,0.0010571605516434546,CABIQAE,cabiqae_latentt,1490,0.01,0.36132996588205635,0.002934333471753198,8.610312923451176e-06,0.3,1_iterative,1490.0,10610104,ideal_simulation_v2,0.19179274299858662,10000000
0.530324472540106,0.04032979414849325,CABIQAE,cabiqae_latentt,90840,0.0001,0.5706542666885992,0.07604739407051085,0.005783206144915569,0.48,1_iterative,90840.0,810107,ideal_simulation_v2,9.969929790000606,100000
0.530324472540106,0.0036043398228595702,CABIQAE,cabiqae_latentt,1610,0.005,0.5339288123629655,0.00679648028610822,4.619214427945767e-05,0.48,1_iterative,1610.0,5710110,ideal_simulation_v2,0.18640254400088452,5000000
0.530324472540106,0.0012582940953145272,CABIQAE,cabiqae_latentt,9000,0.001,0.5315827666354205,0.0023726872140892355,5.629644615902538e-06,0.48,1_iterative,9000.0,1710113,ideal_simulation_v2,0.8745125819987152,1000000
