dataset,algorithm,n,median_final_queries,median_runtime_seconds,median_final_relative_error
hardware_replay,CABIQAE,300,99968.0,2.251322100668144,0.0584686642564355
hardware_replay,BIQAE,300,3200.0,0.08431044694877976,0.7470245335977472
hardware_replay,DCS,300,200000.0,0.0001242999569512,0.42129978233869686
noiseless_replay,CABIQAE,300,53985.0,0.002200618889078,0.0002269214156344
noiseless_replay,BIQAE,300,55040.0,0.00897813168838375,0.00024162189721145002
noiseless_replay,DCS,300,65536.0,6.945000495761633e-05,0.00672130069863175
