abs_error_mean,abs_error_median,algorithm,algorithm_key,amplification_factor_median,budget,estimate_mean,estimate_median,grover_power_max_median,n_points,n_runs,normalized_abs_error_mean,normalized_abs_error_median,normalized_abs_error_median_ci_high,normalized_abs_error_median_ci_low,normalized_abs_error_q25,normalized_abs_error_q75,normalized_abs_error_se,normalized_abs_error_std,normalized_rmse,normalized_rmse_median,normalized_sq_error_mean,normalized_standard_deviation,query_budget_actual,query_budget_actual_mean,query_budget_actual_median,query_budget_actual_q25,query_budget_actual_q75,run_kind,runtime_wall_seconds_mean,runtime_wall_seconds_median,runtime_wall_seconds_se,runtime_wall_seconds_std,success_rate,total_repetitions
0.03560544698491841,0.029223242444636588,BIQAE,biqae,1.0,94,0.5963912907744202,0.641859913391394,0.0,1222,300,0.06348104226549546,0.05073844964439138,0.05549359367556916,0.04634948520279983,0.024887276055899764,0.08757780495928127,0.0014559281416813962,0.050895049789445035,0.08135126977146681,0.08135126977146681,0.0066180290934299705,0.07502006068915386,93.72340425531915,93.72340425531915,90.0,80.0,110.0,ideal_simulation,0.01011524113722367,0.010023739696207467,6.014325778055724e-05,0.0021024348740906005,1.0,300
0.02367664323710644,0.01992698719867403,BIQAE,biqae,1.0,169,0.5992265094060264,0.6533228933777868,0.0,1371,300,0.04279785914865079,0.03296772713080241,0.03464997515704436,0.03121474931059871,0.015730203954978567,0.05986322091293408,0.0009947937673911995,0.036834245898985846,0.05645731842741973,0.05645731842741973,0.003187428804015067,0.05209362631278212,169.48212983223925,169.48212983223925,170.0,150.0,190.0,ideal_simulation,0.01828567769024799,0.017979416682038594,9.370612765192996e-05,0.0034696583968600765,1.0,300
0.01522264927639948,0.011315898626285459,BIQAE,biqae,3.0,302,0.5793000610977768,0.5979974079671895,1.0,1035,300,0.027740700623885818,0.019579886035389925,0.02100451679559447,0.01796032909091137,0.009282102077359793,0.03769597581837564,0.000806740959964683,0.02595399893391583,0.03798033307896704,0.03798033307896704,0.0014425057007892781,0.037179030124796404,302.0676328502415,302.0676328502415,290.0,250.0,350.0,ideal_simulation,0.032514913191554265,0.031166635183401716,0.00021365135975858998,0.006873466749037834,1.0,300
0.006475372988446307,0.005066134889801122,BIQAE,biqae,15.0,580,0.572337985840726,0.5721854728123971,7.0,683,300,0.011629525081363893,0.00908764573907945,0.009890736429137742,0.008286787449684833,0.00448188186304328,0.01617938717406687,0.0003752464966021681,0.009806792767461402,0.015207834430608224,0.015207834430608224,0.00023127822806879295,0.015074195677927676,580.3660322108345,580.3660322108345,560.0,490.0,670.0,ideal_simulation,0.06231207800565675,0.06017903483692952,0.0004932761396438306,0.012891411172184808,1.0,300
0.0029851395803309317,0.0023172079187399053,BIQAE,biqae,31.0,1090,0.566216736131125,0.5678942024021003,15.0,579,300,0.0054534751645259555,0.004213620638645578,0.004567659936856569,0.003905633709278486,0.0021815338257814582,0.007621435372395187,0.0001913928623133825,0.004605375214254637,0.007135351498449657,0.007135351498449657,5.0913241006427765e-05,0.0070547494409229,1090.2936096718481,1090.2936096718481,1060.0,910.0,1255.0,ideal_simulation,0.11777216349735412,0.11440862796880921,0.0010482432405942307,0.025223267891976552,1.0,300
0.0014415977270636877,0.0011793255069196817,BIQAE,biqae,55.0,2093,0.5609088091160661,0.5668015363562674,27.0,550,300,0.002667711307439635,0.002096524887350069,0.002330256295922272,0.0019553400244743126,0.0009929518282393492,0.003647019310367361,9.84976083358411e-05,0.0023099736722167236,0.00352745803764238,0.00352745803764238,1.244296020732783e-05,0.003481486044151277,2092.7272727272725,2092.7272727272725,2060.0,1770.0,2410.0,ideal_simulation,0.2248743693650155,0.2210690947097418,0.0019555063731757296,0.045860689555892994,1.0,300
0.0008039375512960737,0.0006374427990742393,BIQAE,biqae,111.0,3838,0.5594670948272183,0.5674853446120214,55.0,542,300,0.0014873848167410702,0.0011482378547460663,0.0012275662852841982,0.00105026620552688,0.0005776970289694276,0.0020664783138447515,5.427314196533883e-05,0.0012635272354896369,0.0019508636789784043,0.0019508636789784043,3.8058690939571547e-06,0.0019296622216526753,3837.8044280442805,3837.8044280442805,3740.0,3270.0,4367.5,ideal_simulation,0.4140840754093316,0.40175050623925657,0.003634099686037671,0.08460508759057006,1.0,300
0.00038629732431522335,0.0003213327605931515,BIQAE,biqae,232.0,7306,0.5753078693430297,0.569081164646931,115.5,468,300,0.0006955608995192078,0.0005709705050474247,0.0006170686975221826,0.0005118123711640209,0.00024711286049980494,0.0009683139032447882,2.8212863118092565e-05,0.0006103375475995776,0.0009249437395347422,0.0009249437395347422,8.55520921304513e-07,0.0009100562946082459,7305.747863247863,7305.747863247863,7190.0,6170.0,8400.0,ideal_simulation,0.7867428412452246,0.7647701312659221,0.007668354902944601,0.16589188080613465,1.0,300
0.0002470030986392735,0.00020149348327075378,BIQAE,biqae,419.0,12109,0.565781320361568,0.56820416989675,209.0,258,242,0.0004538568358706308,0.00033687747584236835,0.00040592388604677304,0.00029295631390700014,0.0001585252608894076,0.0006144611556950759,2.978498228027632e-05,0.0004784176561484584,0.0006587733570900165,0.0006587733570900165,4.339823360116504e-07,0.0006507073153441179,12109.418604651162,12109.418604651162,11635.0,10580.0,12900.0,ideal_simulation,1.2986275100719165,1.2641681226561388,0.014460103880472613,0.2322636602923222,0.8066666666666666,300
0.07942463763528461,0.06944101202557063,CABIQAE,cabiqae_latentt,1.0,10,0.5495771504388034,0.5576621634158622,0.0,300,300,0.1466798141951284,0.12551647197756857,0.1318638993056709,0.10895322966842401,0.05096823380708953,0.22156303754845294,0.006752684957637895,0.11695993434134928,0.18748065334672007,0.18748065334672007,0.03514899537931302,0.16292667882068898,10.0,10.0,10.0,10.0,10.0,ideal_simulation,0.001011964185438584,0.0009900589790426849,6.027736727255583e-06,0.00010440346266255614,1.0,300
0.06608936722716745,0.05806002537832766,CABIQAE,cabiqae_latentt,1.0,25,0.5635723245204253,0.5818067877294214,0.0,599,300,0.12240970592215356,0.09562842063675019,0.10970430689326978,0.0857487803485686,0.046558902740324794,0.17021327024151997,0.004027486438682694,0.09857062220180021,0.1571116896293346,0.1571116896293346,0.024684083018184366,0.14801263133652548,24.991652754590984,24.991652754590984,20.0,20.0,30.0,ideal_simulation,0.0025297099221137896,0.002638711158811742,2.3389726150831335e-05,0.0005724513030443018,1.0,300
0.04977955332650512,0.042478494996947724,CABIQAE,cabiqae_latentt,1.0,49,0.5880678093566327,0.6153461149438368,0.0,704,300,0.09056787363693965,0.0719835295750501,0.07745154091160647,0.06508841769453559,0.03239581772521804,0.12962558489213105,0.0029100583144307302,0.07721257237616647,0.11897837042365317,0.11897837042365317,0.014155852628668026,0.11686070411597442,49.40340909090909,49.40340909090909,50.0,40.0,60.0,ideal_simulation,0.005007773674765117,0.004916132407798802,3.771466797720413e-05,0.0010006832221857453,1.0,300
0.03623752621442323,0.028110033284203084,CABIQAE,cabiqae_latentt,1.0,88,0.604382579704826,0.6427136322680878,0.0,872,300,0.06420591708492397,0.047200043425182296,0.052237370941618635,0.04432165177577492,0.02316532749501598,0.090116461967799,0.0019238625921977083,0.05681098153200226,0.08570989536845776,0.08570989536845776,0.007346186164071976,0.08098044336381696,88.44036697247707,88.44036697247707,90.0,80.0,100.0,ideal_simulation,0.008972678573921561,0.008844804261096113,5.730390952000329e-05,0.0016921641694449456,1.0,300
0.02478396083261521,0.02024781989668012,CABIQAE,cabiqae_latentt,3.0,160,0.5881330072944779,0.6141059844725844,1.0,926,300,0.0444114093228187,0.035330832145046676,0.03838319511785346,0.0317295152711216,0.018222871483942582,0.06172480516154798,0.001174322722194171,0.03573493179688154,0.05699104837350215,0.05699104837350215,0.0032479795947108615,0.05468615254251731,160.39956803455723,160.39956803455723,160.0,130.0,180.0,ideal_simulation,0.016224298799630787,0.015767455185805135,0.00011308370097141404,0.0034411650776899915,1.0,300
0.01306977888793596,0.010196175540319319,CABIQAE,cabiqae_latentt,7.0,307,0.5737648102735712,0.5771574971075519,3.0,594,299,0.023681203519811813,0.018445206891375562,0.020678630592761364,0.01603082715135008,0.007985018760485685,0.03240326239619606,0.0008807472045206043,0.021465672342903457,0.03194994168447522,0.03194994168447522,0.0010207987736413672,0.030599111824670042,306.73400673400675,306.73400673400675,300.0,260.0,350.0,ideal_simulation,0.031033489562573836,0.030188073092119173,0.00026457784800079,0.006448321794523061,0.9966666666666667,300
0.006968058541501293,0.005014006064684107,CABIQAE,cabiqae_latentt,15.0,567,0.5723529300364215,0.5702875346434868,7.0,500,295,0.012576988157309467,0.008940084454488881,0.009717810011129969,0.007975510039506306,0.004420275606898175,0.015322447771974806,0.0007038727425493151,0.015739072998494773,0.020134637149036134,0.020134637149036134,0.000405403613123346,0.0196803017814928,567.04,567.04,560.0,470.0,650.0,ideal_simulation,0.05731630917846816,0.05609075686303431,0.0005393097011777433,0.012059331527585326,0.9833333333333333,300
0.004373674786025626,0.0027769937529061872,CABIQAE,cabiqae_latentt,33.0,1042,0.5667325295446938,0.568864716879906,16.0,459,295,0.008008024700317544,0.00480904540662716,0.005535531501066974,0.004288182116629597,0.002197126488441347,0.008467970573053051,0.0006656488684257572,0.014261051257209244,0.016342060890402067,0.016342060890402067,0.0002670629541456088,0.01615530512859194,1042.2004357298474,1042.2004357298474,1030.0,870.0,1200.0,ideal_simulation,0.10516388138931344,0.1025291325453584,0.0010357791091378402,0.022190827127063276,0.9833333333333333,300
0.0029223303300067987,0.0013717611134553276,CABIQAE,cabiqae_latentt,67.0,1962,0.565818109677722,0.5682780206561545,33.0,457,297,0.005258517039095198,0.002309337070685535,0.0026772589678692085,0.002150485173892692,0.0010780336215954857,0.004357729934759268,0.0007120123719301782,0.015221086010078542,0.016088085627534478,0.016088085627534478,0.00025882649915888147,0.015765128843406057,1961.7286652078774,1961.7286652078774,1910.0,1680.0,2240.0,ideal_simulation,0.19816805418217484,0.1923240634484281,0.0018990203159943123,0.04059641756824764,0.99,300
0.0019912088715143316,0.0006792851482665396,CABIQAE,cabiqae_latentt,119.0,3626,0.5672328962392229,0.5690065203988707,59.0,435,298,0.0036542701803067975,0.0012673459055213255,0.0014046752018279124,0.001036916262042036,0.0005588493953001027,0.002465088199934555,0.0006187212112517055,0.012904453987091367,0.013397604536572377,0.013397604536572377,0.00017949580731838475,0.01318660820620293,3625.885057471264,3625.885057471264,3550.0,3070.0,4175.0,ideal_simulation,0.36451128423420287,0.3563439808535429,0.003566466097520207,0.07438454802424387,0.9933333333333333,300
0.0018627698233330064,0.0003393573031774677,CABIQAE,cabiqae_latentt,235.0,6791,0.5766269332204063,0.6045153486626333,117.0,404,296,0.00344484070407021,0.0005942724611019149,0.0006651556961349117,0.0004961751212991436,0.00024090009593058487,0.0012386982109636715,0.0007455310760107477,0.014984989171176877,0.01535776713430079,0.01535776713430079,0.0002358610113514095,0.014970770296794271,6790.816831683168,6790.816831683168,6570.0,5727.5,7850.0,ideal_simulation,0.6870498243311046,0.6629796035271771,0.0070234865033365085,0.14117033157030637,0.9866666666666667,300
0.0017084416283382395,0.00024182661368338243,CABIQAE,cabiqae_latentt,433.0,11275,0.5651602041515463,0.5685414861161816,216.0,230,223,0.0030037801379493843,0.00041996454021036005,0.0005037469783500512,0.0003664681317957861,0.00020424929350304564,0.0008055666240759398,0.0009856444977516437,0.014948038917130925,0.01521496196213621,0.01521496196213621,0.00023149506750925176,0.014780164035467032,11275.434782608696,11275.434782608696,10835.0,9982.5,12217.5,ideal_simulation,1.1448218037133597,1.1014666000119178,0.013729239845284126,0.20821423137659822,0.7433333333333333,300
