target_name,algorithm,algorithm_key,budget,query_budget_actual_median,normalized_abs_error_median,processed_relative_error_median,cva_relative_error_median,abs_error_mean,abs_error_median,amplification_factor_median,cva_abs_error_median,estimate_mean,grover_power_max_median,mae_ci_high,mae_ci_low,n_points,n_runs,normalized_abs_error_ci_high,normalized_abs_error_ci_low,normalized_abs_error_mean,normalized_abs_error_median_ci_high,normalized_abs_error_median_ci_low,normalized_abs_error_se,normalized_abs_error_std,processed_abs_error_median,processed_abs_error_median_ci_high,processed_abs_error_median_ci_low,processed_abs_error_se,processed_relative_error_median_ci_high,processed_relative_error_median_ci_low,processed_relative_error_se,query_budget_actual_mean,runtime_wall_seconds_ci_high,runtime_wall_seconds_ci_low,runtime_wall_seconds_mean,runtime_wall_seconds_median,runtime_wall_seconds_median_ci_high,runtime_wall_seconds_median_ci_low,runtime_wall_seconds_se,success_rate,total_repetitions
cva,BIQAE,biqae,128,128.0,0.12084589103176135,0.12084589103176122,0.12084589103176122,0.038313550476559,0.022457385655995865,1.0,0.11767921939201864,0.22055918478206796,0.0,0.05417025166465128,0.02544652003283397,25,25,0.28828675050009994,0.13694276585307805,0.20616981944619062,0.24161854009447023,0.0805857077682585,0.03973699104643525,0.19868495523217625,0.11767921939201864,0.23528711606324615,0.07847402260313152,0.03869571441285588,0.2416185400944701,0.08058570776825855,0.03973699104643525,128.0,31.763336404013668,0.7608761316342026,11.137571738692625,0.6505582983601746,0.977091330769233,0.6414360181817551,10.256749492100612,1.0,25
cva,BIQAE,biqae,256,256.0,0.16861897213652066,0.16861897213652052,0.16861897213652052,0.04400707891750655,0.03133529203067578,1.0,0.1642004444362537,0.22044550001819624,0.0,0.0717407274495476,0.01900362820820961,7,7,0.3878186100403818,0.10226018513639341,0.23680738020684317,0.5182642975045434,0.05763262079531333,0.07958888395149528,0.21057239406083622,0.1642004444362537,0.504683588729204,0.056122403242706675,0.0775033197713965,0.5182642975045434,0.057632620795313325,0.07958888395149527,256.0,2.2233007373225675,1.386592651541435,1.7781526906079315,1.429120909290317,2.5372090679730346,1.2828720363635102,0.2322668975522601,0.28,25
cva,BIQAE,biqae,768,768.0,0.1737089678907632,0.1737089678907632,0.1737089678907632,0.03530941367603797,0.03228119094924442,5.0,0.16915706085038185,0.22114432675631387,2.0,0.038808894150734755,0.03193380441927263,17,17,0.20885400817285008,0.17136802999097436,0.19000419830037646,0.21535669319049258,0.1681542553438483,0.009755701285822751,0.04022378685342123,0.16915706085038185,0.20971344022646887,0.16374790518205873,0.009500060797562413,0.2153566931904926,0.1681542553438482,0.00975570128582275,768.0,277.3472056455896,4.402954128543243,95.85048143418405,3.8937194289541557,6.401009872512077,3.8179637868133898,90.49622100332539,0.68,25
cva,BIQAE,biqae,3712,3712.0,0.14144676685560278,0.14144676685560267,0.14144676685560267,0.029263005750023344,0.026285747624096995,23.0,0.1377402654486397,0.21509791883029925,11.0,0.03612697889564754,0.023864578036864408,19,19,0.1943096841139488,0.1285846679213093,0.15746775062327753,0.15815006080812707,0.11291850603633709,0.01763298715097614,0.07686040906385617,0.1377402654486397,0.15400586270499894,0.10995956529276318,0.017170928574898728,0.15815006080812713,0.11291850603633707,0.01763298715097614,3826.5263157894738,1364.975587794007,21.61055114649625,471.1266410176054,21.200568851136495,28.374394351627373,18.314752673958864,445.53500223591834,0.76,25
cva,BIQAE,biqae,18944,18944.0,0.12352945521689682,0.12352945521689676,0.12352945521689676,0.03075599404722231,0.022956085573085858,120.0,0.12029246288585105,0.21659090712749823,59.5,0.04239614142399894,0.021465941936509556,10,10,0.22810617404327266,0.11584814012994825,0.16550170007040876,0.23808353504249688,0.10223360020802069,0.03014021610977416,0.09531173207658593,0.12029246288585105,0.23184474304161218,0.09955464902777389,0.029350415424325555,0.23291874752720715,0.10223360020802075,0.030140216109774163,19123.2,141.6268602253802,95.25513164287491,116.19274515010184,96.58940960018663,151.5314283000771,88.9055207001511,12.674003782817808,0.4,25
cva,BIQAE,biqae,23424,23424.0,0.1598752032868353,0.15987520328683522,0.15987520328683522,0.03341135587985913,0.02971039450650048,149.0,0.1556857991802989,0.21924626896013502,74.0,0.040691301760438586,0.028498414773678683,11,11,0.21819440065347448,0.15280419401793613,0.17979052119999797,0.18695504586953268,0.15137578872260268,0.01852807793887283,0.06145068260970261,0.1556857991802989,0.18205603576164053,0.14740910509770777,0.018042564211868676,0.1869550458695326,0.15137578872260274,0.018528077938872834,24029.090909090908,12892.633915197524,134.1247752272614,4395.970391063613,130.764563200064,210.31056700018235,119.05216859991197,4243.100746511759,0.44,25
cva,CABIQAE,cabiqae_latentt,128,128.0,0.1951299981712945,0.19512999817129456,0.19512999817129456,0.0483359383158916,0.036261966249516914,1.0,0.19001676986045646,0.22948977029400278,0.0,0.0597910711833968,0.03760498333673758,25,25,0.3216370774443413,0.2000143551227606,0.26010149285033274,0.33725108305114987,0.14774728220066913,0.030974665627897784,0.15487332813948892,0.19001676986045646,0.32841368335925747,0.1438756807386803,0.030162998848357943,0.3372510830511498,0.14774728220066904,0.030974665627897784,128.0,0.354665039929373,0.27841294776044917,0.3139439290541502,0.26058427086301644,0.30747684767486005,0.25010485555523904,0.019875122048772488,1.0,25
cva,CABIQAE,cabiqae_latentt,256,256.0,0.1564018190431439,0.15640181904314387,0.15640181904314387,0.03499924070145816,0.029064918447479687,1.0,0.1523034322420742,0.21922945063350988,0.0,0.044196052420689164,0.026482458132888475,25,25,0.23730616999602308,0.14182808401486904,0.18833512024911803,0.27452264313413,0.12453569253678368,0.024876698311291908,0.12438349155645954,0.1523034322420742,0.2673289929317284,0.12127233254725533,0.02422482397481078,0.2745226431341299,0.12453569253678352,0.02487669831129191,256.0,0.7089156551923123,0.5558837452017905,0.6278878581083004,0.5211685417260329,0.6149536953497201,0.5002097111104781,0.039750244097544976,1.0,25
cva,CABIQAE,cabiqae_latentt,896,896.0,0.03593193608052313,0.035931936080523134,0.035931936080523134,0.011158762582890072,0.006677408218330044,5.0,0.034990367923130594,0.17775049217635644,2.0,0.015092365981852767,0.007450683228305196,24,24,0.0817688059140157,0.0405299091265468,0.06004664246308644,0.08680060485498384,0.019945405876679628,0.010651992445922187,0.05218389247298058,0.034990367923130594,0.08452606319403044,0.019422752184497072,0.010372865351924521,0.08680060485498386,0.01994540587667959,0.010651992445922187,896.0,2.5088090114703854,1.9544786954020497,2.209561983726655,1.8139800154470107,2.1523379337240205,1.7507339888866733,0.1445122747375869,0.96,25
cva,CABIQAE,cabiqae_latentt,1536,1536.0,0.0697752121253833,0.06977521212538332,0.06977521212538332,0.0143463742800827,0.01296667048047842,5.0,0.06794680750601234,0.17319856745432705,2.0,0.018272176072802494,0.0103853130778644,25,25,0.09806609554498565,0.056256316258543694,0.07719956407699041,0.11929796835180914,0.03594127588727847,0.010891482369920272,0.054457411849601366,0.06794680750601234,0.11617185880986958,0.03499946298758716,0.010606079630603981,0.11929796835180917,0.035941275887278516,0.010891482369920272,1541.12,4.263080936001446,3.3598424521150547,3.778245434221439,3.1270112503561975,3.689722172098321,3.001258266662868,0.23781222023656207,1.0,25
cva,CABIQAE,cabiqae_latentt,2176,2176.0,0.09470300886603258,0.0947030088660326,0.0947030088660326,0.01566783382897187,0.017599125421059764,5.0,0.09222139091598136,0.17016707925130406,2.0,0.019325632726029735,0.012052766218024787,24,24,0.10368317450416292,0.06438930905334446,0.08431049671599526,0.12290273867672846,0.04000076013914023,0.010224959497955393,0.05009186682123033,0.09222139091598136,0.11968216896027861,0.038952571643699696,0.00995702246688843,0.12290273867672846,0.0400007601391403,0.010224959497955391,2176.0,6.086147519284157,4.736020742112485,5.366079103336163,4.405380037514169,5.227106410472621,4.253351916258387,0.3509583815055682,0.96,25
cva,CABIQAE,cabiqae_latentt,2816,2816.0,0.11075950150929548,0.1107595015092955,0.1107595015092955,0.01704438942390964,0.020582982335794614,5.0,0.10785713578327072,0.1698278356653992,2.0,0.020248069130294536,0.013733448429114909,25,25,0.10924559649628202,0.07398373699806826,0.09171790779995631,0.12575973183508063,0.05946769160700654,0.009282509694797967,0.04641254847398983,0.10785713578327072,0.12246429685732774,0.05790938746538399,0.009039268820448119,0.12575973183508063,0.05946769160700657,0.009282509694797967,2821.12,7.789287883617584,6.129666107594636,6.917684724762941,5.732853958986362,6.764490648846922,5.502306822215259,0.43645010351545527,1.0,25
cva,CABIQAE,cabiqae_latentt,3584,3584.0,0.09381196680722527,0.09381196680722532,0.09381196680722532,0.017941691089139046,0.017433538697510437,5.0,0.09135369791433567,0.16837236383028922,2.0,0.020241877841487677,0.015614071053332875,49,25,0.10890007312709027,0.08407631350896272,0.0965463958938044,0.12344266759275889,0.07249473333628621,0.0064164684689691515,0.04491527928278406,0.09135369791433567,0.12020794946322466,0.07059506579999919,0.006248329953422548,0.12344266759275892,0.07249473333628623,0.0064164684689691515,3772.081632653061,10.154354942835829,8.469191692431963,9.277665796670458,8.00335537776765,8.82947706939572,7.737572218602128,0.4349887642934438,1.0,25
