profile,scenario_id,objective_ry_offset,a_true,rep,budget,algorithm,estimate,abs_error,nrmse,k_max_budget,time_to_budget_seconds
realistic,1,-0.6465633030494207,0.3223500793991444,1,300,BAE,0.27055051133363084,0.05179956806551356,0.16069351731529632,1,0.2627683219724418
realistic,1,-0.6465633030494207,0.3223500793991444,1,300,BIQAE,0.32044768107745497,0.0019023983216894247,0.005901653026533966,1,0.028160613545288277
realistic,1,-0.6465633030494207,0.3223500793991444,1,300,CABIQAE_latentt,0.35798216466099625,0.035632085261851854,0.11053847211165424,1,0.02994278449835843
realistic,1,-0.6465633030494207,0.3223500793991444,1,525,BAE,0.27055051133363084,0.05179956806551356,0.16069351731529632,1,0.4598445634517732
realistic,1,-0.6465633030494207,0.3223500793991444,1,525,BIQAE,0.3342287655530445,0.011878686153900087,0.03685026594701567,1,0.04928107370425449
realistic,1,-0.6465633030494207,0.3223500793991444,1,525,CABIQAE_latentt,0.35698419454832353,0.034634115149179134,0.1074425519414687,3,0.05239987287212726
realistic,1,-0.6465633030494207,0.3223500793991444,1,917,BAE,0.30666227681525093,0.015687802583893462,0.04866697291694572,7,0.8031951708290973
realistic,1,-0.6465633030494207,0.3223500793991444,1,917,BIQAE,0.317027231568205,0.005322847830939392,0.016512630742517884,9,0.08607760873676451
realistic,1,-0.6465633030494207,0.3223500793991444,1,917,CABIQAE_latentt,0.35698419454832353,0.034634115149179134,0.1074425519414687,3,0.09152511128331561
realistic,1,-0.6465633030494207,0.3223500793991444,1,1604,BAE,0.30666227681525093,0.015687802583893462,0.04866697291694572,7,1.4049346281459891
realistic,1,-0.6465633030494207,0.3223500793991444,1,1604,BIQAE,0.317027231568205,0.005322847830939392,0.016512630742517884,9,0.15056541375547466
realistic,1,-0.6465633030494207,0.3223500793991444,1,1604,CABIQAE_latentt,0.3346919443332933,0.012341864934148905,0.038287147182200026,11,0.16009408778455642
realistic,1,-0.6465633030494207,0.3223500793991444,1,2805,BAE,0.32508326592554393,0.0027331865263995336,0.00847893858594405,17,2.456883810442331
realistic,1,-0.6465633030494207,0.3223500793991444,1,2805,BIQAE,0.317027231568205,0.005322847830939392,0.016512630742517884,9,0.2633017366484454
realistic,1,-0.6465633030494207,0.3223500793991444,1,2805,CABIQAE_latentt,0.33443604021047313,0.012085960811328733,0.03749327697966378,11,0.2799650350596513
