profile,scenario_id,objective_ry_offset,a_true,rep,algorithm,final_queries,final_estimate,final_abs_error,final_nrmse,coverage,runtime_seconds,k_max
realistic,1,-0.6465633030494207,0.3223500793991444,1,BAE,13860,0.30457689687189876,0.017773182527245635,0.055136274699775396,0.0,10.847425299987663,39
realistic,1,-0.6465633030494207,0.3223500793991444,1,BIQAE,8832,0.3213181217603816,0.0010319576387627927,0.003201356862347749,1.0,0.9023465999634936,103
realistic,1,-0.6465633030494207,0.3223500793991444,1,CABIQAE_latentt,6656,0.3238070333017038,0.0014569539025593992,0.004519787633603624,1.0,0.9493204000173137,9
realistic,1,-0.6465633030494207,0.3223500793991444,2,BAE,12068,0.32045210315176265,0.0018979762473817496,0.00588793479101835,1.0,10.171262199990451,35
realistic,1,-0.6465633030494207,0.3223500793991444,2,BIQAE,14848,0.3402427912684879,0.01789271186934349,0.05550708069529634,0.0,1.5480373000027612,175
realistic,1,-0.6465633030494207,0.3223500793991444,2,CABIQAE_latentt,10368,0.34014374408668613,0.017793664687541733,0.05519981481223411,0.0,1.5254707999993116,11
realistic,1,-0.6465633030494207,0.3223500793991444,3,BAE,12196,0.3182743137075269,0.0040757656916174945,0.012643910928189188,1.0,10.89901519997511,25
realistic,1,-0.6465633030494207,0.3223500793991444,3,BIQAE,12160,0.32549456926153236,0.003144489862387967,0.009754890919367067,0.0,1.3139506000443362,141
realistic,1,-0.6465633030494207,0.3223500793991444,3,CABIQAE_latentt,7616,0.31513928649163336,0.007210792907511032,0.02236944666169104,0.0,1.015433499997016,17
realistic,1,-0.6465633030494207,0.3223500793991444,4,BAE,13988,0.3174373384171443,0.004912740982000119,0.015240390171944096,0.0,11.409322499996051,33
realistic,1,-0.6465633030494207,0.3223500793991444,4,BIQAE,12224,0.3254967885854183,0.0031467091862739105,0.009761775744368756,0.0,1.2364449999877252,141
realistic,1,-0.6465633030494207,0.3223500793991444,4,CABIQAE_latentt,7808,0.32455158893906705,0.0022015095399226525,0.0068295610288858395,1.0,1.062765600043349,9
realistic,1,-0.6465633030494207,0.3223500793991444,5,BAE,14884,0.3129044335650196,0.009445645834124772,0.029302446122337896,0.0,11.96161930001108,49
