abs_error_mean,abs_error_median,abs_error_se,abs_error_std,algorithm,amplification_factor_median,budget,estimate_mean,estimate_se,estimate_std,grover_power_max_median,mae_ci_high,mae_ci_low,n_points,n_runs,normalized_abs_error_ci_high,normalized_abs_error_ci_low,normalized_abs_error_mean,normalized_abs_error_median,normalized_abs_error_median_ci_high,normalized_abs_error_median_ci_low,normalized_abs_error_q25,normalized_abs_error_q75,normalized_abs_error_se,normalized_abs_error_std,run_kind,success_rate,total_repetitions
0.027228408123781883,0.027388066103137876,0.0029708181694778958,0.0183133531242042,BAE,1.0,256,0.36199783143561204,0.005364960481825471,0.03307183751954012,0.0,0.03326305273637605,0.021462935047906806,38,38,0.09232740369029488,0.059574119196209536,0.07557719517244774,0.07602035373727353,0.09121228715066519,0.052255906454143644,0.03595761389498726,0.1018878720567563,0.00824602391721824,0.05083190530411721,hardware_replay,0.12666666666666668,300
0.021912659324549166,0.01822172666597327,0.0011065325538815736,0.016449789017149392,CABIQAE,1.0,256,0.3655135048620504,0.0018116678045742253,0.02693237813010402,0.0,0.024214781474772653,0.019810704559773296,221,221,0.06721234885482082,0.054988065340109506,0.06082240735448423,0.050577580090347886,0.058216396426569984,0.047327658959020115,0.025572507298643757,0.08321635853370284,0.003071374074062437,0.04565925813374391,hardware_replay,0.7366666666666667,300
0.027228408123781883,0.027388066103137876,0.0029708181694778958,0.0183133531242042,BAE,1.0,512,0.36199783143561204,0.005364960481825471,0.03307183751954012,0.0,0.03326305273637605,0.021462935047906806,38,38,0.09232740369029488,0.059574119196209536,0.07557719517244774,0.07602035373727353,0.09121228715066519,0.052255906454143644,0.03595761389498726,0.1018878720567563,0.00824602391721824,0.05083190530411721,hardware_replay,0.12666666666666668,300
0.02142366716853717,0.01822172666597327,0.0010943968245894413,0.016269378431193707,CABIQAE,1.0,512,0.3660024970180624,0.0017705149716196551,0.026320597286254466,0.0,0.02363608362995914,0.01934946376502754,221,221,0.06560607206608905,0.053707811077446675,0.05946512434900305,0.050577580090347886,0.058216396426569984,0.047327658959020115,0.025572507298643757,0.0799758676843613,0.0030376892410343033,0.04515849709020573,hardware_replay,0.7366666666666667,300
0.027228408123781883,0.027388066103137876,0.0029708181694778958,0.0183133531242042,BAE,1.0,1024,0.36199783143561204,0.005364960481825471,0.03307183751954012,0.0,0.03326305273637605,0.021462935047906806,38,38,0.09232740369029488,0.059574119196209536,0.07557719517244774,0.07602035373727353,0.09121228715066519,0.052255906454143644,0.03595761389498726,0.1018878720567563,0.00824602391721824,0.05083190530411721,hardware_replay,0.12666666666666668,300
0.012873688935124663,0.00901250668397885,0.0008689533637073788,0.012917920443087554,CABIQAE,3.0,1024,0.35649538036905354,0.0012014773407716388,0.017861244746256607,1.0,0.014534127123839159,0.011294792705386825,221,221,0.040342004472165585,0.031350666878750835,0.035733168711743216,0.025015784013209967,0.03026982496585044,0.020283348033526487,0.013621273024755813,0.04367241499832056,0.0024119315997510426,0.0358559409757289,hardware_replay,0.7366666666666667,300
0.02657989178830995,0.026879994953326436,0.0029794559481742854,0.018366599968154772,BAE,1.0,2048,0.36333667150408366,0.0052647686948785665,0.03245421386510214,0.0,0.032482445627514685,0.020893279854801067,38,38,0.09016069252777606,0.057992941864261585,0.07377712498708594,0.07461011365727227,0.08761558271401619,0.04436824208078713,0.03544707285703115,0.09943780378997746,0.008269999578352219,0.05097970120534194,hardware_replay,0.12666666666666668,300
0.010999838508260036,0.008125903725848038,0.0005821059162747459,0.008653626569561203,CABIQAE,3.0,2048,0.35776341844714976,0.0009274741608396843,0.013787894636404289,1.0,0.01210440783809131,0.009915186329288981,221,221,0.0335978948702224,0.02752132878915348,0.03053197006688273,0.02255486288618321,0.02905750039313412,0.02006365801007258,0.013551213284572514,0.03935214576209444,0.0016157364854138404,0.024019649669712935,hardware_replay,0.7366666666666667,300
0.012519701033573485,0.004006475199021253,0.003154616328785238,0.019446361071158304,BAE,11.0,4096,0.36124158956913816,0.003763314115197593,0.023198626229294843,5.0,0.018616592931807174,0.006702925587183502,38,38,0.051673600272808685,0.018605138905880295,0.034750613558221344,0.011120670613333805,0.019377903796733327,0.006588526941850867,0.004343220726652527,0.03320163498055611,0.008756187761360675,0.05397676644875731,hardware_replay,0.12666666666666668,300
0.005213558124700709,0.003077186759350925,0.00038520802076823257,0.00572652891875904,CABIQAE,11.0,4096,0.36249825471163416,0.0004994238116859998,0.007424468718571925,5.0,0.005987166438966555,0.004463722438145236,221,221,0.016618424567115504,0.012389840065923027,0.01447113977953251,0.008541268488274545,0.009734009768667076,0.0069878866269265675,0.004193214570617898,0.017276503387047684,0.0010692120389573982,0.015894979676601275,hardware_replay,0.7366666666666667,300
0.007433441575721298,0.0035455761309747535,0.0022588129279922865,0.013924258043403005,BAE,13.0,8192,0.35976709945433916,0.0025668523233307572,0.01582314040549357,6.0,0.01229059529309293,0.0037764319232356353,38,38,0.034114690621239084,0.010482145383613395,0.020632813428435013,0.00984136487271927,0.013814688699986075,0.006588526941850867,0.004343220726652527,0.01807120293972305,0.006269729201238732,0.038649206482939534,hardware_replay,0.12666666666666668,300
0.0025244734319007194,0.001945656471569246,0.0001445506316361403,0.002148899627371175,CABIQAE,11.0,8192,0.3604897868569155,0.0002228203500676435,0.003312462642407164,5.0,0.0028123681372313096,0.0022539761073199216,221,221,0.007806218220251275,0.006256303761958271,0.00700711625898457,0.005400508844359896,0.006484912765937186,0.004732952797627864,0.002905031357145861,0.009800892806139902,0.00040122548662414377,0.005964645667330843,hardware_replay,0.7366666666666667,300
0.0033128778040909376,0.0011895698209579142,0.001828292625410123,0.011270352661603075,BAE,33.0,16384,0.3589298612588122,0.0018948711412949911,0.011680770197220648,16.0,0.00715426866419546,0.0011738477275682836,38,38,0.019857920326887143,0.0032582190778782934,0.00919547008565533,0.0033018584898933394,0.005455315792476234,0.001499060821656249,0.0007268398051002414,0.0076610216204810065,0.005074745021993436,0.03128282927507344,hardware_replay,0.12666666666666668,300
0.0013031241240170784,0.000959314902385211,7.703137576129716e-05,0.0011399602600606377,CABIQAE,23.0,16384,0.3602524820045982,0.00011713896332105279,0.0017334983540277383,11.0,0.0014523319089591363,0.0011522040083323372,219,219,0.00403120048882728,0.0031981431606408076,0.0036170482610308565,0.002662745808708502,0.0031514301929481186,0.00242479298316517,0.00132699087437587,0.004858045934200009,0.00021381401710476107,0.0031641585020972065,hardware_replay,0.73,300
0.0027826223860774268,0.0006808958065586401,0.0018304466157461972,0.01128363074979303,BAE,45.0,32768,0.3587271846955224,0.0018695557521238588,0.01152471565772351,22.0,0.00654402852392601,0.0007925880193981348,38,38,0.01816409239638379,0.0021999662690922166,0.007723653700493524,0.0018899450540935997,0.002932725677884274,0.0014625794201595242,0.0014035264696320052,0.0036465779127530205,0.0050807237978105525,0.03131968492444109,hardware_replay,0.12666666666666668,300
0.0009250859100593648,0.0007549283343943614,4.6809997127501355e-05,0.0006783413038626675,CABIQAE,23.0,32768,0.36027853713814406,7.928227192419397e-05,0.0011489092717473321,11.0,0.0010174837169212565,0.0008334378421032198,210,210,0.002824203497647021,0.0023133520759049753,0.0025677372712351993,0.0020954352458049186,0.002419214597058689,0.0019089967630292976,0.0011871606257325557,0.00357166305730383,0.00012992931033073958,0.0018828545863753107,hardware_replay,0.7,300
0.0024767626074771467,0.00047923266717983526,0.0018503726213098463,0.011406462897512827,BAE,45.0,65536,0.3587417967780873,0.001877850142404415,0.011575845713315061,22.0,0.006243357064641345,0.0005137177689836528,38,38,0.017329526326349962,0.0014259132562406778,0.006874686545396238,0.0013301938422477437,0.002265872328616465,0.0011086551354121002,0.0007246269105544996,0.0026159965383199418,0.0051360319011945245,0.0316606269714189,hardware_replay,0.12666666666666668,300
0.0006168076962523514,0.0005163051466547108,0.00010183759232092682,0.0004989002756396904,CABIQAE,33.0,65536,0.3603482851266176,0.00016329289826468477,0.0007999685587373647,16.0,0.0008118575609287699,0.0004281327817262607,24,24,0.002253452242070284,0.0011883571987444685,0.0017120573274651291,0.0014330949741854586,0.0021890320656170067,0.0007179141421844864,0.0006354964087974838,0.002567909828683752,0.00028266799717933103,0.0013847847194076713,hardware_replay,0.08,300
