a_true,algorithm,algorithm_key,amplification_factor_max,ci_high,ci_low,coverage,final_abs_error,final_estimate,final_normalized_abs_error,final_queries,k_max,objective_ry_offset,repetition,run_kind
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3612454746213108,0.35834751364134404,1.0,0.00047631119908547737,0.3597964941313274,0.0013220847980702944,56832.0,11,0.3,0,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36110369175630397,0.3582758417747321,1.0,0.0005830385648948888,0.359689766765518,0.0016183252143057907,62720.0,11,0.3,1,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36173883646456917,0.3587906234561275,1.0,8.075370064586362e-06,0.3602647299603483,2.2414597896669694e-05,56832.0,11,0.3,2,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36252219913510286,0.359542763719972,1.0,0.0007596760971245176,0.3610324814275374,0.0021086134892357596,50944.0,11,0.3,3,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.36157440724476564,0.358715829119496,1.0,0.00012768714828209626,0.3601451181821308,0.00035441794771323915,62720.0,11,0.3,4,hardware_replay
0.3602728053304129,BAE,bae,45,0.3611356279466367,0.35891724995421037,1.0,0.00024636637998937116,0.3600264389504235,0.0006838328520617147,69120.0,22,0.3,4,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,23,0.3620811721940908,0.35926311957595297,1.0,0.00039934055460899565,0.3606721458850219,0.0011084393512376073,56832.0,11,0.3,5,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.36156641442177984,0.35863247942866283,1.0,0.00017335840519155932,0.36009944692522133,0.0004811864859812805,55040.0,16,0.3,6,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.36041723279301635,0.3574411390002269,1.0,0.0013436194337912988,0.3589291858966216,0.0037294500553796735,26368.0,16,0.3,7,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.3614123978767062,0.3584513436575514,1.0,0.000340934563284101,0.3599318707671288,0.00094632333675983,57344.0,16,0.3,8,hardware_replay
0.3602728053304129,BAE,bae,43,0.29056942419844106,0.2883762999345943,0.0,0.07079994326389522,0.2894728620665177,0.19651758949433684,68096.0,21,0.3,8,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.3610539977807461,0.35814508080317387,1.0,0.0006732660384529132,0.35959953929196,0.0018687673021432977,55040.0,16,0.3,9,hardware_replay
0.3602728053304129,CABIQAE,cabiqae_latentt,33,0.3630591563519002,0.3602625449779036,1.0,0.001388045334489052,0.36166085066490194,0.0038527618903015726,71936.0,16,0.3,10,hardware_replay
