a_true,abs_error,algorithm,algorithm_key,amplification_factor,budget,estimate,grover_power,normalized_abs_error,query_budget_actual,repetition,replay_probability_extrapolated,replay_probability_source,run_kind,runtime_wall_seconds
0.3602728053304129,0.0014278888648305288,CABIQAE,cabiqae_latentt,21,8192,0.35884491646558236,10,0.003963354557169491,8192.0,56,True,measured,hardware_replay,0.2146747043437284
0.3602728053304129,0.0021665791854857397,CABIQAE,cabiqae_latentt,21,16384,0.35810622614492715,10,0.0060137183640567304,13568.0,56,True,measured,hardware_replay,0.35555497906930017
0.3602728053304129,0.001434483128331776,CABIQAE,cabiqae_latentt,21,32768,0.3588383222020811,10,0.003981658085506023,29696.0,56,True,measured,hardware_replay,0.7781958032460154
0.3602728053304129,0.00027011547038219286,CABIQAE,cabiqae_latentt,21,65536,0.3600026898600307,10,0.0007497525941056387,61952.0,56,True,measured,hardware_replay,1.6234774515994461
0.3602728053304129,0.04003343859215752,BIQAE,biqae,1,256,0.4003062439225704,0,0.11111979033622066,256.0,56,True,measured,hardware_replay,0.007092747794505318
0.3602728053304129,0.04003343859215752,BIQAE,biqae,1,512,0.4003062439225704,0,0.11111979033622066,256.0,56,True,measured,hardware_replay,0.007092747794505318
0.3602728053304129,0.016382531907588593,BIQAE,biqae,3,1024,0.3766553372380015,1,0.04547257429703546,1024.0,56,True,measured,hardware_replay,0.028370991178021273
0.3602728053304129,0.016382531907588593,BIQAE,biqae,3,2048,0.3766553372380015,1,0.04547257429703546,1024.0,56,True,measured,hardware_replay,0.028370991178021273
0.3602728053304129,0.016382531907588593,BIQAE,biqae,3,4096,0.3766553372380015,1,0.04547257429703546,1024.0,56,True,measured,hardware_replay,0.028370991178021273
0.3602728053304129,0.005625729707926519,BIQAE,biqae,25,8192,0.3658985350383394,12,0.015615193888328755,7424.0,56,True,measured,hardware_replay,0.2056896860406542
0.3602728053304129,0.005625729707926519,BIQAE,biqae,25,16384,0.3658985350383394,12,0.015615193888328755,7424.0,56,True,measured,hardware_replay,0.2056896860406542
0.3602728053304129,0.005625729707926519,BIQAE,biqae,25,32768,0.3658985350383394,12,0.015615193888328755,7424.0,56,True,measured,hardware_replay,0.2056896860406542
0.3602728053304129,0.005625729707926519,BIQAE,biqae,25,65536,0.3658985350383394,12,0.015615193888328755,7424.0,56,True,measured,hardware_replay,0.2056896860406542
0.3602728053304129,0.01954722284851329,BAE,bae,1,256,0.3798200281789262,0,0.05425672590132405,256.0,56,True,measured,hardware_replay,0.13570714913641108
0.3602728053304129,0.01954722284851329,BAE,bae,1,512,0.3798200281789262,0,0.05425672590132405,256.0,56,True,measured,hardware_replay,0.13570714913641108
0.3602728053304129,0.01954722284851329,BAE,bae,1,1024,0.3798200281789262,0,0.05425672590132405,256.0,56,True,measured,hardware_replay,0.13570714913641108
0.3602728053304129,0.01954722284851329,BAE,bae,1,2048,0.3798200281789262,0,0.05425672590132405,256.0,56,True,measured,hardware_replay,0.13570714913641108
0.3602728053304129,0.01214007543151091,BAE,bae,15,4096,0.348132729898902,7,0.03369689649591237,4096.0,56,True,measured,hardware_replay,2.171314386182577
0.3602728053304129,0.01214007543151091,BAE,bae,15,8192,0.348132729898902,7,0.03369689649591237,4096.0,56,True,measured,hardware_replay,2.171314386182577
0.3602728053304129,0.00016370632044887534,BAE,bae,21,16384,0.36043651165086177,10,0.0004543954415286417,9472.0,56,True,measured,hardware_replay,5.02116451804721
0.3602728053304129,0.0009799994757902497,BAE,bae,55,32768,0.36125280480620314,27,0.002720159449424649,32000.0,56,True,measured,hardware_replay,16.963393642051386
0.3602728053304129,0.000296171468102735,BAE,bae,45,65536,0.35997663386231016,22,0.0008220755597445403,60928.0,56,True,measured,hardware_replay,32.29830149446584
0.3602728053304129,0.021595637799776857,CABIQAE,cabiqae_latentt,1,256,0.33867716753063604,0,0.0599424588263638,256.0,55,True,measured,hardware_replay,0.006847017169162942
0.3602728053304129,0.01012272977688905,CABIQAE,cabiqae_latentt,1,512,0.35015007555352384,0,0.028097401821947973,512.0,55,True,measured,hardware_replay,0.013694034338325884
0.3602728053304129,0.01012272977688905,CABIQAE,cabiqae_latentt,1,1024,0.35015007555352384,0,0.028097401821947973,512.0,55,True,measured,hardware_replay,0.013694034338325884
0.3602728053304129,0.01012272977688905,CABIQAE,cabiqae_latentt,1,2048,0.35015007555352384,0,0.028097401821947973,512.0,55,True,measured,hardware_replay,0.013694034338325884
0.3602728053304129,0.004762112053938228,CABIQAE,cabiqae_latentt,9,4096,0.35551069327647467,4,0.013218072481409765,2816.0,55,True,measured,hardware_replay,0.07531718886079236
0.3602728053304129,0.0016133684718875885,CABIQAE,cabiqae_latentt,21,8192,0.3586594368585253,10,0.004478185552772817,8192.0,55,True,measured,hardware_replay,0.21910454941321414
0.3602728053304129,0.0014231677167028667,CABIQAE,cabiqae_latentt,21,16384,0.35884963761371,10,0.003950250187209254,13568.0,55,True,measured,hardware_replay,0.3628919099656359
0.3602728053304129,0.0014245603524936645,CABIQAE,cabiqae_latentt,21,32768,0.35884824497791923,10,0.003954115690711581,29696.0,55,True,measured,hardware_replay,0.7942539916229012
0.3602728053304129,0.0007512710088427577,CABIQAE,cabiqae_latentt,21,65536,0.35952153432157014,10,0.0020852837009270046,61952.0,55,True,measured,hardware_replay,1.656978154937432
0.3602728053304129,0.051536585333629314,BIQAE,biqae,1,256,0.4118093906640422,0,0.14304878017746622,256.0,55,True,measured,hardware_replay,0.006840590151224398
0.3602728053304129,0.051536585333629314,BIQAE,biqae,1,512,0.4118093906640422,0,0.14304878017746622,256.0,55,True,measured,hardware_replay,0.006840590151224398
0.3602728053304129,0.017701483641064775,BIQAE,biqae,3,1024,0.37797428897147767,1,0.04913355484833338,1024.0,55,True,measured,hardware_replay,0.027362360604897593
