profile,phase,repetition,scenario_id,algorithm,algorithm_key,epsilon_target,objective_ry_offset,a_true,final_estimate,abs_error,rel_error,num_queries,elapsed_runtime_seconds,confidence_interval,max_queries_bae_target,n_shots,bae_kind,noise_profile
realistic,iterative,13,1,CABIQAE_latentt,cabiqae_latentt,0.005,0.1,0.1923435405926084,0.19220907505765106,0.00013446553495732871,0.0006990904635686847,9088,1.8657028999878094,"(0.18726909522819707, 0.19714905488710507)",nan,,hardware,realistic
realistic,iterative,13,1,CABIQAE_latentt,cabiqae_latentt,0.0075,0.1,0.1923435405926084,0.1933562187969376,0.0010126782043292093,0.005264945218379357,6272,1.0469856999989133,"(0.18632691663365747, 0.20038552096021775)",nan,,hardware,realistic
realistic,iterative,13,1,CABIQAE_latentt,cabiqae_latentt,0.01,0.1,0.1923435405926084,0.18444354787859066,0.007899992714017728,0.041072305779949435,4096,0.7315396000049077,"(0.17509853186910507, 0.19378856388807625)",nan,,hardware,realistic
realistic,iterative,14,1,CABIQAE_latentt,cabiqae_latentt,0.0001,0.1,0.1923435405926084,0.19086707221016108,0.0014764683824473046,0.007676204659113175,358016,87.56209319998743,"(0.19076728097481424, 0.19096686344550792)",nan,,hardware,realistic
realistic,iterative,14,1,CABIQAE_latentt,cabiqae_latentt,0.001,0.1,0.1923435405926084,0.1898276341925927,0.0025159064000156994,0.01308027497187698,73856,15.10075370001141,"(0.18882899455525284, 0.19082627382993256)",nan,,hardware,realistic
realistic,iterative,14,1,CABIQAE_latentt,cabiqae_latentt,0.0025,0.1,0.1923435405926084,0.19200068961797082,0.00034285097463757075,0.0017824927917061866,23808,4.8441977000038605,"(0.1895066208033209, 0.19449475843262073)",nan,,hardware,realistic
realistic,iterative,14,1,CABIQAE_latentt,cabiqae_latentt,0.005,0.1,0.1923435405926084,0.1962268628720787,0.0038833222794703026,0.020189512304420665,7936,1.639163899992127,"(0.19163121093012236, 0.20082251481403504)",nan,,hardware,realistic
realistic,iterative,14,1,CABIQAE_latentt,cabiqae_latentt,0.0075,0.1,0.1923435405926084,0.1877776612004519,0.004565879392156497,0.023738147785410786,7424,1.3874949000019114,"(0.18094839871196086, 0.19460692368894292)",nan,,hardware,realistic
realistic,iterative,14,1,CABIQAE_latentt,cabiqae_latentt,0.01,0.1,0.1923435405926084,0.18713983556545027,0.005203705027158112,0.027054222934264145,4096,0.869693799992092,"(0.178085828587136, 0.19619384254376457)",nan,,hardware,realistic
realistic,iterative,0,2,CABIQAE_latentt,cabiqae_latentt,0.0001,0.6,0.6423672082866361,0.6428021761634233,0.0004349678767872067,0.0006771327539389527,480896,90.96278629999142,"(0.6427025560907118, 0.6429017962361347)",nan,,hardware,realistic
realistic,iterative,0,2,CABIQAE_latentt,cabiqae_latentt,0.001,0.6,0.6423672082866361,0.6426751194946178,0.0003079112079816815,0.00047933830371410524,148352,21.90493850002531,"(0.6416756513516226, 0.6436745876376129)",nan,,hardware,realistic
realistic,iterative,0,2,CABIQAE_latentt,cabiqae_latentt,0.0025,0.6,0.6423672082866361,0.6418617804690903,0.0005054278175458116,0.0007868207016574239,82816,10.241124799998943,"(0.6394054838262049, 0.6443180771119758)",nan,,hardware,realistic
realistic,iterative,0,2,CABIQAE_latentt,cabiqae_latentt,0.005,0.6,0.6423672082866361,0.6398393258098167,0.002527882476819343,0.00393526077329177,39808,4.892958300013561,"(0.6349852663113916, 0.6446933853082418)",nan,,hardware,realistic
realistic,iterative,0,2,CABIQAE_latentt,cabiqae_latentt,0.0075,0.6,0.6423672082866361,0.6470251073291955,0.004657899042559421,0.00725114698021911,10880,1.7476266000012401,"(0.6400385219102427, 0.6540116927481482)",nan,,hardware,realistic
