profile,scenario_id,objective_ry_offset,a_true,t_eff,k,K,p_ideal,p_noisy,c_est
realistic,1,0.3,0.3602728053304129,16.814122082825637,0.0,1.0,0.3602728053304129,0.36433333333333334,0.9709396011812705
realistic,1,0.3,0.3602728053304129,16.814122082825637,1.0,3.0,0.875533739467591,0.8100833333333334,0.8257136463236319
realistic,1,0.3,0.3602728053304129,16.814122082825637,2.0,5.0,0.0059685783291602915,0.14041666666666666,0.7278551880712446
realistic,1,0.3,0.3602728053304129,16.814122082825637,3.0,7.0,0.9582040510986927,0.7905,0.6339970135650964
realistic,1,0.3,0.3602728053304129,16.814122082825637,4.0,9.0,0.2207566532370246,0.351,0.533584780898908
realistic,1,0.3,0.3602728053304129,16.814122082825637,6.0,13.0,0.7572150349943744,0.6151666666666666,0.44774469217627766
realistic,1,0.3,0.3602728053304129,16.814122082825637,8.0,17.0,0.9973783028589261,0.6590833333333334,0.3198437334699237
realistic,1,0.3,0.3602728053304129,16.814122082825637,10.0,21.0,0.6645938777683754,0.5516666666666666,0.313903939606882
realistic,1,0.3,0.3602728053304129,16.814122082825637,12.0,25.0,0.1422079320649065,0.42133333333333334,0.219866994594574
realistic,2,0.44,0.49216902723816036,17.554214520340906,0.0,1.0,0.49216902723816036,0.4871666666666667,nan
realistic,2,0.44,0.49216902723816036,17.554214520340906,1.0,3.0,0.5234852346435013,0.52025,0.8622438867394274
realistic,2,0.44,0.49216902723816036,17.554214520340906,2.0,5.0,0.46088354686180766,0.47308333333333336,0.6881162402831936
realistic,2,0.44,0.49216902723816036,17.554214520340906,3.0,7.0,0.5547092911108147,0.5314166666666666,0.574247372407579
realistic,2,0.44,0.49216902723816036,17.554214520340906,4.0,9.0,0.42975155091529804,0.45366666666666666,0.6595637901908268
realistic,2,0.44,0.49216902723816036,17.554214520340906,6.0,13.0,0.3988951945600623,0.4544166666666667,0.45085229267774546
realistic,2,0.44,0.49216902723816036,17.554214520340906,8.0,17.0,0.36843555140789963,0.4483333333333333,0.3927099396498285
realistic,2,0.44,0.49216902723816036,17.554214520340906,10.0,21.0,0.3384921384545336,0.45966666666666667,0.2497298456396131
realistic,2,0.44,0.49216902723816036,17.554214520340906,12.0,25.0,0.3091824471209902,0.45208333333333334,0.25111246813362503
realistic,3,0.48,0.530324472540106,15.8443110111571,0.0,1.0,0.530324472540106,0.5334166666666667,1.0
realistic,3,0.48,0.530324472540106,15.8443110111571,1.0,3.0,0.4094727517466918,0.42391666666666666,0.8404467693576775
realistic,3,0.48,0.530324472540106,15.8443110111571,2.0,5.0,0.6493980804348607,0.59975,0.6676792614045143
realistic,3,0.48,0.530324472540106,15.8443110111571,3.0,7.0,0.29392920795739114,0.376,0.6017349609369229
realistic,3,0.48,0.530324472540106,15.8443110111571,4.0,9.0,0.7597115473740004,0.6520833333333333,0.5855855654901787
realistic,3,0.48,0.530324472540106,15.8443110111571,6.0,13.0,0.8547965069844328,0.6493333333333333,0.4208985443587965
realistic,3,0.48,0.530324472540106,15.8443110111571,8.0,17.0,0.9290775352277615,0.6404166666666666,0.3272524314099342
realistic,3,0.48,0.530324472540106,15.8443110111571,10.0,21.0,0.9781990722745366,0.6238333333333334,0.2589577030008121
realistic,3,0.48,0.530324472540106,15.8443110111571,12.0,25.0,0.9992808161340343,0.6004166666666667,0.20112262162243658
realistic,4,0.52,0.5682384803402307,13.555787842368714,0.0,1.0,0.5682384803402307,0.5695833333333333,1.0
realistic,4,0.52,0.5682384803402307,13.555787842368714,1.0,3.0,0.3003685880178481,0.3353333333333333,0.8248534888957694
realistic,4,0.52,0.5682384803402307,13.555787842368714,2.0,5.0,0.8161510362106941,0.7310833333333333,0.7309270154639991
realistic,4,0.52,0.5682384803402307,13.555787842368714,3.0,7.0,0.09088380678579312,0.23891666666666667,0.6381642615564576
realistic,4,0.52,0.5682384803402307,13.555787842368714,4.0,9.0,0.9716006215135108,0.7713333333333333,0.5753455804670943
realistic,4,0.52,0.5682384803402307,13.555787842368714,6.0,13.0,0.9891237432205318,0.7078333333333333,0.4249095166897823
realistic,4,0.52,0.5682384803402307,13.555787842368714,8.0,17.0,0.8635955094254387,0.6221666666666666,0.3359960821840649
realistic,4,0.52,0.5682384803402307,13.555787842368714,10.0,21.0,0.6317284785494246,0.533,0.2505153051442738
realistic,4,0.52,0.5682384803402307,13.555787842368714,12.0,25.0,0.3613355374596604,0.47933333333333333,0.14904083056359463
realistic,5,0.56,0.6056665183230261,15.638044756320232,0.0,1.0,0.6056665183230261,0.6058333333333333,1.0
realistic,5,0.56,0.6056665183230261,15.638044756320232,1.0,3.0,0.20187741026828598,0.26308333333333334,0.7946954535712047
realistic,5,0.56,0.6056665183230261,15.638044756320232,2.0,5.0,0.9373200712658452,0.8168333333333333,0.7244884334172981
