profile,scenario_id,objective_ry_offset,a_true,t_eff,k,K,p_ideal,p_noisy,c_est
realistic,1,0.1,0.1923435405926084,14.826552123439331,0.0,1.0,0.1923435405926084,0.20691666666666667,0.9526318215384489
realistic,1,0.1,0.1923435405926084,14.826552123439331,1.0,3.0,0.9570421445304645,0.8768333333333334,0.8245045623100414
realistic,1,0.1,0.1923435405926084,14.826552123439331,2.0,5.0,0.5857350538815188,0.56575,0.7668975176811915
realistic,1,0.1,0.1923435405926084,14.826552123439331,3.0,7.0,0.0013283386122452706,0.18283333333333332,0.6360230412613036
realistic,1,0.1,0.1923435405926084,14.826552123439331,4.0,9.0,0.6563999818377457,0.5899166666666666,0.5749148152712001
realistic,1,0.1,0.1923435405926084,14.826552123439331,6.0,13.0,0.1383391809416609,0.35,0.41475324971766897
realistic,1,0.1,0.1923435405926084,14.826552123439331,8.0,17.0,0.9816534057686308,0.6541666666666667,0.3200780163085214
realistic,1,0.1,0.1923435405926084,14.826552123439331,10.0,21.0,0.011912737408260921,0.37833333333333335,0.24927236580733067
realistic,1,0.1,0.1923435405926084,14.826552123439331,12.0,25.0,0.8794454883693779,0.5735,0.19370371305732892
realistic,2,0.6,0.6423672082866361,15.130998764696201,0.0,1.0,0.6423672082866361,0.6304166666666666,0.9160583271682287
realistic,2,0.6,0.6423672082866361,15.130998764696201,1.0,3.0,0.11906731363370228,0.18158333333333335,0.8358869639253881
realistic,2,0.6,0.6423672082866361,15.130998764696201,2.0,5.0,0.9959636934205677,0.8555,0.7167863388309411
realistic,2,0.6,0.6423672082866361,15.130998764696201,3.0,7.0,0.04984372244693333,0.211,0.6419992665012458
realistic,2,0.6,0.6423672082866361,15.130998764696201,4.0,9.0,0.7583655433288832,0.6405,0.5438031642677377
realistic,2,0.6,0.6423672082866361,15.130998764696201,6.0,13.0,0.21279258546500254,0.37483333333333335,0.43580583345773816
realistic,2,0.6,0.6423672082866361,15.130998764696201,8.0,17.0,0.009574289691532572,0.3285,0.3496961851615204
realistic,2,0.6,0.6423672082866361,15.130998764696201,10.0,21.0,0.39094928725257516,0.4716666666666667,0.25981795643057265
realistic,2,0.6,0.6423672082866361,15.130998764696201,12.0,25.0,0.9023140344647872,0.57225,0.1795860790591529
realistic,3,0.85,0.8411306627427175,16.64197602283269,0.0,1.0,0.8411306627427175,0.8308333333333333,0.9698141195324018
realistic,3,0.85,0.8411306627427175,16.64197602283269,1.0,3.0,0.11176671978487543,0.18108333333333335,0.8214562813624612
realistic,3,0.85,0.8411306627427175,16.64197602283269,2.0,5.0,0.2124757868827819,0.28458333333333335,0.7492122640079895
realistic,3,0.85,0.8411306627427175,16.64197602283269,3.0,7.0,0.9279340298212355,0.768,0.6262647542004405
realistic,3,0.85,0.8411306627427175,16.64197602283269,4.0,9.0,0.7284359659686558,0.6360833333333333,0.5957176347265983
realistic,3,0.85,0.8411306627427175,16.64197602283269,6.0,13.0,0.335007530773847,0.42691666666666667,0.4429495096116112
realistic,3,0.85,0.8411306627427175,16.64197602283269,8.0,17.0,0.5984033059002302,0.52675,0.2718404605951098
realistic,3,0.85,0.8411306627427175,16.64197602283269,10.0,21.0,0.4700619672416231,0.4846666666666667,0.5121690345215789
realistic,3,0.85,0.8411306627427175,16.64197602283269,12.0,25.0,0.46090197557006274,0.4935,0.1662488091092135
