profile,scenario_id,objective_ry_offset,a_true,rep,step_index,algorithm,budget,query_budget,query_budget_actual,estimate,abs_error,normalized_abs_error,nrmse,amplification_factor,k_max_budget,time_to_budget_seconds,runtime_seconds
realistic,1,0.3,0.3602728053304129,1,28,CABIQAE_latentt,30336.0,30336.0,30336.0,0.36208000522002737,0.0018071998896144748,0.005016198455381772,0.005016198455381772,9,9,4.7730032374996965,4.7730032374996965
realistic,1,0.3,0.3602728053304129,1,29,CABIQAE_latentt,31488.0,31488.0,31488.0,0.36210899703049315,0.0018361917000802586,0.0050966702812782465,0.0050966702812782465,9,9,4.954256524999685,4.954256524999685
realistic,1,0.3,0.3602728053304129,1,30,CABIQAE_latentt,32640.0,32640.0,32640.0,0.3621314855038722,0.001858680173459304,0.005159090960958526,0.005159090960958526,9,9,5.135509812499674,5.135509812499674
realistic,1,0.3,0.3602728053304129,1,31,CABIQAE_latentt,33792.0,33792.0,33792.0,0.3621240977059341,0.0018512923755212296,0.00513858483940628,0.00513858483940628,9,9,5.316763099999662,5.316763099999662
realistic,1,0.3,0.3602728053304129,1,0,BIQAE,128.0,128.0,128.0,0.36524141713209257,0.004968611801679679,0.013791248543233433,0.013791248543233433,1,1,0.024902016853936882,0.024902016853936882
realistic,1,0.3,0.3602728053304129,1,1,BIQAE,256.0,256.0,256.0,0.35086916772866433,0.00940363760174856,0.026101436085702635,0.026101436085702635,1,1,0.049804033707873764,0.049804033707873764
realistic,1,0.3,0.3602728053304129,1,2,BIQAE,640.0,640.0,640.0,0.3695544038906573,0.009281598560244408,0.02576269544333795,0.02576269544333795,3,3,0.1245100842696844,0.1245100842696844
realistic,1,0.3,0.3602728053304129,1,3,BIQAE,2304.0,2304.0,2304.0,0.36974265923468086,0.009469853904267966,0.026285230980958963,0.026285230980958963,13,13,0.4482363033708639,0.4482363033708639
realistic,1,0.3,0.3602728053304129,1,4,BIQAE,11392.0,11392.0,11392.0,0.3696487704496646,0.009375965119251706,0.026024626284664572,0.026024626284664572,71,71,2.2162795000003825,2.2162795000003825
realistic,1,0.3,0.3602728053304129,1,0,BAE,16.0,16.0,16.0,0.4987504244542891,0.13847761912387618,0.3843687813096961,0.3843687813096961,1,1,0.058188841297934994,0.058188841297934994
realistic,1,0.3,0.3602728053304129,1,1,BAE,656.0,656.0,656.0,0.35649051036553087,0.003782294964882027,0.010498419278172312,0.010498419278172312,5,5,2.385742493215335,2.385742493215335
realistic,1,0.3,0.3602728053304129,1,2,BAE,1808.0,1808.0,1808.0,0.36190053479588724,0.001627729465474348,0.004518046994919661,0.004518046994919661,9,9,6.575339066666654,6.575339066666654
realistic,1,0.3,0.3602728053304129,1,3,BAE,3472.0,3472.0,3472.0,0.36264405282734563,0.002371247496932738,0.006581810955056746,0.006581810955056746,13,13,12.626978561651894,12.626978561651894
realistic,1,0.3,0.3602728053304129,1,4,BAE,5136.0,5136.0,5136.0,0.3612356501650511,0.0009628448346382101,0.002672543751269728,0.002672543751269728,13,13,18.678618056637134,18.678618056637134
realistic,1,0.3,0.3602728053304129,1,5,BAE,6544.0,6544.0,6544.0,0.357903157007305,0.0023696483231078758,0.006577372169222229,0.006577372169222229,11,13,23.799236090855413,23.799236090855413
realistic,1,0.3,0.3602728053304129,1,6,BAE,9232.0,9232.0,9232.0,0.35986130664365756,0.0004114986867553294,0.0011421863672944625,0.0011421863672944625,21,21,33.574961428908495,33.574961428908495
realistic,1,0.3,0.3602728053304129,1,7,BAE,11920.0,11920.0,11920.0,0.3612667032208686,0.0009938978904557305,0.002758736923105279,0.002758736923105279,21,21,43.35068676696157,43.35068676696157
realistic,1,0.3,0.3602728053304129,1,8,BAE,13328.0,13328.0,13328.0,0.362444688231481,0.002171882901068123,0.006028439751582828,0.006028439751582828,11,21,48.47130480117985,48.47130480117985
realistic,1,0.3,0.3602728053304129,1,9,BAE,16272.0,16272.0,16272.0,0.36130773696968477,0.0010349316392718744,0.002872633248914581,0.002872633248914581,23,23,59.17805159999989,59.17805159999989
realistic,1,0.3,0.3602728053304129,2,0,CABIQAE_latentt,128.0,128.0,128.0,0.34109311286391486,0.019179692466498033,0.05323658123156973,0.05323658123156973,1,1,0.020753821052622107,0.020753821052622107
realistic,1,0.3,0.3602728053304129,2,1,CABIQAE_latentt,256.0,256.0,256.0,0.32202199091753636,0.03825081441287653,0.10617180605068428,0.10617180605068428,1,1,0.041507642105244213,0.041507642105244213
realistic,1,0.3,0.3602728053304129,2,2,CABIQAE_latentt,384.0,384.0,384.0,0.3292634437094637,0.031009361620949194,0.0860718909730362,0.0860718909730362,1,1,0.06226146315786632,0.06226146315786632
realistic,1,0.3,0.3602728053304129,2,3,CABIQAE_latentt,1536.0,1536.0,1536.0,0.36765681960063845,0.0073840142702255585,0.020495619322289788,0.020495619322289788,9,9,0.24904585263146528,0.24904585263146528
realistic,1,0.3,0.3602728053304129,2,4,CABIQAE_latentt,2688.0,2688.0,2688.0,0.37079841872646746,0.010525613396054567,0.029215675566745404,0.029215675566745404,9,9,0.43583024210506427,0.43583024210506427
realistic,1,0.3,0.3602728053304129,2,5,CABIQAE_latentt,3840.0,3840.0,3840.0,0.3643334122937848,0.004060606963371904,0.01127092276545227,0.01127092276545227,9,9,0.6226146315786633,0.6226146315786633
realistic,1,0.3,0.3602728053304129,2,6,CABIQAE_latentt,4992.0,4992.0,4992.0,0.36325398229492395,0.0029811769645110564,0.008274776559326935,0.008274776559326935,9,9,0.8093990210522621,0.8093990210522621
realistic,1,0.3,0.3602728053304129,2,7,CABIQAE_latentt,6144.0,6144.0,6144.0,0.36334153347006004,0.0030687281396471477,0.008517790114168512,0.008517790114168512,9,9,0.9961834105258611,0.9961834105258611
realistic,1,0.3,0.3602728053304129,2,8,CABIQAE_latentt,7296.0,7296.0,7296.0,0.36199835197375296,0.0017255466433400701,0.004789555630649222,0.004789555630649222,9,9,1.1829677999994601,1.1829677999994601
realistic,1,0.3,0.3602728053304129,2,9,CABIQAE_latentt,8448.0,8448.0,8448.0,0.36167181491838263,0.001399009587969735,0.00388319508791866,0.00388319508791866,9,9,1.369752189473059,1.369752189473059
realistic,1,0.3,0.3602728053304129,2,10,CABIQAE_latentt,9600.0,9600.0,9600.0,0.36136040645755985,0.0010876011271469532,0.0030188265976653274,0.0030188265976653274,9,9,1.556536578946658,1.556536578946658
realistic,1,0.3,0.3602728053304129,2,11,CABIQAE_latentt,10752.0,10752.0,10752.0,0.36144801528232506,0.0011752099519121706,0.003262000169106196,0.003262000169106196,9,9,1.743320968420257,1.743320968420257
realistic,1,0.3,0.3602728053304129,2,12,CABIQAE_latentt,11904.0,11904.0,11904.0,0.3611550496972247,0.0008822443668117796,0.0024488230967159926,0.0024488230967159926,9,9,1.930105357893856,1.930105357893856
realistic,1,0.3,0.3602728053304129,2,13,CABIQAE_latentt,13056.0,13056.0,13056.0,0.3608274268886339,0.0005546215582210023,0.001539448856575085,0.001539448856575085,9,9,2.116889747367455,2.116889747367455
realistic,1,0.3,0.3602728053304129,2,14,CABIQAE_latentt,14208.0,14208.0,14208.0,0.3605131211832515,0.000240315852838624,0.0006670385587894314,0.0006670385587894314,9,9,2.303674136841054,2.303674136841054
realistic,1,0.3,0.3602728053304129,2,15,CABIQAE_latentt,15360.0,15360.0,15360.0,0.36039123622165403,0.00011843089124113915,0.0003287255920760491,0.0003287255920760491,9,9,2.490458526314653,2.490458526314653
realistic,1,0.3,0.3602728053304129,2,16,CABIQAE_latentt,16512.0,16512.0,16512.0,0.3602812723212382,8.46699082529545e-06,2.3501609613665443e-05,2.3501609613665443e-05,9,9,2.677242915788252,2.677242915788252
realistic,1,0.3,0.3602728053304129,2,17,CABIQAE_latentt,17664.0,17664.0,17664.0,0.35977139533791036,0.0005014099925025328,0.0013917508762358024,0.0013917508762358024,9,9,2.864027305261851,2.864027305261851
realistic,1,0.3,0.3602728053304129,2,18,CABIQAE_latentt,18816.0,18816.0,18816.0,0.35963715124660567,0.0006356540838072244,0.0017643687627886713,0.0017643687627886713,9,9,3.0508116947354496,3.0508116947354496
realistic,1,0.3,0.3602728053304129,2,19,CABIQAE_latentt,19968.0,19968.0,19968.0,0.35897498674679107,0.0012978185836218237,0.0036023218084184016,0.0036023218084184016,9,9,3.2375960842090485,3.2375960842090485
realistic,1,0.3,0.3602728053304129,2,20,CABIQAE_latentt,21120.0,21120.0,21120.0,0.3586956694625766,0.00157713586783631,0.004377615641541108,0.004377615641541108,9,9,3.4243804736826475,3.4243804736826475
realistic,1,0.3,0.3602728053304129,2,21,CABIQAE_latentt,22272.0,22272.0,22272.0,0.35848493615311067,0.001787869177302226,0.004962542692231621,0.004962542692231621,9,9,3.6111648631562465,3.6111648631562465
realistic,1,0.3,0.3602728053304129,2,22,CABIQAE_latentt,23424.0,23424.0,23424.0,0.35833682785751375,0.001935977472899142,0.005373643095608121,0.005373643095608121,9,9,3.7979492526298455,3.7979492526298455
realistic,1,0.3,0.3602728053304129,2,23,CABIQAE_latentt,24576.0,24576.0,24576.0,0.35826881092630414,0.0020039944041087554,0.005562435949809908,0.005562435949809908,9,9,3.9847336421034445,3.9847336421034445
realistic,1,0.3,0.3602728053304129,2,24,CABIQAE_latentt,25728.0,25728.0,25728.0,0.3582061213373261,0.002066683993086793,0.005736441836600458,0.005736441836600458,9,9,4.171518031577044,4.171518031577044
realistic,1,0.3,0.3602728053304129,2,25,CABIQAE_latentt,26880.0,26880.0,26880.0,0.3581673718040686,0.0021054335263442914,0.00584399792377712,0.00584399792377712,9,9,4.3583024210506425,4.3583024210506425
realistic,1,0.3,0.3602728053304129,2,26,CABIQAE_latentt,28032.0,28032.0,28032.0,0.358116326798325,0.002156478532087891,0.00598568223907476,0.00598568223907476,9,9,4.545086810524242,4.545086810524242
realistic,1,0.3,0.3602728053304129,2,27,CABIQAE_latentt,29184.0,29184.0,29184.0,0.35809166169355655,0.002181143636856342,0.006054144538764103,0.006054144538764103,9,9,4.7318711999978404,4.7318711999978404
realistic,1,0.3,0.3602728053304129,2,0,BIQAE,128.0,128.0,128.0,0.38021489668108377,0.019942091350670876,0.055352752291091226,0.055352752291091226,1,1,0.02431472021275345,0.02431472021275345
realistic,1,0.3,0.3602728053304129,2,1,BIQAE,512.0,512.0,512.0,0.3702653325920319,0.009992527261619033,0.027736002034499108,0.027736002034499108,3,3,0.0972588808510138,0.0972588808510138
realistic,1,0.3,0.3602728053304129,2,2,BIQAE,2176.0,2176.0,2176.0,0.37866221123842003,0.01838940590800714,0.051043003068582636,0.051043003068582636,13,13,0.4133502436168086,0.4133502436168086
realistic,1,0.3,0.3602728053304129,2,3,BIQAE,12032.0,12032.0,12032.0,0.3787195698904483,0.01844676456003541,0.05120221201019472,0.05120221201019472,77,77,2.285583699998824,2.285583699998824
realistic,1,0.3,0.3602728053304129,2,0,BAE,16.0,16.0,16.0,0.3880751166025369,0.027802311272124014,0.07717016344496498,0.07717016344496498,1,1,0.060257567183228326,0.060257567183228326
realistic,1,0.3,0.3602728053304129,2,1,BAE,400.0,400.0,400.0,0.29734731893569966,0.06292548639471324,0.17466066120922755,0.17466066120922755,3,3,1.5064391795807082,1.5064391795807082
realistic,1,0.3,0.3602728053304129,2,2,BAE,1296.0,1296.0,1296.0,0.34706370306974343,0.013209102260669459,0.03666416689029622,0.03666416689029622,7,7,4.880862941841494,4.880862941841494
realistic,1,0.3,0.3602728053304129,2,3,BAE,2704.0,2704.0,2704.0,0.34685814112087326,0.013414664209539628,0.037234739927807736,0.037234739927807736,11,11,10.183528853965587,10.183528853965587
realistic,1,0.3,0.3602728053304129,2,4,BAE,5392.0,5392.0,5392.0,0.3543483894999458,0.0059244158304671,0.016444249310001924,0.016444249310001924,21,21,20.306800140747946,20.306800140747946
realistic,1,0.3,0.3602728053304129,2,5,BAE,8080.0,8080.0,8080.0,0.35274243352363177,0.007530371806781122,0.020901860188628107,0.020901860188628107,21,21,30.430071427530308,30.430071427530308
realistic,1,0.3,0.3602728053304129,2,6,BAE,10768.0,10768.0,10768.0,0.3531358547006055,0.007136950629807404,0.01980985110231113,0.01980985110231113,21,21,40.55334271431266,40.55334271431266
realistic,1,0.3,0.3602728053304129,2,7,BAE,12176.0,12176.0,12176.0,0.35218668417856985,0.00808612115184304,0.022444439414257503,0.022444439414257503,11,21,45.85600862643676,45.85600862643676
realistic,1,0.3,0.3602728053304129,2,8,BAE,14864.0,14864.0,14864.0,0.35351105030817437,0.006761755022238525,0.01876843026227637,0.01876843026227637,21,21,55.979279913219116,55.979279913219116
realistic,1,0.3,0.3602728053304129,2,9,BAE,17552.0,17552.0,17552.0,0.35343172140965523,0.006841083920757662,0.01898862145446581,0.01898862145446581,21,21,66.10255120000147,66.10255120000147
realistic,1,0.3,0.3602728053304129,3,0,CABIQAE_latentt,128.0,128.0,128.0,0.34109311286391486,0.019179692466498033,0.05323658123156973,0.05323658123156973,1,1,0.019697745714282584,0.019697745714282584
realistic,1,0.3,0.3602728053304129,3,1,CABIQAE_latentt,256.0,256.0,256.0,0.34557976176881466,0.014693043561598229,0.040783104758969985,0.040783104758969985,1,1,0.03939549142856517,0.03939549142856517
realistic,1,0.3,0.3602728053304129,3,2,CABIQAE_latentt,384.0,384.0,384.0,0.3613895462410711,0.0011167409106582205,0.003099709148554903,0.003099709148554903,1,1,0.059093237142847754,0.059093237142847754
realistic,1,0.3,0.3602728053304129,3,3,CABIQAE_latentt,1792.0,1792.0,1792.0,0.36881844710403916,0.008545641773626267,0.023719919036877903,0.023719919036877903,11,11,0.27576843999995615,0.27576843999995615
realistic,1,0.3,0.3602728053304129,3,4,CABIQAE_latentt,3200.0,3200.0,3200.0,0.36199348095279726,0.001720675622384371,0.004776035262518101,0.004776035262518101,11,11,0.4924436428570646,0.4924436428570646
realistic,1,0.3,0.3602728053304129,3,5,CABIQAE_latentt,4608.0,4608.0,4608.0,0.36023565187939344,3.7153451019455996e-05,0.0001031258825805125,0.0001031258825805125,11,11,0.709118845714173,0.709118845714173
realistic,1,0.3,0.3602728053304129,3,6,CABIQAE_latentt,6016.0,6016.0,6016.0,0.36118205341672416,0.0009092480863112651,0.002523776629427738,0.002523776629427738,11,11,0.9257940485712814,0.9257940485712814
realistic,1,0.3,0.3602728053304129,3,7,CABIQAE_latentt,7424.0,7424.0,7424.0,0.3608564917554934,0.0005836864250804985,0.0016201234632327822,0.0016201234632327822,11,11,1.1424692514283898,1.1424692514283898
realistic,1,0.3,0.3602728053304129,3,8,CABIQAE_latentt,8832.0,8832.0,8832.0,0.36027362992426076,8.245938478701476e-07,2.2888040275865317e-06,2.2888040275865317e-06,11,11,1.3591444542854982,1.3591444542854982
realistic,1,0.3,0.3602728053304129,3,9,CABIQAE_latentt,10240.0,10240.0,10240.0,0.359992005129283,0.000280800201129916,0.0007794099276307822,0.0007794099276307822,11,11,1.5758196571426066,1.5758196571426066
realistic,1,0.3,0.3602728053304129,3,10,CABIQAE_latentt,11648.0,11648.0,11648.0,0.35962969525320504,0.0006431100772078535,0.0017850641727400027,0.0017850641727400027,11,11,1.792494859999715,1.792494859999715
realistic,1,0.3,0.3602728053304129,3,11,CABIQAE_latentt,13056.0,13056.0,13056.0,0.35944266273541503,0.0008301425949978625,0.0023042055428983137,0.0023042055428983137,11,11,2.0091700628568234,2.0091700628568234
realistic,1,0.3,0.3602728053304129,3,12,CABIQAE_latentt,14464.0,14464.0,14464.0,0.3596423832876192,0.0006304220427936769,0.0017498463205278707,0.0017498463205278707,11,11,2.225845265713932,2.225845265713932
realistic,1,0.3,0.3602728053304129,3,13,CABIQAE_latentt,15872.0,15872.0,15872.0,0.3598809217641946,0.00039188356621827625,0.0010877411795177617,0.0010877411795177617,11,11,2.44252046857104,2.44252046857104
realistic,1,0.3,0.3602728053304129,3,14,CABIQAE_latentt,17280.0,17280.0,17280.0,0.3601842072650516,8.859806536126724e-05,0.00024591938123115427,0.00024591938123115427,11,11,2.6591956714281486,2.6591956714281486
realistic,1,0.3,0.3602728053304129,3,15,CABIQAE_latentt,18688.0,18688.0,18688.0,0.3602214806810081,5.132464940477144e-05,0.00014246051504692575,0.00014246051504692575,11,11,2.875870874285257,2.875870874285257
realistic,1,0.3,0.3602728053304129,3,16,CABIQAE_latentt,20096.0,20096.0,20096.0,0.36025181073807594,2.0994592336953666e-05,5.827415232659355e-05,5.827415232659355e-05,11,11,3.092546077142366,3.092546077142366
realistic,1,0.3,0.3602728053304129,3,17,CABIQAE_latentt,21504.0,21504.0,21504.0,0.3602452520106899,2.7553319722983804e-05,7.647904397811581e-05,7.647904397811581e-05,11,11,3.3092212799994742,3.3092212799994742
realistic,1,0.3,0.3602728053304129,3,18,CABIQAE_latentt,22912.0,22912.0,22912.0,0.3602566072167924,1.619811362046919e-05,4.4960689180005135e-05,4.4960689180005135e-05,11,11,3.5258964828565826,3.5258964828565826
realistic,1,0.3,0.3602728053304129,3,19,CABIQAE_latentt,24320.0,24320.0,24320.0,0.36027976645011717,6.961119704274044e-06,1.9321801704932658e-05,1.9321801704932658e-05,11,11,3.742571685713691,3.742571685713691
realistic,1,0.3,0.3602728053304129,3,20,CABIQAE_latentt,25728.0,25728.0,25728.0,0.3600935158443994,0.0001792894860134786,0.0004976492351373812,0.0004976492351373812,11,11,3.9592468885707994,3.9592468885707994
realistic,1,0.3,0.3602728053304129,3,21,CABIQAE_latentt,27136.0,27136.0,27136.0,0.3599107615040562,0.00036204382635668386,0.0010049157777108565,0.0010049157777108565,11,11,4.175922091427908,4.175922091427908
realistic,1,0.3,0.3602728053304129,3,22,CABIQAE_latentt,28544.0,28544.0,28544.0,0.3598341654293121,0.000438639901100768,0.0012175215409291945,0.0012175215409291945,11,11,4.392597294285016,4.392597294285016
realistic,1,0.3,0.3602728053304129,3,23,CABIQAE_latentt,29952.0,29952.0,29952.0,0.3596470169842011,0.0006257883462117975,0.0017369846875838306,0.0017369846875838306,11,11,4.609272497142125,4.609272497142125
realistic,1,0.3,0.3602728053304129,3,24,CABIQAE_latentt,31360.0,31360.0,31360.0,0.35950810096842634,0.0007647043619865568,0.002122570315251056,0.002122570315251056,11,11,4.825947699999233,4.825947699999233
realistic,1,0.3,0.3602728053304129,3,0,BIQAE,128.0,128.0,128.0,0.3577546275094939,0.0025181778209190098,0.006989641692798717,0.006989641692798717,1,1,0.021863389800988505,0.021863389800988505
realistic,1,0.3,0.3602728053304129,3,1,BIQAE,256.0,256.0,256.0,0.35469306221181807,0.0055797431185948265,0.015487550089931268,0.015487550089931268,1,1,0.04372677960197701,0.04372677960197701
realistic,1,0.3,0.3602728053304129,3,2,BIQAE,640.0,640.0,640.0,0.35754059088544005,0.002732214444972847,0.007583737669200655,0.007583737669200655,3,3,0.10931694900494253,0.10931694900494253
realistic,1,0.3,0.3602728053304129,3,3,BIQAE,2048.0,2048.0,2048.0,0.35957624679880706,0.0006965585316058287,0.0019334196789208165,0.0019334196789208165,11,11,0.3498142368158161,0.3498142368158161
realistic,1,0.3,0.3602728053304129,3,4,BIQAE,9088.0,9088.0,9088.0,0.35967254011731753,0.0006002652130953634,0.0016661407805811182,0.0016661407805811182,55,55,1.552300675870184,1.552300675870184
realistic,1,0.3,0.3602728053304129,3,5,BIQAE,51456.0,51456.0,51456.0,0.3597050889010571,0.000567716429355769,0.0015757959550544087,0.0015757959550544087,331,331,8.78908269999738,8.78908269999738
realistic,1,0.3,0.3602728053304129,3,0,BAE,16.0,16.0,16.0,0.5100958836998668,0.1498230783694539,0.4158600820066016,0.4158600820066016,1,1,0.08249080594159182,0.08249080594159182
realistic,1,0.3,0.3602728053304129,3,1,BAE,656.0,656.0,656.0,0.35549167633566453,0.004781128994748363,0.013270857317036462,0.013270857317036462,5,5,3.3821230436052647,3.3821230436052647
realistic,1,0.3,0.3602728053304129,3,2,BAE,2064.0,2064.0,2064.0,0.35993038297305757,0.0003424223573553209,0.0009504529686643403,0.0009504529686643403,11,11,10.641313966465345,10.641313966465345
realistic,1,0.3,0.3602728053304129,3,3,BAE,3472.0,3472.0,3472.0,0.35494998617212015,0.005322819158292746,0.01477441283255085,0.01477441283255085,11,11,17.900504889325425,17.900504889325425
realistic,1,0.3,0.3602728053304129,3,4,BAE,4880.0,4880.0,4880.0,0.3594059789212096,0.0008668264092032696,0.0024060278666003863,0.0024060278666003863,11,11,25.159695812185504,25.159695812185504
realistic,1,0.3,0.3602728053304129,3,5,BAE,6288.0,6288.0,6288.0,0.35989896219782125,0.0003738431325916447,0.001037666809874218,0.001037666809874218,11,11,32.41888673504559,32.41888673504559
realistic,1,0.3,0.3602728053304129,3,6,BAE,8976.0,8976.0,8976.0,0.3599732866574229,0.0002995186729899957,0.0008313663106359125,0.0008313663106359125,21,21,46.277342133233006,46.277342133233006
realistic,1,0.3,0.3602728053304129,3,7,BAE,10384.0,10384.0,10384.0,0.36055963765361365,0.0002868323232007586,0.0007961531343940859,0.0007961531343940859,11,21,53.53653305609309,53.53653305609309
realistic,1,0.3,0.3602728053304129,3,8,BAE,13072.0,13072.0,13072.0,0.36035986087915683,8.705554874394172e-05,0.00024163785735673682,0.00024163785735673682,21,21,67.39498845428051,67.39498845428051
realistic,1,0.3,0.3602728053304129,3,9,BAE,14480.0,14480.0,14480.0,0.3600883406235281,0.00018446470688476824,0.0005120139631843492,0.0005120139631843492,11,21,74.6541793771406,74.6541793771406
