algorithm,algorithm_key,mean_final_normalized_abs_error,mean_runtime_seconds,median_final_normalized_abs_error,median_runtime_seconds,n
CABIQAE,cabiqae_latentt,0.0843991566188149,1.842235949916678,0.07549662983592423,1.5019684166569884,19
BIQAE,biqae,0.30072556677015577,0.3971765049690952,0.2920821057992645,0.389084594460049,4
