run_kind,simulation_regime,noise_profile,noise_scale,noise_floor,instance_name,target_name,repetition,algorithm,algorithm_key,step_index,budget,query_budget,query_budget_actual,estimate,a_true,abs_error,normalized_abs_error,processed_true_value,processed_estimate,processed_abs_error,processed_relative_error,cva_true,cva_estimate,cva_abs_error,cva_relative_error,grover_power,k_max_budget,amplification_factor,t_eff,calibration_status,runtime_wall_seconds,time_to_budget_seconds,circuit_prepare_wall_seconds,construct_circuit_wall_seconds,construct_circuit_cache_hits,construct_circuit_cache_misses,construct_circuit_cache_size,n_shots,max_grover_power,transpile_backend_name,transpilation_strategy,aer_method,construct_circuit_mode,normalized_sq_error
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,2,CABIQAE,cabiqae_latentt,0,128,128.0,128.0,0.1404996229845634,0.1328730942948926,0.007626528689670786,0.05739708802705241,0.5864946085782612,0.6201576912542193,0.03366308267595808,0.057397088027052366,0.5864946085782612,0.6201576912542193,0.03366308267595808,0.057397088027052366,0,0,1,11.706917752656707,ok,0.3561840909056958,0.3561840909056958,6.600050255656242e-06,6.600050255656242e-06,3,0,4,128,4,local_aer,aer_preset,density_matrix,full,0.0032944257139852027
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,2,CABIQAE,cabiqae_latentt,1,512,512.0,512.0,0.12513340510201157,0.1328730942948926,0.0077396891928810385,0.05824873149792025,0.5864946085782612,0.5523320415982081,0.034162566980053044,0.05824873149792038,0.5864946085782612,0.5523320415982081,0.034162566980053044,0.05824873149792038,1,1,3,11.706917752656707,ok,1.4247363636227832,1.4247363636227832,6.600050255656242e-06,6.600050255656242e-06,3,0,4,128,4,local_aer,aer_preset,density_matrix,full,0.003392914721116807
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,2,CABIQAE,cabiqae_latentt,2,1408,1408.0,1408.0,0.11821058108487792,0.1328730942948926,0.014662513210014688,0.11034975355863515,0.5864946085782612,0.5217750730581818,0.06471953552007936,0.11034975355863524,0.5864946085782612,0.5217750730581818,0.06471953552007936,0.11034975355863524,3,3,7,11.706917752656707,ok,3.918024999962654,3.918024999962654,6.600050255656242e-06,6.600050255656242e-06,3,0,4,128,4,local_aer,aer_preset,density_matrix,full,0.01217706811045151
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,3,CABIQAE,cabiqae_latentt,0,128,128.0,128.0,0.17326044387179057,0.1328730942948926,0.04038734957689796,0.3039543091189258,0.5864946085782612,0.7647621721306413,0.17826756355238016,0.30395430911892574,0.5864946085782612,0.7647621721306413,0.17826756355238016,0.30395430911892574,0,0,1,11.706917752656707,ok,0.30039368333139765,0.30039368333139765,8.90000956133008e-06,8.90000956133008e-06,4,0,5,128,4,local_aer,aer_preset,density_matrix,full,0.0923882220319635
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,3,CABIQAE,cabiqae_latentt,1,256,256.0,256.0,0.14073572296336825,0.1328730942948926,0.007862628668475646,0.059173971300959395,0.5864946085782612,0.6211998237144386,0.034705215136177414,0.05917397130095935,0.5864946085782612,0.6211998237144386,0.034705215136177414,0.05917397130095935,0,0,1,11.706917752656707,ok,0.6007873666627953,0.6007873666627953,8.90000956133008e-06,8.90000956133008e-06,4,0,5,128,4,local_aer,aer_preset,density_matrix,full,0.003501558879526766
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,3,CABIQAE,cabiqae_latentt,2,640,640.0,640.0,0.12299977041437496,0.1328730942948926,0.009873323880517648,0.0743064194667224,0.5864946085782612,0.5429142941782737,0.04358031439998744,0.0743064194667224,0.5864946085782612,0.5429142941782737,0.04358031439998744,0.0743064194667224,1,1,3,11.706917752656707,ok,1.5019684166569884,1.5019684166569884,8.90000956133008e-06,8.90000956133008e-06,4,0,5,128,4,local_aer,aer_preset,density_matrix,full,0.005521443973964501
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,3,CABIQAE,cabiqae_latentt,3,1536,1536.0,1536.0,0.11312839797023183,0.1328730942948926,0.019744696324660777,0.14859815246599345,0.5864946085782612,0.49934259331226555,0.08715201526599564,0.1485981524659935,0.5864946085782612,0.49934259331226555,0.08715201526599564,0.1485981524659935,3,3,7,11.706917752656707,ok,3.604724199976772,3.604724199976772,8.90000956133008e-06,8.90000956133008e-06,4,0,5,128,4,local_aer,aer_preset,density_matrix,full,0.022081410916306634
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,4,CABIQAE,cabiqae_latentt,0,128,128.0,128.0,0.11592066957776136,0.1328730942948926,0.01695242471713125,0.12758357745103607,0.5864946085782612,0.5116675282601015,0.07482708031815966,0.12758357745103605,0.5864946085782612,0.5116675282601015,0.07482708031815966,0.12758357745103605,0,0,1,11.706917752656707,ok,0.3563097545358522,0.3563097545358522,6.800051778554916e-06,6.800051778554916e-06,3,0,6,128,4,local_aer,aer_preset,density_matrix,full,0.01627756923520452
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,4,CABIQAE,cabiqae_latentt,1,512,512.0,512.0,0.14290456511002797,0.1328730942948926,0.010031470815135363,0.07549662983592423,0.5864946085782612,0.6307729749428594,0.044278366364598254,0.07549662983592423,0.5864946085782612,0.6307729749428594,0.044278366364598254,0.07549662983592423,1,1,3,11.706917752656707,ok,1.4252390181434087,1.4252390181434087,6.800051778554916e-06,6.800051778554916e-06,3,0,6,128,4,local_aer,aer_preset,density_matrix,full,0.005699741116582564
simulated_noise,simulated_noise,realistic,1.0,0.125,6q_instance,cva,4,CABIQAE,cabiqae_latentt,2,1408,1408.0,1408.0,0.11976402911113938,0.1328730942948926,0.013109065183753224,0.09865853770711135,0.5864946085782612,0.5286319081228252,0.057862700455435956,0.09865853770711146,0.5864946085782612,0.5286319081228252,0.057862700455435956,0.09865853770711146,3,3,7,11.706917752656707,ok,3.919407299894374,3.919407299894374,6.800051778554916e-06,6.800051778554916e-06,3,0,6,128,4,local_aer,aer_preset,density_matrix,full,0.009733507062505512
