algorithm,algorithm_key,mean_final_normalized_abs_error,mean_runtime_seconds,median_final_normalized_abs_error,median_runtime_seconds,n
BIQAE,biqae,0.37996820154279914,69.32260329104601,0.38625550286775434,17.22583999648169,175
CABIQAE,cabiqae_latentt,0.12209244783909091,34.70477672922191,0.0973297244511685,26.852352088214555,175
Classical MC,classical_mc,0.10175975957895686,0.00025322228470551117,0.07363372696794347,0.00022300006821751595,175
