algorithm,algorithm_key,mean_final_normalized_abs_error,mean_runtime_seconds,median_final_normalized_abs_error,median_runtime_seconds,n
BIQAE,biqae,0.0005707390920747835,0.008973780849480906,0.00024162189721148875,0.008978131688383812,300
CABIQAE,cabiqae_latentt,0.003212058026578335,0.0022613447507046015,0.00022692141563444114,0.002200618889078047,300
IQAE,iqae,0.00040950522761584377,0.0005630677814348594,0.00022768013368419405,0.0005574367365798812,300
