run_kind,simulation_regime,noise_profile,noise_scale,noise_floor,contrast_baseline,contrast_baseline_mode,instance_name,case_id,case_repetition,suite_run_index,calibration_case_id,call_strike,put_strike,benchmark_path,exposure_training_path,target_name,repetition,algorithm,algorithm_key,step_index,budget,query_budget,query_budget_actual,estimate,a_true,abs_error,normalized_abs_error,processed_true_value,processed_estimate,processed_abs_error,processed_relative_error,cva_true,cva_estimate,cva_abs_error,cva_relative_error,coverage,grover_power,grover_power_exceeds_calibration,k_max_budget,amplification_factor,t_eff,runtime_wall_seconds,time_to_budget_seconds,n_shots,max_grover_power,a_sampling,classical_samples,contrast_prefactor,noise_amplification_factor,noise_bias,noise_contrast,normalized_sq_error,sample_model,successes
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,1,1,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,1,Classical MC,classical_mc,9,32768,32768.0,32768.0,0.13421630859375,0.1328730942948926,0.0013432142988573925,0.010109001419627684,0.5864946085782612,0.5924234834089828,0.0059288748307215755,0.0101090014196276,0.5864946085782612,0.5924234834089828,0.0059288748307215755,0.0101090014196276,,0,False,0,1,,8.219998562708497e-05,8.219998562708497e-05,10,0,0.1328730942948926,32768,1.0,1.0,0.0,1.0,0.00010219190970203454,bernoulli_good_state,4398
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,1,1,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,1,Classical MC,classical_mc,10,65536,65536.0,65536.0,0.1331939697265625,0.1328730942948926,0.0003208754316698925,0.0024149014770270642,0.5864946085782612,0.5879109352747852,0.0014163266965240284,0.0024149014770270226,0.5864946085782612,0.5879109352747852,0.0014163266965240284,0.0024149014770270226,,0,False,0,1,,8.830003207549453e-05,8.830003207549453e-05,10,0,0.1328730942948926,65536,1.0,1.0,0.0,1.0,5.831749143747496e-06,bernoulli_good_state,8729
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,0,64,64.0,64.0,0.25,0.1328730942948926,0.11712690570510739,0.881494529247292,0.5864946085782612,1.1034863974730302,0.516991788894769,0.8814945292472919,0.5864946085782612,1.1034863974730302,0.516991788894769,0.8814945292472919,,0,False,0,1,,3.2999669201672077e-06,3.2999669201672077e-06,10,0,0.1328730942948926,64,1.0,1.0,0.0,1.0,0.777032605092905,bernoulli_good_state,16
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,1,128,128.0,128.0,0.203125,0.1328730942948926,0.07025190570510739,0.5287143050134248,0.5864946085782612,0.8965826979468371,0.3100880893685759,0.5287143050134246,0.5864946085782612,0.8965826979468371,0.3100880893685759,0.5287143050134246,,0,False,0,1,,1.2199976481497288e-05,1.2199976481497288e-05,10,0,0.1328730942948926,128,1.0,1.0,0.0,1.0,0.2795388163258287,bernoulli_good_state,26
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,2,256,256.0,256.0,0.15625,0.1328730942948926,0.023376905705107393,0.17593408077955747,0.5864946085782612,0.689678998420644,0.10318438984238276,0.1759340807795575,0.5864946085782612,0.689678998420644,0.10318438984238276,0.1759340807795575,,0,False,0,1,,1.8799968529492617e-05,1.8799968529492617e-05,10,0,0.1328730942948926,256,1.0,1.0,0.0,1.0,0.030952800779747852,bernoulli_good_state,40
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,3,512,512.0,512.0,0.16015625,0.1328730942948926,0.027283155705107393,0.2053324327990464,0.5864946085782612,0.70692097338116,0.12042636480289881,0.20533243279904637,0.5864946085782612,0.70692097338116,0.12042636480289881,0.20533243279904637,,0,False,0,1,,2.5200017262250185e-05,2.5200017262250185e-05,10,0,0.1328730942948926,512,1.0,1.0,0.0,1.0,0.042161407959174904,bernoulli_good_state,82
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,4,1024,1024.0,1024.0,0.130859375,0.1328730942948926,0.0020137192948926075,0.01515520734712062,0.5864946085782612,0.5776061611772892,0.008888447400971944,0.0151552073471207,0.5864946085782612,0.5776061611772892,0.008888447400971944,0.0151552073471207,,0,False,0,1,,3.190001007169485e-05,3.190001007169485e-05,10,0,0.1328730942948926,1024,1.0,1.0,0.0,1.0,0.00022968030973421883,bernoulli_good_state,134
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,5,2048,2048.0,2048.0,0.130859375,0.1328730942948926,0.0020137192948926075,0.01515520734712062,0.5864946085782612,0.5776061611772892,0.008888447400971944,0.0151552073471207,0.5864946085782612,0.5776061611772892,0.008888447400971944,0.0151552073471207,,0,False,0,1,,3.9000005926936865e-05,3.9000005926936865e-05,10,0,0.1328730942948926,2048,1.0,1.0,0.0,1.0,0.00022968030973421883,bernoulli_good_state,268
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,6,4096,4096.0,4096.0,0.138427734375,0.1328730942948926,0.0055546400801073925,0.041804099690639196,0.5864946085782612,0.6110124876632892,0.024517879085028005,0.04180409969063913,0.5864946085782612,0.6110124876632892,0.024517879085028005,0.04180409969063913,,0,False,0,1,,4.509999416768551e-05,4.509999416768551e-05,10,0,0.1328730942948926,4096,1.0,1.0,0.0,1.0,0.0017475827509449001,bernoulli_good_state,567
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,7,8192,8192.0,8192.0,0.13671875,0.1328730942948926,0.0038456557051073925,0.028942320682112783,0.5864946085782612,0.6034691236180634,0.016974515039802185,0.028942320682112672,0.5864946085782612,0.6034691236180634,0.016974515039802185,0.028942320682112672,,0,False,0,1,,5.119998240843415e-05,5.119998240843415e-05,10,0,0.1328730942948926,8192,1.0,1.0,0.0,1.0,0.0008376579264662533,bernoulli_good_state,1120
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,8,16384,16384.0,16384.0,0.1373291015625,0.1328730942948926,0.0044560072676073925,0.03353581318515793,0.5864946085782612,0.606163182205644,0.019668573627382835,0.03353581318515784,0.5864946085782612,0.606163182205644,0.019668573627382835,0.03353581318515784,,0,False,0,1,,5.749997217208147e-05,5.749997217208147e-05,10,0,0.1328730942948926,16384,1.0,1.0,0.0,1.0,0.0011246507659898124,bernoulli_good_state,2250
classical_monte_carlo,classical_monte_carlo,none,,,,ideal,6q_instance,base,2,2,base,4500.0,12500.0,data\multi_asset\6q_instance\benchmark\three_asset_instance.npz,data\multi_asset\6q_instance\quantum\training\crca\positive_exposure\training_heavy_hex_star_shots_backend_noise_snapshot.npz,cva,2,Classical MC,classical_mc,9,32768,32768.0,32768.0,0.1351318359375,0.1328730942948926,0.0022587416426073925,0.016999240174195403,0.5864946085782612,0.5964645712903538,0.009969962712092606,0.016999240174195438,0.5864946085782612,0.5964645712903538,0.009969962712092606,0.016999240174195438,,0,False,0,1,,6.359996041283011e-05,6.359996041283011e-05,10,0,0.1328730942948926,32768,1.0,1.0,0.0,1.0,0.00028897416649997895,bernoulli_good_state,4428
