profile,scenario_id,objective_ry_offset,a_true,rep,budget,algorithm,estimate,abs_error,nrmse,k_max_budget,time_to_budget_seconds
realistic,4,-0.26749771541378475,0.06037567338876554,1,917,BIQAE,0.06769345788482631,0.00731778449606077,0.12120418846413121,9,0.028142547506670123
realistic,4,-0.26749771541378475,0.06037567338876554,1,917,CABIQAE_latentt,0.059603879483457745,0.0007717939053077938,0.012783193329176285,9,0.03674944883918978
realistic,4,-0.26749771541378475,0.06037567338876554,1,1604,BIQAE,0.06769345788482631,0.00731778449606077,0.12120418846413121,9,0.04922644078593117
realistic,4,-0.26749771541378475,0.06037567338876554,1,1604,CABIQAE_latentt,0.059603879483457745,0.0007717939053077938,0.012783193329176285,9,0.06428147866745955
realistic,4,-0.26749771541378475,0.06037567338876554,1,2805,BIQAE,0.06769345788482631,0.00731778449606077,0.12120418846413121,9,0.08608489177340206
realistic,4,-0.26749771541378475,0.06037567338876554,1,2805,CABIQAE_latentt,0.05840012531501072,0.0019755480737548153,0.032720928196262856,29,0.11241243619839404
realistic,4,-0.26749771541378475,0.06037567338876554,1,4905,BIQAE,0.061825821173064566,0.0014501477842990274,0.024018743028526867,39,0.15053347384974586
realistic,4,-0.26749771541378475,0.06037567338876554,1,4905,CABIQAE_latentt,0.05840012531501072,0.0019755480737548153,0.032720928196262856,29,0.19657147934157676
realistic,4,-0.26749771541378475,0.06037567338876554,2,300,BIQAE,0.1113306478083211,0.05095497441955556,0.8439653184727386,1,0.00915228953402566
realistic,4,-0.26749771541378475,0.06037567338876554,2,300,CABIQAE_latentt,0.06827379941303245,0.007898126024266913,0.1308163632960252,3,0.009415337894018234
realistic,4,-0.26749771541378475,0.06037567338876554,2,525,BIQAE,0.061687331420952826,0.0013116580321872878,0.02172494249035334,3,0.016016506684544903
realistic,4,-0.26749771541378475,0.06037567338876554,2,525,CABIQAE_latentt,0.06827379941303245,0.007898126024266913,0.1308163632960252,3,0.016476841314531906
realistic,4,-0.26749771541378475,0.06037567338876554,2,917,BIQAE,0.06340139813252313,0.0030257247437575907,0.05011496475202222,9,0.027975498342338433
realistic,4,-0.26749771541378475,0.06037567338876554,2,917,CABIQAE_latentt,0.06092244570835703,0.0005467723195914931,0.009056169296378138,9,0.028779549496049064
realistic,4,-0.26749771541378475,0.06037567338876554,2,1604,BAE,0.49358744732983423,0.4332117739410687,7.175270264094131,23,0.7864776998596923
realistic,4,-0.26749771541378475,0.06037567338876554,2,1604,BIQAE,0.06340139813252313,0.0030257247437575907,0.05011496475202222,9,0.0489342413752572
realistic,4,-0.26749771541378475,0.06037567338876554,2,1604,CABIQAE_latentt,0.06092244570835703,0.0005467723195914931,0.009056169296378138,9,0.05034067327335082
realistic,4,-0.26749771541378475,0.06037567338876554,2,2805,BAE,0.49358744732983423,0.4332117739410687,7.175270264094131,23,1.3753553292434146
realistic,4,-0.26749771541378475,0.06037567338876554,2,2805,BIQAE,0.06092600170735888,0.0005503283185933419,0.00911506717365648,27,0.08557390714313991
realistic,4,-0.26749771541378475,0.06037567338876554,2,2805,CABIQAE_latentt,0.06016671224388642,0.0002089611448791162,0.003461015557269111,29,0.08803340930907048
realistic,4,-0.26749771541378475,0.06037567338876554,2,4905,BAE,0.34435419047098637,0.2839785170822208,4.703525462211448,47,2.405033115842762
realistic,4,-0.26749771541378475,0.06037567338876554,2,4905,BIQAE,0.06092600170735888,0.0005503283185933419,0.00911506717365648,27,0.14963993388131955
realistic,4,-0.26749771541378475,0.06037567338876554,2,4905,CABIQAE_latentt,0.06016671224388642,0.0002089611448791162,0.003461015557269111,29,0.1539407745671981
realistic,4,-0.26749771541378475,0.06037567338876554,3,300,BIQAE,0.04743586954103527,0.012939803847730268,0.2143214828331514,3,0.007288061180240001
realistic,4,-0.26749771541378475,0.06037567338876554,3,300,CABIQAE_latentt,0.06461483045435128,0.004239157065585739,0.07021299850834531,3,0.009148843940203693
realistic,4,-0.26749771541378475,0.06037567338876554,3,525,BIQAE,0.04743586954103527,0.012939803847730268,0.2143214828331514,3,0.012754107065420002
realistic,4,-0.26749771541378475,0.06037567338876554,3,525,CABIQAE_latentt,0.06461483045435128,0.004239157065585739,0.07021299850834531,3,0.016010476895356462
realistic,4,-0.26749771541378475,0.06037567338876554,3,917,BAE,0.4713705735582018,0.41099490016943624,6.807293022191161,9,0.4516663753830635
realistic,4,-0.26749771541378475,0.06037567338876554,3,917,BIQAE,0.04743586954103527,0.012939803847730268,0.2143214828331514,3,0.022277173674266938
realistic,4,-0.26749771541378475,0.06037567338876554,3,917,CABIQAE_latentt,0.05962113535935348,0.0007545380294120552,0.012497384907883389,9,0.027964966310555957
realistic,4,-0.26749771541378475,0.06037567338876554,3,1604,BAE,0.4713705735582018,0.41099490016943624,6.807293022191161,9,0.7900467460353694
realistic,4,-0.26749771541378475,0.06037567338876554,3,1604,BIQAE,0.05987144991684672,0.0005042234719188216,0.008351434338000202,11,0.03896683377701654
realistic,4,-0.26749771541378475,0.06037567338876554,3,1604,CABIQAE_latentt,0.05962113535935348,0.0007545380294120552,0.012497384907883389,9,0.048915818933622415
realistic,4,-0.26749771541378475,0.06037567338876554,3,2805,BAE,0.3486304649850606,0.2882547915962951,4.7743532356184435,17,1.3815967098685857
realistic,4,-0.26749771541378475,0.06037567338876554,3,2805,BIQAE,0.05987144991684672,0.0005042234719188216,0.008351434338000202,11,0.06814337203524401
realistic,4,-0.26749771541378475,0.06037567338876554,3,2805,CABIQAE_latentt,0.06055002138839781,0.0001743479996322711,0.0028877193387082467,29,0.08554169084090453
realistic,4,-0.26749771541378475,0.06037567338876554,3,4905,BAE,0.3486304649850606,0.2882547915962951,4.7743532356184435,17,2.4159471878450667
realistic,4,-0.26749771541378475,0.06037567338876554,3,4905,BIQAE,0.060209941692491664,0.00016573169627387419,0.0027450078313281862,41,0.11915980029692402
realistic,4,-0.26749771541378475,0.06037567338876554,3,4905,CABIQAE_latentt,0.06055002138839781,0.0001743479996322711,0.0028877193387082467,29,0.14958359842233038
realistic,4,-0.26749771541378475,0.06037567338876554,4,300,BIQAE,0.05346016379288835,0.006915509595877188,0.11454132447264759,3,0.00912930353422422
realistic,4,-0.26749771541378475,0.06037567338876554,4,300,CABIQAE_latentt,0.04474892217394344,0.0156267512148221,0.25882529067957133,3,0.009140960008451385
realistic,4,-0.26749771541378475,0.06037567338876554,4,525,BIQAE,0.05346016379288835,0.006915509595877188,0.11454132447264759,3,0.015976281184892388
