regime,selected_AE_algorithm,CVA_MC_hat,CVA_Delta,CVA_SV_hat,CVA_AE_hat,Error_observed,C_scale,K_QCBM,sqrt_2_K_QCBM,delta_v,delta_p,delta_q,Delta_AE,B_MC_Delta,B_QCBM,B_rot,B_AE,Bound_total,bound_check,absolute_continuity_check,num_support_violations,target_mass_on_violations,min_P_hat_on_target_support
noiseless,cabiqae_latentt,1.0855430217233175,0.5098788435014678,0.5864946085782612,0.8554007731459446,0.23014224857737287,4.5652225335814,0.010589300924573341,0.14552869768243884,0.054247810052245986,0.001928436785295964,0.00017083411639774038,0.05890318874701769,0.5756641782218497,0.664370889942625,0.2572369636724608,0.2689061645676835,1.766178196404619,PASS,PASS,0,0.0,1.2647526747085448e-05
noise_hardware,biqae,1.0855430217233175,0.5098788435014678,0.5856660811321932,1.0837044459285945,0.0018385757947230186,4.5652225335814,0.07342485447174285,0.38320974536601454,0.08542168268785402,0.005651887559158568,0.008413783039570346,0.1090939951191584,0.5756641782218497,1.74943776463292,0.454181907030282,0.4980383647964012,3.277322214681453,PASS,PASS,0,0.0,0.00028333333333333335
