a_true,abs_error,algorithm,algorithm_key,amplification_factor,budget,cva_abs_error,cva_estimate,cva_relative_error,cva_true,estimate,grover_power,k_max_budget,normalized_abs_error,normalized_sq_error,processed_abs_error,processed_estimate,processed_relative_error,processed_true_value,query_budget_actual,repetition,replay_probability_extrapolated,replay_probability_source,run_kind,runtime_wall_seconds,target_name,time_to_budget_seconds
0.1328730942948926,0.20101825172385931,CABIQAE,cabiqae,1,128,0.8860301805109896,1.4716962616431828,1.5128589635891854,0.5856660811321932,0.3338913460187519,0,0,1.5128589635891854,2.2887422437121443,0.8860301805109896,1.4716962616431828,1.5128589635891854,0.5856660811321932,128.0,99,,,hardware_replay,0.0032946205465123057,cva,0.0032946205465123057
0.1328730942948926,0.1710220861153964,CABIQAE,cabiqae,1,256,0.7538157780834243,1.3394818592156175,1.2871084776263102,0.5856660811321932,0.303895180410289,0,0,1.2871084776263104,1.6566482331775185,0.7538157780834243,1.3394818592156175,1.2871084776263102,0.5856660811321932,256.0,99,,,hardware_replay,0.0065892410930246115,cva,0.0065892410930246115
0.1328730942948926,0.1527124475781578,CABIQAE,cabiqae,1,384,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,0.2855855418730504,0,0,1.149310538665071,1.3209147142865958,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,384.0,99,,,hardware_replay,0.009883861639536917,cva,0.009883861639536917
0.1328730942948926,0.1527124475781578,CABIQAE,cabiqae,1,512,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,0.2855855418730504,0,0,1.149310538665071,1.3209147142865958,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,384.0,99,,,hardware_replay,0.009883861639536917,cva,0.009883861639536917
0.1328730942948926,0.1527124475781578,CABIQAE,cabiqae,1,640,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,0.2855855418730504,0,0,1.149310538665071,1.3209147142865958,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,384.0,99,,,hardware_replay,0.009883861639536917,cva,0.009883861639536917
0.1328730942948926,0.1527124475781578,CABIQAE,cabiqae,1,768,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,0.2855855418730504,0,0,1.149310538665071,1.3209147142865958,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,384.0,99,,,hardware_replay,0.009883861639536917,cva,0.009883861639536917
0.1328730942948926,0.1527124475781578,CABIQAE,cabiqae,1,896,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,0.2855855418730504,0,0,1.149310538665071,1.3209147142865958,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,384.0,99,,,hardware_replay,0.009883861639536917,cva,0.009883861639536917
0.1328730942948926,0.1527124475781578,CABIQAE,cabiqae,1,1024,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,0.2855855418730504,0,0,1.149310538665071,1.3209147142865958,0.6731121991839022,1.2587782803160954,1.149310538665071,0.5856660811321932,384.0,99,,,hardware_replay,0.009883861639536917,cva,0.009883861639536917
0.1328730942948926,0.17240804174513127,CABIQAE,cabiqae,7,1280,0.7599246687252608,1.345590749857454,1.297539149366813,0.5856660811321932,0.3052811360400239,3,3,1.297539149366813,1.6836078441395523,0.7599246687252608,1.345590749857454,1.297539149366813,0.5856660811321932,1280.0,99,,,hardware_replay,0.03294620546512306,cva,0.03294620546512306
0.1328730942948926,0.17240804174513127,CABIQAE,cabiqae,7,1536,0.7599246687252608,1.345590749857454,1.297539149366813,0.5856660811321932,0.3052811360400239,3,3,1.297539149366813,1.6836078441395523,0.7599246687252608,1.345590749857454,1.297539149366813,0.5856660811321932,1280.0,99,,,hardware_replay,0.03294620546512306,cva,0.03294620546512306
0.1328730942948926,0.17240804174513127,CABIQAE,cabiqae,7,1792,0.7599246687252608,1.345590749857454,1.297539149366813,0.5856660811321932,0.3052811360400239,3,3,1.297539149366813,1.6836078441395523,0.7599246687252608,1.345590749857454,1.297539149366813,0.5856660811321932,1280.0,99,,,hardware_replay,0.03294620546512306,cva,0.03294620546512306
0.1328730942948926,0.17240804174513127,CABIQAE,cabiqae,7,2048,0.7599246687252608,1.345590749857454,1.297539149366813,0.5856660811321932,0.3052811360400239,3,3,1.297539149366813,1.6836078441395523,0.7599246687252608,1.345590749857454,1.297539149366813,0.5856660811321932,1280.0,99,,,hardware_replay,0.03294620546512306,cva,0.03294620546512306
0.1328730942948926,0.16660210036485376,CABIQAE,cabiqae,7,2560,0.7343337622026522,1.3199998433348454,1.2538437615903226,0.5856660811321932,0.29947519465974637,3,3,1.2538437615903224,1.5721241784789692,0.7343337622026522,1.3199998433348454,1.2538437615903226,0.5856660811321932,2176.0,99,,,hardware_replay,0.0560085492907092,cva,0.0560085492907092
0.1328730942948926,0.1287040386992139,CABIQAE,cabiqae,7,3072,0.567290092632035,1.1529561737642282,0.9686237788184109,0.5856660811321932,0.2615771329941065,3,3,0.9686237788184108,0.9382320248924576,0.567290092632035,1.1529561737642282,0.9686237788184109,0.5856660811321932,3072.0,99,,,hardware_replay,0.07907089311629534,cva,0.07907089311629534
0.1328730942948926,0.1287040386992139,CABIQAE,cabiqae,7,3584,0.567290092632035,1.1529561737642282,0.9686237788184109,0.5856660811321932,0.2615771329941065,3,3,0.9686237788184108,0.9382320248924576,0.567290092632035,1.1529561737642282,0.9686237788184109,0.5856660811321932,3072.0,99,,,hardware_replay,0.07907089311629534,cva,0.07907089311629534
