amplification_factor,contrast_baseline,contrast_mitigated,contrast_mitigated_se,contrast_relative_se,contrast_signal_z,grover_power,p_hw_mitigated,p_hw_mitigated_se,p_ideal,p_raw,p_raw_se,shots,signal_z_from_baseline,signal_z_from_half,used_in_fit,visible_by_contrast
1,0.10319,3.865862988419944,0.1551344336655026,0.0401293150145782,24.919438560980158,0,0.2179407756164044,0.004604870022877871,0.13287309429489258,0.2147216796875,0.004536853754229407,8192,24.919438560980158,61.252374764601754,False,False
3,0.10319,0.09420491299001041,0.005923744304245652,0.06288147949219816,15.902933710776828,1,0.16974352620493124,0.004184984193188857,0.8096661708552149,0.167236328125,0.004123169851468172,8192,15.902933710776827,78.9146287177303,True,True
5,0.10319,0.08314177812129156,0.005163345629514964,0.06210290116699701,16.102307319121255,2,0.17073472927766076,0.004194723646682135,0.9155941944246487,0.168212890625,0.004132765448287538,8192,16.10230731912126,78.49510443501454,True,True
7,0.10319,0.07339526153457603,0.023298534023397544,0.31743921250858625,3.150209427806439,3,0.114360054516169,0.003545813309290663,0.2553804041571792,0.1126708984375,0.0034934398461041187,8192,3.150209427806439,108.75923570859909,True,True
9,0.10319,0.05611264068156561,0.05855664409251878,1.0435553091294114,0.9582625772219515,4,0.09998760996159088,0.0033418711264849793,0.046119258015454856,0.0985107421875,0.003292509992902865,8192,0.9582625772219515,119.69713220483969,False,False
11,0.10319,-0.18091111102081506,0.0,,,5,0.0,0.0,0.6735806156882055,0.0,0.0,8192,103190000000.0,500000000000.0,False,False
15,0.10319,3.0041818933471442,0.0,0.0,3004181893347.1445,7,1.0,0.0,0.40171053964708797,1.0,0.0,8192,896810000000.0,500000000000.0,False,False
