a_true,algorithm,algorithm_key,amplification_factor_max,ci_high,ci_low,coverage,final_abs_error,final_estimate,final_normalized_abs_error,final_queries,k_max,objective_ry_offset,repetition,run_kind,runtime_wall_seconds
0.7041348196258655,BAE,bae,97,0.7052878600866211,0.7034845085163567,1.0,0.00025136467562336673,0.7043861843014889,0.00035698373183267184,8500.0,48,0.67,0,ideal_simulation,2.7409715069989034
0.7041348196258655,BIQAE,biqae,195,0.7054352112804898,0.7019739128351288,1.0,0.00043025756805625814,0.7037045620578093,0.0006110443001311465,4500.0,97,0.67,0,ideal_simulation,0.5730207409978902
0.7041348196258655,IQAE,iqae,127,0.7061125339026484,0.7025806704626262,1.0,0.000211782556771678,0.7043466021826372,0.0003007698964300706,6120.0,63,0.67,0,ideal_simulation,0.598699652000505
0.7041348196258655,CABIQAE,cabiqae_latentt,157,0.7056171836864401,0.7027554179620821,1.0,5.1481198395486594e-05,0.704186300824261,7.311270080755355e-05,5260.0,78,0.67,0,ideal_simulation,0.508334702000866
0.7041348196258655,ELF-QAE,elf_qae,3,0.9828549515519812,0.3709928151918788,1.0,0.02661696007412151,0.7307517796999871,0.0378009428482235,6999.0,1,0.67,0,ideal_simulation,16.131848379001895
0.7041348196258655,BAE,bae,97,0.7045528325963613,0.7024560669404396,1.0,0.0006303698574651184,0.7035044497684004,0.0008952402862282236,8560.0,48,0.67,1,ideal_simulation,2.524932960001024
0.7041348196258655,BIQAE,biqae,269,0.7048158389325713,0.7023674877690921,1.0,0.0005431562750338736,0.7035916633508317,0.0007713810763150073,6430.0,134,0.67,1,ideal_simulation,0.76771091000046
0.7041348196258655,IQAE,iqae,209,0.7056643796182472,0.7021624208397756,1.0,0.0002214193968540501,0.7039134002290115,0.00031445596877555196,5580.0,104,0.67,1,ideal_simulation,0.6804109499971673
0.7041348196258655,CABIQAE,cabiqae_latentt,277,0.7045155045562582,0.7021581680847403,1.0,0.0007979833053662899,0.7033368363204993,0.0011332819839676297,6430.0,138,0.67,1,ideal_simulation,0.6519488550002279
0.7041348196258655,ELF-QAE,elf_qae,3,0.9828549515519812,0.3709928151918788,1.0,0.02661696007412151,0.7307517796999871,0.0378009428482235,6999.0,1,0.67,1,ideal_simulation,15.947726291000436
0.7041348196258655,BAE,bae,99,0.7054872207160205,0.7030083459305791,1.0,0.00011296369743429846,0.7042477833232998,0.00016042907449786463,7180.0,49,0.67,2,ideal_simulation,2.140205055999104
0.7041348196258655,BIQAE,biqae,195,0.7057175762044701,0.7025515212172216,1.0,2.7091501964005005e-07,0.7041345487108459,3.847487897047867e-07,5540.0,97,0.67,2,ideal_simulation,0.6667968690017005
0.7041348196258655,IQAE,iqae,209,0.7067648193866387,0.7032908277077595,1.0,0.0008930039213336238,0.7050278235471992,0.0012682286068570105,5870.0,104,0.67,2,ideal_simulation,0.5504404040002555
0.7041348196258655,CABIQAE,cabiqae_latentt,113,0.7050774904733264,0.7011774301301493,1.0,0.0010073593241276546,0.7031274603017379,0.0014306341570537644,4040.0,56,0.67,2,ideal_simulation,0.3838223630009452
0.7041348196258655,ELF-QAE,elf_qae,3,0.9828549515519812,0.3709928151918788,1.0,0.02661696007412151,0.7307517796999871,0.0378009428482235,6999.0,1,0.67,2,ideal_simulation,16.05261571200026
0.5682384803402307,BAE,bae,101,0.5684210912928351,0.5662424446205192,1.0,0.000906712383553554,0.5673317679566772,0.0015956546677561563,8820.0,50,0.52,3,ideal_simulation,2.6372836369992
0.5682384803402307,BIQAE,biqae,159,0.5702478046736846,0.5667158367584453,1.0,0.0002433403758341779,0.5684818207160649,0.0004282363554268249,5150.0,79,0.52,3,ideal_simulation,0.6428196950000711
0.5682384803402307,IQAE,iqae,279,0.5699675049936634,0.5673011443463002,1.0,0.00039584432975114936,0.5686343246699819,0.0006966165499987594,7870.0,139,0.52,3,ideal_simulation,0.8780840170002193
0.5682384803402307,CABIQAE,cabiqae_latentt,211,0.5695477703017563,0.5661483232067903,1.0,0.0003904335859574726,0.5678480467542733,0.0006870945905030964,4850.0,105,0.52,3,ideal_simulation,0.5090139089988952
0.5682384803402307,ELF-QAE,elf_qae,3,0.9828210414214753,0.37111894863179307,1.0,0.16252560266426075,0.7307640830044915,0.286016537575824,6999.0,1,0.52,3,ideal_simulation,16.049461339000118
0.49216902723816036,BAE,bae,91,0.4940723599376473,0.4914673728123372,1.0,0.0006008391368318988,0.49276986637499226,0.0012207983509314841,7460.0,45,0.44,4,ideal_simulation,2.486300722001033
0.49216902723816036,BIQAE,biqae,215,0.49398165993450194,0.49061798139499907,1.0,0.00013079342659017001,0.49229982066475053,0.00026574899953401405,6830.0,107,0.44,4,ideal_simulation,0.814625208000507
0.49216902723816036,IQAE,iqae,361,0.493335550637687,0.49125539780502875,1.0,0.00012644698319752568,0.4922954742213579,0.0002569177989665287,7900.0,180,0.44,4,ideal_simulation,0.7421788620013103
0.49216902723816036,CABIQAE,cabiqae_latentt,217,0.4933583783322931,0.4899696410685746,1.0,0.000505017537726471,0.4916640097004339,0.0010261058900037064,5250.0,108,0.44,4,ideal_simulation,0.5299839609979244
0.49216902723816036,ELF-QAE,elf_qae,3,0.49756542380288665,0.48400515092712443,1.0,0.0013843668345591698,0.4907846604036012,0.0028127873920218783,6999.0,1,0.44,4,ideal_simulation,16.06597226800295
0.7041348196258655,BAE,bae,97,0.7055438723659039,0.703416451055158,1.0,0.00034534208466541205,0.704480161710531,0.00049044881042654,8300.0,48,0.67,5,ideal_simulation,3.0417990460009605
0.7041348196258655,BIQAE,biqae,139,0.706436921102281,0.7031285172660224,1.0,0.0006478995582861469,0.7047827191841517,0.00092013566184726,4690.0,69,0.67,5,ideal_simulation,0.7533919329980563
0.7041348196258655,IQAE,iqae,127,0.7061125339026484,0.7025806704626262,1.0,0.000211782556771678,0.7043466021826372,0.0003007698964300706,6030.0,63,0.67,5,ideal_simulation,0.5882466410002962
0.7041348196258655,CABIQAE,cabiqae_latentt,201,0.7057089585922561,0.7028297559907158,1.0,0.00013453766562043779,0.704269357291486,0.0001910680481501013,4960.0,100,0.67,5,ideal_simulation,0.46189118300026166
0.7041348196258655,ELF-QAE,elf_qae,3,0.9828549515519812,0.3709928151918788,1.0,0.02661696007412151,0.7307517796999871,0.0378009428482235,6999.0,1,0.67,5,ideal_simulation,16.026376761001302
0.3602728053304129,BAE,bae,101,0.36115315745065674,0.35853954970721474,1.0,0.00042645175147715264,0.35984635357893574,0.0011836912061293269,7640.0,50,0.3,6,ideal_simulation,2.7658832150009403
0.3602728053304129,BIQAE,biqae,189,0.36274669793378084,0.3590978623761515,1.0,0.0006494748245532977,0.3609222801549662,0.0018027306389602521,4750.0,94,0.3,6,ideal_simulation,0.6419770920001611
0.3602728053304129,IQAE,iqae,261,0.360443825342729,0.35810626517197797,1.0,0.000997760073059406,0.3592750452573535,0.0027694570844567124,6220.0,130,0.3,6,ideal_simulation,0.7209461400016153
0.3602728053304129,CABIQAE,cabiqae_latentt,243,0.3619873215419034,0.3592692545994703,1.0,0.0003554827402739158,0.3606282880706868,0.0009867043390851995,5820.0,121,0.3,6,ideal_simulation,0.5515501959998801
0.3602728053304129,ELF-QAE,elf_qae,3,0.5883302514212345,0.02963266287689348,1.0,0.0947751983822252,0.2654976069481877,0.2630650911752973,6999.0,1,0.3,6,ideal_simulation,16.020869326999673
