abs_error_mean,abs_error_median,algorithm,algorithm_key,amplification_factor_median,budget,cva_abs_error_median,cva_relative_error_median,estimate_mean,grover_power_max_median,mae_ci_high,mae_ci_low,n_points,n_runs,normalized_abs_error_ci_high,normalized_abs_error_ci_low,normalized_abs_error_mean,normalized_abs_error_median,normalized_abs_error_median_ci_high,normalized_abs_error_median_ci_low,normalized_abs_error_se,normalized_abs_error_std,processed_abs_error_median,processed_abs_error_median_ci_high,processed_abs_error_median_ci_low,processed_abs_error_se,processed_relative_error_median,processed_relative_error_median_ci_high,processed_relative_error_median_ci_low,processed_relative_error_se,query_budget_actual_mean,query_budget_actual_median,runtime_wall_seconds_ci_high,runtime_wall_seconds_ci_low,runtime_wall_seconds_mean,runtime_wall_seconds_median,runtime_wall_seconds_median_ci_high,runtime_wall_seconds_median_ci_low,runtime_wall_seconds_se,success_rate,target_name,total_repetitions
0.08474769042628273,0.08399916182844243,BIQAE,biqae,1.0,128,3.831995577879188e-05,1.5477399464055963,0.13901983221826686,0.0,0.09048104152425093,0.079241029813255,100,100,1.6657732472679043,1.4559450324783414,1.5615320794065242,1.547739946405596,1.825580288499522,1.4088017682757747,0.05409980930543797,0.5409980930543797,3.831995577879188e-05,4.519890831040379e-05,3.488003368187558e-05,1.3394383888843464e-06,1.5477399464055963,1.8255802884995223,1.4088017682757747,0.05409980930543797,128.0,128.0,0.0017184974011838555,0.001665211484833577,0.0016913740477459958,0.0016710390823330575,0.001700246808158749,0.0016416422655930725,1.3632709442387892e-05,1.0,cva,100
0.0842462479242177,0.08399916182844243,BIQAE,biqae,1.0,256,3.831995577879188e-05,1.5477399464055963,0.1385183897162018,0.0,0.09007190623022625,0.07848922118391073,100,100,1.6542245318695696,1.4519380103310475,1.5522926706507953,1.547739946405596,1.7561228547716787,1.4088017682757747,0.05354640997361314,0.5354640997361314,3.831995577879188e-05,4.175956335437223e-05,3.488003368187558e-05,1.3257369670319291e-06,1.5477399464055963,1.6884018568870223,1.4088017682757747,0.05354640997361314,130.56,128.0,0.0017848780903096844,0.0016797781059900176,0.0017245904618599084,0.001675988630690288,0.0017053715519382265,0.001642319830420058,2.6797518448054596e-05,1.0,cva,100
0.0842462479242177,0.08399916182844243,BIQAE,biqae,1.0,384,3.831995577879188e-05,1.5477399464055963,0.1385183897162018,0.0,0.09014322098658002,0.07851176426847487,100,100,1.655588922467052,1.446685182770685,1.5522926706507953,1.547739946405596,1.6866654210438357,1.4088017682757747,0.05354640997361314,0.5354640997361314,3.831995577879188e-05,4.180255516632239e-05,3.488003368187558e-05,1.3257369670319291e-06,1.5477399464055963,1.756122854771679,1.4088017682757747,0.05354640997361314,130.56,128.0,0.0017829585064233382,0.0016766740855664831,0.0017245904618599084,0.001675988630690288,0.0017069807762866197,0.001641754622221216,2.6797518448054596e-05,1.0,cva,100
0.035181771201444716,0.02546996878249852,BIQAE,biqae,3.0,512,1.1619259718637728e-05,0.46930096991787373,0.04529027500650136,1.0,0.04235717548742756,0.029260115556526016,100,100,0.774019972615059,0.5316402938970848,0.648247333526848,0.46930096991787373,0.4842758660603965,0.44914557237163405,0.061299926956753605,0.612999269567536,1.1619259718637728e-05,1.1964803042234687e-05,1.1111689887730711e-05,1.5177036010999197e-06,0.46930096991787373,0.4838411176674199,0.4491440079365463,0.061299926956753605,476.16,512.0,0.006586540723613291,0.005979081801050748,0.0063155897639979594,0.006624707290376987,0.006740765624704565,0.006544504178669403,0.00015651426349425518,1.0,cva,100
0.035181771201444716,0.02546996878249852,BIQAE,biqae,3.0,640,1.1619259718637728e-05,0.46930096991787373,0.04529027500650136,1.0,0.04194691373161136,0.029156550488646866,100,100,0.7786140914930993,0.5372987934117305,0.648247333526848,0.46930096991787373,0.48385198637724425,0.44879713620816125,0.061299926956753605,0.612999269567536,1.1619259718637728e-05,1.1979254186748262e-05,1.1111651154425728e-05,1.5177036010999197e-06,0.46930096991787373,0.4842758660603965,0.44880026507833665,0.061299926956753605,476.16,512.0,0.006595479547790905,0.005990722472914823,0.0063155897639979594,0.006624707290376987,0.006747982979930462,0.006544466665537472,0.00015651426349425518,1.0,cva,100
0.04115247169222744,0.02546996878249852,BIQAE,biqae,3.0,768,1.1619259718637728e-05,0.46930096991787373,0.05126097549728408,1.0,0.05161584145908046,0.03163969006848626,100,100,0.9712723823332245,0.5825639066280637,0.7582614271969927,0.46930096991787373,0.4838411176674199,0.4488002650783367,0.09682107385578277,0.9682107385578277,1.1619259718637728e-05,1.1964803042234687e-05,1.1111651154425728e-05,2.3971593401237058e-06,0.46930096991787373,0.4838411176674199,0.4487987006432489,0.09682107385578277,527.36,512.0,0.0071686238842229195,0.006742396979033136,0.006954712428594958,0.00673118641623817,0.0068799128387343166,0.006609834232732799,0.00010793983337045973,1.0,cva,100
0.04202957239182561,0.02546996878249852,BIQAE,biqae,3.0,896,1.1619259718637728e-05,0.46930096991787373,0.05213807619688225,1.0,0.053185500290609554,0.032234230783842834,100,100,0.9827157339233875,0.5913155235757735,0.7744225859542783,0.46930096991787373,0.4838411176674199,0.4488002650783367,0.10042207107550227,1.0042207107550227,1.1619259718637728e-05,1.1950389460873977e-05,1.1111651154425728e-05,2.4863151796041474e-06,0.46930096991787373,0.4842758660603965,0.44880026507833665,0.1004220710755023,533.76,512.0,0.007250666139670425,0.006822483471229415,0.007032509684404053,0.006740765624704565,0.0068799128387343166,0.006612491998821497,0.00010799909279684574,1.0,cva,100
0.04202957239182561,0.02546996878249852,BIQAE,biqae,3.0,1024,1.1619259718637728e-05,0.46930096991787373,0.05213807619688225,1.0,0.05304372939835272,0.03209543417639774,100,100,0.9813242527547569,0.591119652124901,0.7744225859542783,0.46930096991787373,0.4838411176674199,0.448798700643249,0.10042207107550227,1.0042207107550227,1.1619259718637728e-05,1.199001797121506e-05,1.1111651154425728e-05,2.4863151796041474e-06,0.46930096991787373,0.4838411176674199,0.4487987006432489,0.1004220710755023,533.76,512.0,0.007256905471272097,0.0068280311770767856,0.007032509684404053,0.006740765624704565,0.006888320317369402,0.006609834232732799,0.00010799909279684574,1.0,cva,100
0.0422452649564227,0.02546996878249852,BIQAE,biqae,3.0,1280,1.1619259718637728e-05,0.46930096991787373,0.052353768761479354,1.0,0.05373493339159509,0.032179367124413084,100,100,0.9890366609197495,0.5926204504212412,0.7783968636863754,0.46930096991787373,0.4838411176674199,0.4488002650783367,0.10076094730850449,1.007609473085045,1.1619259718637728e-05,1.199001797121506e-05,1.1120238262742218e-05,2.4947052985600382e-06,0.46930096991787373,0.48325743709732594,0.4487987006432489,0.10076094730850452,542.72,512.0,0.007445323812606951,0.006915273744076558,0.007156108425068707,0.00674989715033289,0.006899374472769968,0.006624707290376987,0.00013490129177268806,1.0,cva,100
0.0422452649564227,0.02546996878249852,BIQAE,biqae,3.0,1536,1.1619259718637728e-05,0.46930096991787373,0.052353768761479354,1.0,0.05368575674279281,0.03206882545335981,100,100,0.986889712505824,0.5939987817173404,0.7783968636863754,0.46930096991787373,0.4838411176674199,0.4488002650783367,0.10076094730850449,1.007609473085045,1.1619259718637728e-05,1.1979523281359931e-05,1.1111689887730711e-05,2.4947052985600382e-06,0.46930096991787373,0.4842758660603965,0.44880026507833665,0.10076094730850452,542.72,512.0,0.007434646430492824,0.006912583183556142,0.007156108425068707,0.00674989715033289,0.006901449202821935,0.006650402274708958,0.00013490129177268806,1.0,cva,100
