backend_mode,backend_name,catalog_channel,context,instance_name,job_id,local_pass_manager_applied,local_preflight_role,logical_2q_counts,logical_depths,n_circuits,primitive,qctrl_transpilation_policy,qiskit_function,runtime_execution_mode,sampler_call_index,session_id,shots,submitted_at_epoch,submitted_circuit_kind
qctrl_performance_management,ibm_basquecountry,,readout_calibration,basquecountry_updated,7fa9eeef-b556-4d65-b250-c72720ee9b95,False,diagnostic_and_k_cap_only,"0,0","1,2",2,sampler,fire_opal_managed,q-ctrl/performance-management,session,0,43c5801e-b236-4565-b1f7-2471acc212e2,1024,1780591579.14029,abstract_logical
